ngram,chart,chrt,chrt,chart
1863,4.135480204630377e-06,7.660540218041539e-10,7.660540218041539e-10,4.135480204630377e-06
1864,3.943888551865322e-06,8.57126948781785e-10,8.57126948781785e-10,3.943888551865322e-06
1865,3.6848330507512273e-06,6.709394468578417e-10,6.709394468578417e-10,3.6848330507512273e-06
1866,3.6600730969179755e-06,1.1075059440963336e-09,1.1075059440963336e-09,3.6600730969179755e-06
1867,3.7088034332555253e-06,1.2371433163619168e-09,1.2371433163619168e-09,3.7088034332555253e-06
1868,3.6029285703469734e-06,1.2137933515430989e-09,1.2137933515430989e-09,3.6029285703469734e-06
1869,3.7706314677572143e-06,1.332551006047059e-09,1.332551006047059e-09,3.7706314677572143e-06
1870,3.866404020819962e-06,1.3637846249129178e-09,1.3637846249129178e-09,3.866404020819962e-06
1871,3.9760906734695056e-06,1.4529175164566611e-09,1.4529175164566611e-09,3.9760906734695056e-06
1872,4.111715335446726e-06,1.4905943860174124e-09,1.4905943860174124e-09,4.111715335446726e-06
1873,4.121688919310275e-06,9.492572283775758e-10,9.492572283775758e-10,4.121688919310275e-06
1874,4.244667772062323e-06,9.388419962087978e-10,9.388419962087978e-10,4.244667772062323e-06
1875,4.3267094562387295e-06,8.893336305477411e-10,8.893336305477411e-10,4.3267094562387295e-06
1876,4.3824495280984725e-06,9.622359020688975e-10,9.622359020688975e-10,4.3824495280984725e-06
1877,4.413980410130794e-06,9.75333211020565e-10,9.75333211020565e-10,4.413980410130794e-06
1878,4.4592175722105565e-06,7.595807950875968e-10,7.595807950875968e-10,4.4592175722105565e-06
1879,4.54948063374364e-06,8.522464480163552e-10,8.522464480163552e-10,4.54948063374364e-06
1880,4.628298029274447e-06,1.0044357330001625e-09,1.0044357330001625e-09,4.628298029274447e-06
1881,4.692236676159414e-06,1.0746071730873196e-09,1.0746071730873196e-09,4.692236676159414e-06
1882,4.755436553490913e-06,1.0993113007197662e-09,1.0993113007197662e-09,4.755436553490913e-06
1883,4.854484294420607e-06,1.1967550363399327e-09,1.1967550363399327e-09,4.854484294420607e-06
1884,4.841338133181645e-06,1.0874592535982585e-09,1.0874592535982585e-09,4.841338133181645e-06
1885,4.795511878390764e-06,1.0946962820350998e-09,1.0946962820350998e-09,4.795511878390764e-06
1886,4.851211932483628e-06,9.201272085527076e-10,9.201272085527076e-10,4.851211932483628e-06
1887,4.843343114251704e-06,9.109921666234604e-10,9.109921666234604e-10,4.843343114251704e-06
1888,4.958029096867124e-06,8.566127926038344e-10,8.566127926038344e-10,4.958029096867124e-06
1889,4.9992647421147145e-06,9.749899023057752e-10,9.749899023057752e-10,4.9992647421147145e-06
1890,5.068813931887105e-06,7.870690012433203e-10,7.870690012433203e-10,5.068813931887105e-06
1891,5.239716431658183e-06,7.821631457595655e-10,7.821631457595655e-10,5.239716431658183e-06
1892,5.487979836159086e-06,7.559563629839466e-10,7.559563629839466e-10,5.487979836159086e-06
1893,5.617065718459864e-06,8.482030573940338e-10,8.482030573940338e-10,5.617065718459864e-06
1894,5.692195502758425e-06,6.713148548958309e-10,6.713148548958309e-10,5.692195502758425e-06
1895,5.766342448103907e-06,8.538687792539587e-10,8.538687792539587e-10,5.766342448103907e-06
1896,5.820261646606793e-06,8.45096352024883e-10,8.45096352024883e-10,5.820261646606793e-06
1897,5.913089937946227e-06,9.111043923283799e-10,9.111043923283799e-10,5.913089937946227e-06
1898,5.920691689555367e-06,9.576520132448252e-10,9.576520132448252e-10,5.920691689555367e-06
1899,5.9436721520406925e-06,1.0316908438667838e-09,1.0316908438667838e-09,5.9436721520406925e-06
1900,5.972963338405991e-06,1.0840089857490553e-09,1.0840089857490553e-09,5.972963338405991e-06
1901,6.025039510859642e-06,1.0912354987878204e-09,1.0912354987878204e-09,6.025039510859642e-06
1902,6.013493020873284e-06,8.941954002647126e-10,8.941954002647126e-10,6.013493020873284e-06
1903,6.106006562081997e-06,8.632238574739809e-10,8.632238574739809e-10,6.106006562081997e-06
1904,6.116616337489436e-06,8.54570462013474e-10,8.54570462013474e-10,6.116616337489436e-06
1905,6.301671419350896e-06,9.348864143150187e-10,9.348864143150187e-10,6.301671419350896e-06
1906,6.425856814270706e-06,8.485361857601958e-10,8.485361857601958e-10,6.425856814270706e-06
1907,6.561849464300654e-06,7.479218712612225e-10,7.479218712612225e-10,6.561849464300654e-06
1908,6.877458482839367e-06,8.200318955621708e-10,8.200318955621708e-10,6.877458482839367e-06
1909,7.297258694701928e-06,8.23532944219504e-10,8.23532944219504e-10,7.297258694701928e-06
1910,7.847690670002652e-06,8.040456514876329e-10,8.040456514876329e-10,7.847690670002652e-06
1911,8.391134867581837e-06,8.27221366802736e-10,8.27221366802736e-10,8.391134867581837e-06
1912,8.973916400074294e-06,7.468232817878625e-10,7.468232817878625e-10,8.973916400074294e-06
1913,9.589439157155408e-06,7.121421071890463e-10,7.121421071890463e-10,9.589439157155408e-06
1914,1.0289800359584791e-05,7.997399924836962e-10,7.997399924836962e-10,1.0289800359584791e-05
1915,1.1187925987802114e-05,6.921586319969769e-10,6.921586319969769e-10,1.1187925987802114e-05
1916,1.2019700989185367e-05,6.28337001476861e-10,6.28337001476861e-10,1.2019700989185367e-05
1917,1.2619101003760339e-05,6.021321378010417e-10,6.021321378010417e-10,1.2619101003760339e-05
1918,1.3359156972520786e-05,5.354609295642782e-10,5.354609295642782e-10,1.3359156972520786e-05
1919,1.4050381651031785e-05,6.054478505847425e-10,6.054478505847425e-10,1.4050381651031785e-05
1920,1.4762675164092798e-05,5.857557494604038e-10,5.857557494604038e-10,1.4762675164092798e-05
1921,1.538969068600896e-05,5.385421672102605e-10,5.385421672102605e-10,1.538969068600896e-05
1922,1.5658735719625838e-05,5.950573288084269e-10,5.950573288084269e-10,1.5658735719625838e-05
1923,1.5761356215599725e-05,5.839567678617946e-10,5.839567678617946e-10,1.5761356215599725e-05
1924,1.5909725594350937e-05,4.861966266097742e-10,4.861966266097742e-10,1.5909725594350937e-05
1925,1.602577425988524e-05,4.1716506439724657e-10,4.1716506439724657e-10,1.602577425988524e-05
1926,1.5921836425799745e-05,3.2095352962637133e-10,3.2095352962637133e-10,1.5921836425799745e-05
1927,1.597104008916566e-05,3.204902533836064e-10,3.204902533836064e-10,1.597104008916566e-05
1928,1.5897924250956358e-05,3.045838898556903e-10,3.045838898556903e-10,1.5897924250956358e-05
1929,1.623830524165117e-05,3.079873974901456e-10,3.079873974901456e-10,1.623830524165117e-05
1930,1.6394838114917676e-05,2.8610790125949137e-10,2.8610790125949137e-10,1.6394838114917676e-05
1931,1.718978949481555e-05,3.385739208835606e-10,3.385739208835606e-10,1.718978949481555e-05
1932,1.749088577136198e-05,3.1620681668303215e-10,3.1620681668303215e-10,1.749088577136198e-05
1933,1.8151768017560244e-05,2.93528049088998e-10,2.93528049088998e-10,1.8151768017560244e-05
1934,1.833129057818691e-05,2.9325754523158917e-10,2.9325754523158917e-10,1.833129057818691e-05
1935,1.8968422539598707e-05,2.9149608124104786e-10,2.9149608124104786e-10,1.8968422539598707e-05
1936,1.9698787582456134e-05,2.3657612178786177e-10,2.3657612178786177e-10,1.9698787582456134e-05
1937,2.0813920855289325e-05,2.9911839671825646e-10,2.9911839671825646e-10,2.0813920855289325e-05
1938,2.1087637443477953e-05,3.3366138027116476e-10,3.3366138027116476e-10,2.1087637443477953e-05
1939,2.187088310685275e-05,3.3491215951324856e-10,3.3491215951324856e-10,2.187088310685275e-05
1940,2.2276354294652784e-05,3.8912478596474035e-10,3.8912478596474035e-10,2.2276354294652784e-05
1941,2.3374439998795943e-05,4.769711927009115e-10,4.769711927009115e-10,2.3374439998795943e-05
1942,2.3803806210967844e-05,4.85028334955879e-10,4.85028334955879e-10,2.3803806210967844e-05
1943,2.3822372895665467e-05,5.499042035220622e-10,5.499042035220622e-10,2.3822372895665467e-05
1944,2.382472874679869e-05,5.360198257475801e-10,5.360198257475801e-10,2.382472874679869e-05
1945,2.390061126789078e-05,5.428579272611803e-10,5.428579272611803e-10,2.390061126789078e-05
1946,2.408921760174313e-05,6.007044227120315e-10,6.007044227120315e-10,2.408921760174313e-05
1947,2.4095786752046217e-05,6.226664897976012e-10,6.226664897976012e-10,2.4095786752046217e-05
1948,2.4094491631590893e-05,5.636522082408391e-10,5.636522082408391e-10,2.4094491631590893e-05
1949,2.4172305399718296e-05,5.909650427745764e-10,5.909650427745764e-10,2.4172305399718296e-05
1950,2.406609486830088e-05,5.559116698718367e-10,5.559116698718367e-10,2.406609486830088e-05
1951,2.409710499965253e-05,5.793209681811565e-10,5.793209681811565e-10,2.409710499965253e-05
1952,2.4249698721437847e-05,5.011578126696519e-10,5.011578126696519e-10,2.4249698721437847e-05
1953,2.4097196728689596e-05,4.3410652850184306e-10,4.3410652850184306e-10,2.4097196728689596e-05
1954,2.4413882264135672e-05,3.3476467629713266e-10,3.3476467629713266e-10,2.4413882264135672e-05
1955,2.4088820282486267e-05,3.269474334123755e-10,3.269474334123755e-10,2.4088820282486267e-05
1956,2.4102526627497616e-05,2.787824812270198e-10,2.787824812270198e-10,2.4102526627497616e-05
1957,2.4080743189967636e-05,3.1722863225169817e-10,3.1722863225169817e-10,2.4080743189967636e-05
1958,2.3622717240609097e-05,2.6554127547611424e-10,2.6554127547611424e-10,2.3622717240609097e-05
1959,2.350640378218876e-05,3.402088382834353e-10,3.402088382834353e-10,2.350640378218876e-05
1960,2.3462771943221533e-05,3.4569532355746956e-10,3.4569532355746956e-10,2.3462771943221533e-05
1961,2.290955490025226e-05,4.357398747378838e-10,4.357398747378838e-10,2.290955490025226e-05
1962,2.243766773192744e-05,5.656869754368441e-10,5.656869754368441e-10,2.243766773192744e-05
1963,2.1873403446599176e-05,5.811419500385234e-10,5.811419500385234e-10,2.1873403446599176e-05
1964,2.13652245812617e-05,5.369024213314993e-10,5.369024213314993e-10,2.13652245812617e-05
1965,2.0859668438788503e-05,5.862610853129319e-10,5.862610853129319e-10,2.0859668438788503e-05
1966,2.0138487213573952e-05,5.750472142113899e-10,5.750472142113899e-10,2.0138487213573952e-05
1967,1.9377926167050775e-05,5.804055291935839e-10,5.804055291935839e-10,1.9377926167050775e-05
1968,1.8897761817372937e-05,5.612133099511648e-10,5.612133099511648e-10,1.8897761817372937e-05
1969,1.8540275310182812e-05,4.4164476441034747e-10,4.4164476441034747e-10,1.8540275310182812e-05
1970,1.822063209796657e-05,4.161653125286538e-10,4.161653125286538e-10,1.822063209796657e-05
1971,1.802295186540245e-05,4.1595326389603267e-10,4.1595326389603267e-10,1.802295186540245e-05
1972,1.8107065833256847e-05,3.885509295261816e-10,3.885509295261816e-10,1.8107065833256847e-05
1973,1.8045868273475207e-05,3.589378714887102e-10,3.589378714887102e-10,1.8045868273475207e-05
1974,1.80616196822874e-05,3.894363561788136e-10,3.894363561788136e-10,1.80616196822874e-05
1975,1.8179486037947106e-05,3.6724102330560575e-10,3.6724102330560575e-10,1.8179486037947106e-05
1976,1.821562130187106e-05,4.01780450179753e-10,4.01780450179753e-10,1.821562130187106e-05
1977,1.815207074936812e-05,3.9806496194521353e-10,3.9806496194521353e-10,1.815207074936812e-05
1978,1.803326605503181e-05,4.5122960130277486e-10,4.5122960130277486e-10,1.803326605503181e-05
1979,1.7759361071512103e-05,4.629430489749049e-10,4.629430489749049e-10,1.7759361071512103e-05
1980,1.7620547493736793e-05,4.3692894937029184e-10,4.3692894937029184e-10,1.7620547493736793e-05
1981,1.7516939156588967e-05,4.3330501884954384e-10,4.3330501884954384e-10,1.7516939156588967e-05
1982,1.736280085294441e-05,4.439399800152241e-10,4.439399800152241e-10,1.736280085294441e-05
1983,1.742469586523449e-05,4.517718183676729e-10,4.517718183676729e-10,1.742469586523449e-05
1984,1.7449049274936052e-05,4.557433240316909e-10,4.557433240316909e-10,1.7449049274936052e-05
1985,1.7601334028378396e-05,4.373990059036714e-10,4.373990059036714e-10,1.7601334028378396e-05
1986,1.7782616851036437e-05,5.771957594420079e-10,5.771957594420079e-10,1.7782616851036437e-05
1987,1.8011460529773364e-05,6.339348847448991e-10,6.339348847448991e-10,1.8011460529773364e-05
1988,1.7938727199050065e-05,7.330173135144946e-10,7.330173135144946e-10,1.7938727199050065e-05
1989,1.817380481432857e-05,7.136374229650094e-10,7.136374229650094e-10,1.817380481432857e-05
1990,1.8053362509817816e-05,6.573496191819572e-10,6.573496191819572e-10,1.8053362509817816e-05
1991,1.8082828838877113e-05,6.855080075014136e-10,6.855080075014136e-10,1.8082828838877113e-05
1992,1.8213697850504624e-05,6.441072595921225e-10,6.441072595921225e-10,1.8213697850504624e-05
1993,1.8280459179160452e-05,5.196538913462437e-10,5.196538913462437e-10,1.8280459179160452e-05
1994,1.8379115447584938e-05,4.914293218392731e-10,4.914293218392731e-10,1.8379115447584938e-05
1995,1.8488600419784363e-05,3.900353532212567e-10,3.900353532212567e-10,1.8488600419784363e-05
1996,1.848641945148951e-05,4.383518349891448e-10,4.383518349891448e-10,1.848641945148951e-05
1997,1.849166775563e-05,4.5593230778097546e-10,4.5593230778097546e-10,1.849166775563e-05
1998,1.8519854815427346e-05,4.587815920815379e-10,4.587815920815379e-10,1.8519854815427346e-05
1999,1.8332417052338963e-05,5.399188873767002e-10,5.399188873767002e-10,1.8332417052338963e-05
2000,1.838952084654011e-05,5.263773623325513e-10,5.263773623325513e-10,1.838952084654011e-05
2001,1.8273333937811132e-05,5.808376517852614e-10,5.808376517852614e-10,1.8273333937811132e-05
2002,1.8133309432804318e-05,6.532173373636446e-10,6.532173373636446e-10,1.8133309432804318e-05
2003,1.7737741343028445e-05,2.009267260508604e-09,2.009267260508604e-09,1.7737741343028445e-05
2004,1.795049528092412e-05,2.0930453005694817e-09,2.0930453005694817e-09,1.795049528092412e-05
2005,1.780180069285312e-05,2.1570546856633908e-09,2.1570546856633908e-09,1.780180069285312e-05
2006,1.7649767739515353e-05,2.135528182860875e-09,2.135528182860875e-09,1.7649767739515353e-05
2007,1.7927124905067364e-05,2.1490582091665544e-09,2.1490582091665544e-09,1.7927124905067364e-05
2008,1.815290800420501e-05,2.0796104362373414e-09,2.0796104362373414e-09,1.815290800420501e-05
2009,1.8162787975078182e-05,2.0888914328435047e-09,2.0888914328435047e-09,1.8162787975078182e-05
2010,1.853933463280555e-05,9.189039925797512e-10,9.189039925797512e-10,1.853933463280555e-05
2011,1.8017401089309715e-05,8.611638545121179e-10,8.611638545121179e-10,1.8017401089309715e-05
2012,1.792487065748511e-05,9.356375357023288e-10,9.356375357023288e-10,1.792487065748511e-05
2013,1.7983835537701714e-05,1.0090853946082795e-09,1.0090853946082795e-09,1.7983835537701714e-05
2014,1.701413553486678e-05,1.0527617587209802e-09,1.0527617587209802e-09,1.701413553486678e-05
2015,1.5904696738289203e-05,1.281827088916998e-09,1.281827088916998e-09,1.5904696738289203e-05
2016,1.5338991293642073e-05,1.305531500366592e-09,1.305531500366592e-09,1.5338991293642073e-05
2017,1.4721095036899593e-05,1.2031138770426015e-09,1.2031138770426015e-09,1.4721095036899593e-05
2018,1.4604663192585576e-05,1.326748244601106e-09,1.326748244601106e-09,1.4604663192585576e-05
2019,1.4133485592537909e-05,1.2846452790427065e-09,1.2846452790427065e-09,1.4133485592537909e-05
