ngram,phrase,phras,phras
1953,1.967274199289802e-05,7.932249904537717e-09,7.932249904537717e-09
1954,1.988795468475603e-05,7.93612147426919e-09,7.93612147426919e-09
1955,1.9872720648501335e-05,7.823259373651581e-09,7.823259373651581e-09
1956,1.9790443859944518e-05,7.987389543424278e-09,7.987389543424278e-09
1957,1.9883959664314587e-05,8.233819911599279e-09,8.233819911599279e-09
1958,1.9934146881236563e-05,7.861130984261017e-09,7.861130984261017e-09
1959,2.0069000259224724e-05,7.595891661692024e-09,7.595891661692024e-09
1960,2.0319002682559324e-05,8.016810580459475e-09,8.016810580459475e-09
1961,2.0322664827939923e-05,8.216606633177598e-09,8.216606633177598e-09
1962,2.0536437919612842e-05,8.027793414149592e-09,8.027793414149592e-09
1963,2.1052841215610636e-05,7.914212396542553e-09,7.914212396542553e-09
1964,2.1238075922675697e-05,7.731780676018779e-09,7.731780676018779e-09
1965,2.154911713400257e-05,7.773069679980641e-09,7.773069679980641e-09
1966,2.1541684743299682e-05,7.805491491248112e-09,7.805491491248112e-09
1967,2.158587397259128e-05,7.310308675861117e-09,7.310308675861117e-09
1968,2.1564238652769874e-05,7.1525138827561415e-09,7.1525138827561415e-09
1969,2.1550829322742565e-05,7.307924043686853e-09,7.307924043686853e-09
1970,2.1135043425601907e-05,7.1248569583864145e-09,7.1248569583864145e-09
1971,2.093291576394612e-05,7.316687636712718e-09,7.316687636712718e-09
1972,2.0533448800311555e-05,7.013347680384641e-09,7.013347680384641e-09
1973,2.0312177574461593e-05,6.991019192119958e-09,6.991019192119958e-09
1974,1.9991769607128974e-05,6.748591082786756e-09,6.748591082786756e-09
1975,1.9800373203387217e-05,6.570596574765172e-09,6.570596574765172e-09
1976,1.9557874371197874e-05,6.615051300380108e-09,6.615051300380108e-09
1977,1.9526576839520464e-05,6.413657478126262e-09,6.413657478126262e-09
1978,1.9451715551050646e-05,5.7464643202617285e-09,5.7464643202617285e-09
1979,1.9379085902723352e-05,5.5573757024823016e-09,5.5573757024823016e-09
1980,1.939581021101081e-05,5.27094672670663e-09,5.27094672670663e-09
1981,1.9316757451243965e-05,5.229912312744643e-09,5.229912312744643e-09
1982,1.9321094961404534e-05,5.1332578822536695e-09,5.1332578822536695e-09
1983,1.943762565913078e-05,5.038148945654289e-09,5.038148945654289e-09
1984,1.956581711835627e-05,5.320099979603096e-09,5.320099979603096e-09
1985,1.966576850723608e-05,5.323927584502794e-09,5.323927584502794e-09
1986,1.9767379074307557e-05,5.258094087119096e-09,5.258094087119096e-09
1987,1.9922052680548014e-05,5.057579085690886e-09,5.057579085690886e-09
1988,2.013928808862277e-05,4.935780895110042e-09,4.935780895110042e-09
1989,2.0413984852244278e-05,4.8725604186371035e-09,4.8725604186371035e-09
1990,2.067597441574825e-05,4.882320040319346e-09,4.882320040319346e-09
1991,2.0822900686263373e-05,4.292596627359606e-09,4.292596627359606e-09
1992,2.095773015753366e-05,4.384792402183686e-09,4.384792402183686e-09
1993,2.127736791278169e-05,4.295786520153959e-09,4.295786520153959e-09
1994,2.165619922119991e-05,4.320242608102376e-09,4.320242608102376e-09
1995,2.2081545206934345e-05,4.311213132522442e-09,4.311213132522442e-09
1996,2.249142198706977e-05,4.39840446604072e-09,4.39840446604072e-09
1997,2.2916473296520833e-05,4.06003386466125e-09,4.06003386466125e-09
1998,2.3318096022454222e-05,4.364435987217316e-09,4.364435987217316e-09
1999,2.390601756425375e-05,4.396715880261581e-09,4.396715880261581e-09
2000,2.4344995056578356e-05,4.5009485662360154e-09,4.5009485662360154e-09
2001,2.4745537302806042e-05,4.592165251235006e-09,4.592165251235006e-09
2002,2.503443361742289e-05,4.637019974345386e-09,4.637019974345386e-09
2003,2.5392557290615514e-05,4.436689016174e-09,4.436689016174e-09
2004,2.5612319794683052e-05,4.3904085129347385e-09,4.3904085129347385e-09
2005,2.5972672769317535e-05,4.255401713544009e-09,4.255401713544009e-09
2006,2.61925293411228e-05,4.094533252135031e-09,4.094533252135031e-09
2007,2.6273222569476013e-05,3.923681126037439e-09,3.923681126037439e-09
2008,2.6146042208503267e-05,3.6500739890905312e-09,3.6500739890905312e-09
2009,2.5702316634124145e-05,3.5298009594596026e-09,3.5298009594596026e-09
2010,2.54593638341508e-05,3.658857375806893e-09,3.658857375806893e-09
2011,2.531118791791544e-05,3.631768790463801e-09,3.631768790463801e-09
2012,2.524131014070008e-05,3.3040155056340836e-09,3.3040155056340836e-09
2013,2.5115060842446318e-05,2.9628399733638844e-09,2.9628399733638844e-09
2014,2.4855118421588225e-05,2.7496316652125027e-09,2.7496316652125027e-09
2015,2.4819070209300014e-05,2.661650994844373e-09,2.661650994844373e-09
2016,2.5105213093671148e-05,2.3308206793209204e-09,2.3308206793209204e-09
2017,2.5149017346848268e-05,1.978977944479728e-09,1.978977944479728e-09
2018,2.513739382266067e-05,1.7768327698064469e-09,1.7768327698064469e-09
2019,2.485370032445644e-05,1.7164244470180279e-09,1.7164244470180279e-09
