ngram,sea,se,saa,sse
1818,0.00016940365977851407,2.182798510018204e-05,2.8202811895385238e-08,4.4450295177966836e-07
1819,0.00016744547714811882,2.174313859930927e-05,2.9369819211564974e-08,3.3089548574188097e-07
1820,0.00016923299491671578,2.1588839445030317e-05,3.268208294469689e-08,2.8128893449417903e-07
1821,0.00017105866364935146,2.1650079101423865e-05,3.2536712245091944e-08,2.788282077606904e-07
1822,0.00016681539169180075,2.1386396058785196e-05,3.370057820108384e-08,2.3000262418447293e-07
1823,0.00016312825859391263,2.0946460998467436e-05,3.41867182182146e-08,1.8834154654915176e-07
1824,0.00016227521700784564,2.0841079926218038e-05,2.8890741735462403e-08,1.5467271450932329e-07
1825,0.00016228459467778781,2.0442541686601805e-05,2.851016946335351e-08,7.652088232898027e-08
1826,0.0001621776630469997,1.9618148663929397e-05,2.566022188383548e-08,7.740498324843819e-08
1827,0.00016172022982833108,1.8570261350500266e-05,2.6024653162640528e-08,7.312339381623392e-08
1828,0.00015909690617783262,1.7738764784423567e-05,2.6211800729925017e-08,8.396074844897936e-08
1829,0.0001552861961369802,1.72242017859909e-05,2.4522467612086984e-08,8.181986491503526e-08
1830,0.00015643396805639246,1.6252606136341846e-05,2.5374954962639355e-08,7.937134479821647e-08
1831,0.00015548582762546306,1.5709072093678905e-05,2.1455243550048764e-08,6.915569932581483e-08
1832,0.00015635116973758807,1.5161541861224187e-05,1.9113139134877396e-08,9.991077019679193e-08
1833,0.0001529998969220157,1.5141059001117746e-05,1.99285115393926e-08,1.1004927001425e-07
1834,0.00015313333382696977,1.4823759556747973e-05,1.8437690104836487e-08,1.0873117212944245e-07
1835,0.00015237873802626773,1.5329892188934275e-05,2.1963212581965763e-08,1.0376628521515028e-07
1836,0.000157609220228291,1.5445967619598377e-05,2.4813809039260703e-08,1.0278357568235411e-07
1837,0.00015769196865481457,1.5797268913177375e-05,2.5445524925211364e-08,1.2562321671794052e-07
1838,0.00015877841672460948,1.6050980775617063e-05,2.669036826473205e-08,1.1881501750719638e-07
1839,0.00015794875798746943,1.628013537161418e-05,2.7934324567776717e-08,8.96094327629271e-08
1840,0.00015658687542392208,1.6160038934945726e-05,2.8559001259103363e-08,7.983381016580487e-08
1841,0.00015511584518078183,1.6437460674621563e-05,2.8600083571258698e-08,8.569277452709554e-08
1842,0.00015708423909797733,1.6341521196799086e-05,2.5965254835114138e-08,8.361108326328446e-08
1843,0.00015474629305702235,1.6450215948030484e-05,3.241169796045337e-08,8.184706398342964e-08
1844,0.0001539884854407449,1.645703274074809e-05,3.7221399042307116e-08,6.171213584593715e-08
1845,0.00015196161153393665,1.610932356145765e-05,3.8802104894232666e-08,6.224749122501245e-08
1846,0.00015074727083888968,1.5946830899338238e-05,3.848028029551642e-08,6.050936462997925e-08
1847,0.00015280382857391878,1.582259639170453e-05,3.950242748779991e-08,6.201162656387688e-08
1848,0.0001531530184105837,1.560529069268211e-05,3.911427220210888e-08,5.8841353377049795e-08
1849,0.0001514676259830594,1.5353916491481607e-05,4.358001578655798e-08,5.886183426387756e-08
1850,0.00015305514638644775,1.512672211642244e-05,3.927242962577436e-08,6.139166584619358e-08
1851,0.00015482635353691876,1.4879936056136753e-05,3.56513749315874e-08,6.418733938013637e-08
1852,0.00015761989925522357,1.4985564510945032e-05,3.6505019959268536e-08,7.078304977069041e-08
1853,0.00015982070804706642,1.4969353027741558e-05,3.7987747297003286e-08,7.806317167283591e-08
1854,0.00015973310551739166,1.4971146551293454e-05,4.825960634288354e-08,8.23856396436895e-08
1855,0.00015972349709565087,1.573732762543451e-05,4.8229082442016336e-08,8.73451264331899e-08
1856,0.00016040550794319382,1.5628180335625075e-05,4.746983555443356e-08,9.33218830466233e-08
1857,0.0001604215836518311,1.5450261084229817e-05,4.651119464175021e-08,9.512549427524521e-08
1858,0.00015909511005572443,1.531173152865709e-05,4.473387806212616e-08,9.138687622518254e-08
1859,0.00015791271705113883,1.5236941050846195e-05,4.5994919365252174e-08,8.281410909408546e-08
1860,0.00015587852976750582,1.4941544317740149e-05,4.770820843142636e-08,8.560263406057597e-08
1861,0.00015394253465014378,1.4746176280563564e-05,3.8003572098789714e-08,8.313952548633097e-08
1862,0.00015347372183376656,1.3905261507066566e-05,4.194255355725675e-08,7.945620796233146e-08
1863,0.00015250011555118754,1.3744264314092497e-05,4.0220200503426895e-08,7.337219086269085e-08
1864,0.00015057236305437982,1.3474782982874395e-05,3.9238443605427165e-08,7.201953877711276e-08
1865,0.00014874379641176865,1.3334852415677492e-05,4.051037803622291e-08,8.217965533471475e-08
1866,0.0001477819522343842,1.293847799388459e-05,3.792825939033914e-08,8.33130999110056e-08
1867,0.00014678782983017818,1.3035030471136061e-05,3.5057048311922956e-08,7.730945534538997e-08
1868,0.0001468000970947157,1.3164647498342674e-05,3.372953116809185e-08,8.133960806487397e-08
1869,0.00014490293896025314,1.3043030126677227e-05,3.086405696097115e-08,8.200731928452245e-08
1870,0.00014556043398832635,1.3277908042904788e-05,3.046830800355695e-08,8.887127072349748e-08
1871,0.00014602778953433569,1.3682378266821615e-05,2.9785268854506545e-08,9.371905917987533e-08
1872,0.00014667275120570724,1.3802596315924478e-05,2.9325105137851485e-08,9.020424788072237e-08
1873,0.00014702201795963838,1.4659346951313118e-05,2.9210636703120533e-08,9.498428913242865e-08
1874,0.0001463909907865205,1.4622745116607153e-05,3.058117695583665e-08,1.0359200278539252e-07
1875,0.00014558820320027216,1.4264014810448447e-05,2.994812169682908e-08,1.0253072092934548e-07
1876,0.00014487922765381102,1.4205780774188628e-05,3.0114340481597017e-08,1.0058724037825024e-07
1877,0.00014302261739170978,1.392283697246707e-05,2.9910059952596516e-08,9.397580973719804e-08
1878,0.00014117053901177963,1.346173849015031e-05,2.9610927804973082e-08,8.801758610843535e-08
1879,0.0001396941432696102,1.3598484656540677e-05,2.8972224492512007e-08,9.312124912444883e-08
1880,0.00013904295545736595,1.3093726270848752e-05,3.077298974371193e-08,8.867928512147825e-08
1881,0.0001390684150724805,1.2909951042924409e-05,3.001066468349174e-08,8.24895443380618e-08
1882,0.0001380142743333376,1.2825653227212439e-05,3.1917412459035536e-08,8.144552461024951e-08
1883,0.0001374145649606362,1.2890742254967336e-05,3.0401346709904176e-08,8.24959483582331e-08
1884,0.00013508477630758925,1.2686404521186237e-05,3.5192818056576214e-08,8.348986061231959e-08
1885,0.00013376349358752902,1.2709947051397258e-05,3.518482952610416e-08,8.314022892363937e-08
1886,0.0001313350460675013,1.2296433851588517e-05,3.669431260431923e-08,7.708351087590667e-08
1887,0.00012914256097116907,1.1871386569899706e-05,3.712252879698294e-08,7.593202764967697e-08
1888,0.00012575359869515523,1.18558977452007e-05,3.8495641975698295e-08,7.13518894761884e-08
1889,0.0001251476423931308,1.192465060739778e-05,4.3491961270498384e-08,6.751546217336519e-08
1890,0.00012403035153900937,1.1568428947482192e-05,4.529025713192628e-08,6.622625140347996e-08
1891,0.00012338748742227575,1.1539978004293516e-05,4.2788789908091273e-08,6.437794906690084e-08
1892,0.00012439164441145425,1.144856586116865e-05,4.4214230245285894e-08,6.358647449847662e-08
1893,0.0001241629267626974,1.13817632154678e-05,4.5105944630157476e-08,6.25121328669463e-08
1894,0.00012166891454918576,1.1214542999888571e-05,4.654321626519829e-08,5.964389363352243e-08
1895,0.00012236989693649645,1.1103680792855033e-05,4.512220083289062e-08,6.000505743080404e-08
1896,0.00012139630520583264,1.0885816534157908e-05,3.834023435242021e-08,5.73764472124237e-08
1897,0.00012066936116233202,1.0887907982188544e-05,3.8065201530506395e-08,5.623665038407515e-08
1898,0.00011854112796884562,1.089163600097111e-05,3.319534767700004e-08,5.435753891447348e-08
1899,0.00011591143785543474,1.0900141205638647e-05,3.1484926665825697e-08,5.3744452190228135e-08
1900,0.00011430456028652511,1.0944574309438135e-05,2.8446275937962388e-08,5.016296356075145e-08
1901,0.00011367965635145083,1.0998482658968506e-05,2.4401639312340454e-08,4.9124061263228214e-08
1902,0.00011156042247811066,1.1015376782909567e-05,2.2845545138190053e-08,4.577899050315994e-08
1903,0.00010923862490536911,1.0999621995974199e-05,2.2993181707826286e-08,4.826934331601608e-08
1904,0.00010771840087337685,1.1028166487189342e-05,2.3031292174989304e-08,4.7054276158015844e-08
1905,0.00010635797558019735,1.09710198168094e-05,2.3581733137640574e-08,4.74368704317385e-08
1906,0.0001041366537849951,1.0815396438244664e-05,2.181692845429747e-08,4.6845730850009204e-08
1907,0.00010308556686920513,1.0682554082969936e-05,2.2719058380614243e-08,4.651965771326364e-08
1908,0.0001015629033125671,1.0519218319261978e-05,2.2417484249867163e-08,4.638973903427411e-08
1909,9.95219566643105e-05,1.0408334414283413e-05,2.3431647733218597e-08,4.6764344777524714e-08
1910,9.72246697139261e-05,1.0311392283516138e-05,2.394743045134159e-08,4.3004414505633445e-08
1911,9.504724584985524e-05,1.0245904117514978e-05,2.7087992801203394e-08,4.327381424624426e-08
1912,9.345964852920068e-05,1.0108525202667806e-05,2.703925312224393e-08,4.1730699657754096e-08
1913,9.151918909213106e-05,1.0006795491790399e-05,2.9584250985489494e-08,4.1542922498852674e-08
1914,8.904123803534145e-05,9.874011084320955e-06,3.3010570277269835e-08,4.0284318864840836e-08
1915,8.689203241374344e-05,9.816196714902098e-06,3.299165994365337e-08,3.9614714048801554e-08
1916,8.544883686616751e-05,9.668746315583121e-06,3.280924611358062e-08,3.9684406617977534e-08
1917,8.485565090917849e-05,9.61581242466179e-06,3.323524135266455e-08,3.989734866292695e-08
1918,8.355859400970595e-05,9.433838256102587e-06,2.8109877600205176e-08,3.9617414618727964e-08
1919,8.323507790919393e-05,9.389501168958045e-06,2.8280249761028894e-08,4.025060817980375e-08
1920,8.414097309079287e-05,9.395944679064477e-06,2.7491920105506196e-08,4.018965427121657e-08
1921,8.554199822745951e-05,9.410412271141208e-06,2.4336304907787313e-08,3.946161391305785e-08
1922,8.70557123562321e-05,9.458759710209311e-06,2.5028220004433673e-08,3.865972380318843e-08
1923,8.880857577813523e-05,9.569928936668606e-06,2.533087111495596e-08,3.864271899293012e-08
1924,9.002183859203277e-05,9.679381426914396e-06,2.5763987768609046e-08,3.812572200802476e-08
1925,9.200924978358671e-05,9.866040792465875e-06,2.611732138494257e-08,3.8055872611916386e-08
1926,9.343179824229862e-05,1.0004361424112826e-05,2.661388519088957e-08,3.800358326446128e-08
1927,9.341475275245362e-05,1.0111532771718754e-05,2.5307255719602447e-08,3.869472615341303e-08
1928,9.197006771241181e-05,1.0092485743890783e-05,2.4714020798098446e-08,3.840181912145064e-08
1929,9.036205301526934e-05,1.0175815207600993e-05,2.4033554828812546e-08,3.866421544833949e-08
1930,8.817165196108232e-05,1.0191208795211943e-05,2.328258677916243e-08,3.7506281001599614e-08
1931,8.683191741251253e-05,1.028975683376692e-05,2.148196795051912e-08,3.955292372990828e-08
1932,8.593166317690962e-05,1.0584571880047275e-05,2.1660128167257297e-08,4.096999971027669e-08
1933,8.463508960890717e-05,1.0764012586150784e-05,3.4579651650038356e-08,4.1079336503863876e-08
1934,8.388177541616772e-05,1.0865821163211617e-05,3.582894209890648e-08,4.3435265289255246e-08
1935,8.30529399016606e-05,1.1069893584395426e-05,3.578590097268781e-08,4.440144455283449e-08
1936,8.1575356099555e-05,1.110996929907872e-05,3.501639207164382e-08,4.6712652793498166e-08
1937,8.098016821479957e-05,1.1392097543908416e-05,3.543592873102495e-08,4.7096742252149074e-08
1938,7.925885542395658e-05,1.1423214475923618e-05,3.712853491322221e-08,4.566110486540051e-08
1939,7.934129410257031e-05,1.135270758823026e-05,3.724760208204511e-08,4.542649583478513e-08
1940,7.885029377315991e-05,1.1294192258251964e-05,2.6741873985055723e-08,4.5516037922815096e-08
1941,7.855271022500736e-05,1.138539716651264e-05,2.7763917133581473e-08,4.806377061429755e-08
1942,7.826022920198739e-05,1.1556862123792858e-05,3.003756329381499e-08,5.027607536638763e-08
1943,7.937316591518797e-05,1.1647773525120491e-05,3.200520508934395e-08,4.842579416828942e-08
1944,7.939478902179482e-05,1.146069423287242e-05,3.221909621637613e-08,4.926938958403428e-08
1945,7.963835690004219e-05,1.1489007322649871e-05,3.1090148360541596e-08,4.93316397255837e-08
1946,7.800479631571631e-05,1.14341401058482e-05,3.052622840219296e-08,4.8425833755670415e-08
1947,7.826412495757853e-05,1.1531707059475593e-05,2.7768886111191804e-08,4.797531616418382e-08
1948,7.804806851449289e-05,1.1555528674632245e-05,2.7186200465426476e-08,4.7072037696287746e-08
1949,7.896570085514603e-05,1.174352070977745e-05,2.7509138586115763e-08,4.4959485023809975e-08
1950,7.908505046673651e-05,1.1941113111138943e-05,2.821771971639464e-08,4.549969137964841e-08
1951,7.957977504702285e-05,1.2190312840435322e-05,2.835285834683938e-08,4.512216429069278e-08
1952,8.041243771523503e-05,1.2401438652887009e-05,2.981376212574105e-08,6.797338869546365e-08
1953,8.102315145411662e-05,1.2579827333476195e-05,3.138131659292347e-08,6.765217211831701e-08
1954,8.128708369830357e-05,1.2878238521807361e-05,3.197879548468206e-08,6.897186111132214e-08
1955,8.165077555791609e-05,1.309807404530667e-05,3.229065624412085e-08,6.883487557729495e-08
1956,8.135653375315346e-05,1.325295956381264e-05,2.9799777122109716e-08,6.969536059386883e-08
1957,8.133515387141545e-05,1.3501486137101892e-05,2.9065003356468618e-08,6.974332882642947e-08
1958,8.147743418313829e-05,1.3842525601960784e-05,2.9441459556015355e-08,7.206182875815362e-08
1959,8.224766289848568e-05,1.4146426370384038e-05,3.001868671097847e-08,5.210670193735366e-08
1960,8.267074528183522e-05,1.449476284116307e-05,2.9896939780980706e-08,5.453981038223381e-08
1961,8.227776145629053e-05,1.4621577195482263e-05,3.021950689685582e-08,5.7361236522573174e-08
1962,8.310015566946407e-05,1.481935552354636e-05,3.07128296128667e-08,5.5051211335564535e-08
1963,8.386058159106012e-05,1.4905656566302891e-05,4.009685434474315e-08,5.738002530262877e-08
1964,8.416491410961109e-05,1.5124452797213703e-05,4.0987608481860404e-08,5.935770478312666e-08
1965,8.466504888409483e-05,1.5233217449609324e-05,4.4213852388809623e-08,5.938583618509645e-08
1966,8.498312568657898e-05,1.5243770836345252e-05,4.591741006468705e-08,5.892215883461306e-08
1967,8.542280245040144e-05,1.5133916999080352e-05,5.099384102282199e-08,5.8192320803332875e-08
1968,8.56616731782976e-05,1.5070060596501986e-05,5.255226552338042e-08,5.65278815502422e-08
1969,8.416641503572464e-05,1.5188256579027179e-05,5.50421580060499e-08,5.709205908033255e-08
1970,8.314875802690429e-05,1.5233944265803854e-05,4.9221232550118136e-08,5.590081794285392e-08
1971,8.206247210702193e-05,1.520011418116545e-05,4.9697970183615325e-08,5.4366703900703735e-08
1972,8.07289668175924e-05,1.5147633218605603e-05,4.846611036311645e-08,5.39724404851378e-08
1973,7.885096524010546e-05,1.528895310392337e-05,4.669921440024284e-08,5.356074187342788e-08
1974,7.678246869805403e-05,1.542041861414743e-05,4.310880033894396e-08,5.189663657542301e-08
1975,7.484753898877119e-05,1.5600919141434133e-05,4.576970979996986e-08,5.10965725603845e-08
1976,7.308970193012751e-05,1.568805445068782e-05,4.473017105916759e-08,5.045389528390842e-08
1977,7.175085400896413e-05,1.5700746319323245e-05,4.580444265148539e-08,4.9212407101809474e-08
1978,7.028834806988016e-05,1.563823466962536e-05,4.7693825523863e-08,4.852966891836072e-08
1979,6.900873268023133e-05,1.5682810564093025e-05,4.92693444138175e-08,4.845365048871437e-08
1980,6.79801544590321e-05,1.5723189790151082e-05,5.1589370997362494e-08,4.722830076226663e-08
1981,6.718278954005135e-05,1.577512375661172e-05,5.286130745828034e-08,4.8867232038674047e-08
1982,6.640823786645862e-05,1.5866252007461818e-05,5.161797338765999e-08,4.7605560382635304e-08
1983,6.599773873209156e-05,1.5880448700045235e-05,5.21425417129454e-08,4.7080301308304636e-08
1984,6.551093039368945e-05,1.5940924380889294e-05,5.257058179251674e-08,4.7275215361456246e-08
1985,6.531807801885796e-05,1.594374407432042e-05,5.9402137050515846e-08,4.751402116198733e-08
1986,6.500303217243137e-05,1.5798858839843888e-05,5.8174050211943854e-08,4.5645470387561156e-08
1987,6.488636738920053e-05,1.549604101975482e-05,5.7532517416802875e-08,4.4856807538248434e-08
1988,6.448824777700273e-05,1.5137381394327218e-05,5.9252964693509314e-08,4.303628082474071e-08
1989,6.444556285194787e-05,1.4696226051975308e-05,5.8770561496755495e-08,4.168178335817174e-08
1990,6.411399954231456e-05,1.425966482721768e-05,5.8867530278965726e-08,3.959748338745937e-08
1991,6.338449124346621e-05,1.384332751643212e-05,5.848016521830297e-08,4.1300380766123064e-08
1992,6.25375640603514e-05,1.3527113618952821e-05,5.0491238872447345e-08,4.3645318470453276e-08
1993,6.21955753428795e-05,1.3271087612208379e-05,5.056084313131188e-08,4.480824346485081e-08
1994,6.131525930998447e-05,1.3210669749241788e-05,5.007459640588812e-08,4.771582088177898e-08
1995,6.100211144907267e-05,1.3200709482979229e-05,4.674304473642873e-08,4.814128422887214e-08
1996,6.0523995281463226e-05,1.3307349295895879e-05,4.938444066380855e-08,4.967628086660625e-08
1997,6.042871505737172e-05,1.3371752564645639e-05,4.8807974804633755e-08,4.994422450213928e-08
1998,6.058370646704654e-05,1.345177991294934e-05,4.593799372644623e-08,4.582473676707975e-08
1999,6.070444422740755e-05,1.3511424835347238e-05,4.715619234778907e-08,4.13294845965798e-08
2000,6.0714029781852984e-05,1.3623666226132108e-05,4.604134115230149e-08,3.889240320274569e-08
2001,6.140280830939966e-05,1.3565244574108095e-05,4.680333530261903e-08,3.451035977621229e-08
2002,6.161563838499465e-05,1.367468718983998e-05,5.048823276914456e-08,3.230007068160441e-08
2003,6.247382978991871e-05,1.3652261519122735e-05,4.773153808709399e-08,3.0725734337774413e-08
2004,6.327865308516525e-05,1.368229394366998e-05,4.794774609097528e-08,3.076991131730925e-08
2005,6.472203988648419e-05,1.3697172627351912e-05,4.980336701773272e-08,3.224000139872325e-08
2006,6.653314007313124e-05,1.3670372806830397e-05,4.861150111017716e-08,3.176797517109467e-08
2007,6.838299824656653e-05,1.3764285280818253e-05,4.754219874923495e-08,3.179440076296812e-08
2008,6.946145939374608e-05,1.3994195666912543e-05,4.478031913533544e-08,3.2589072773703265e-08
2009,7.04261235244173e-05,1.4401667872984295e-05,5.041721199258323e-08,3.289265317261782e-08
2010,7.151547262245523e-05,1.4895717478274101e-05,5.3498087737580136e-08,3.2171956019867916e-08
2011,7.254388557547437e-05,1.5225902383722964e-05,5.61950978448879e-08,3.06437356759456e-08
2012,7.291092021789934e-05,1.554558093630476e-05,5.4917278597648485e-08,2.776391941746884e-08
2013,7.235172753488379e-05,1.5902030749462677e-05,5.3166207944091836e-08,2.7120399132789837e-08
2014,7.370664700699438e-05,1.8411550107495195e-05,1.2641841757548328e-07,2.5397709332456283e-08
2015,7.602478997016857e-05,2.432070609107281e-05,1.8488446684727933e-07,2.3345377186956284e-08
2016,7.78878280211107e-05,2.4417163461164038e-05,1.783653245419308e-07,2.158589700635665e-08
2017,7.865033573276985e-05,2.5596685797305934e-05,1.9682579418163945e-07,2.056017311957703e-08
2018,7.972010498633609e-05,2.7504652098286898e-05,2.2283477605355983e-07,1.965470488585197e-08
2019,8.10051951702917e-05,3.0409679311560467e-05,2.683109681100859e-07,1.9391389383116575e-08
