ngram,cap,cp,capp,capp
1850,2.940511304976618e-05,1.0662192500327755e-07,8.289048939299651e-08,8.289048939299651e-08
1851,2.895388258496366e-05,1.148669050670443e-07,7.912428299862637e-08,7.912428299862637e-08
1852,2.9104179702699184e-05,1.1208271136605877e-07,7.318878100396173e-08,7.318878100396173e-08
1853,2.864065858635253e-05,1.1241432166083801e-07,6.239693409578909e-08,6.239693409578909e-08
1854,2.8075434134474824e-05,1.0417142805506176e-07,5.526535724292054e-08,5.526535724292054e-08
1855,2.720885225114346e-05,1.003261595704836e-07,5.006804012655916e-08,5.006804012655916e-08
1856,2.7735272721786585e-05,9.980447198846118e-08,5.017750735549141e-08,5.017750735549141e-08
1857,2.7799159007762292e-05,1.0080845973854074e-07,5.065359281226327e-08,5.065359281226327e-08
1858,2.713326856402481e-05,1.2468747862775282e-07,5.009780019398542e-08,5.009780019398542e-08
1859,2.704935156673725e-05,1.219251635526624e-07,4.956206315195491e-08,4.956206315195491e-08
1860,2.704103800559616e-05,1.253001684631272e-07,4.9273246816028404e-08,4.9273246816028404e-08
1861,2.6958203307003714e-05,1.3731002874400084e-07,5.131455793616624e-08,5.131455793616624e-08
1862,2.683799097472469e-05,1.4073395553688378e-07,5.294564177558771e-08,5.294564177558771e-08
1863,2.6177077805706566e-05,1.3713426990794426e-07,5.2030300322160524e-08,5.2030300322160524e-08
1864,2.6632404634645873e-05,1.4372195725595054e-07,4.933649374752999e-08,4.933649374752999e-08
1865,2.6579129553283565e-05,1.3253250890394546e-07,4.4657793653511494e-08,4.4657793653511494e-08
1866,2.59459567522364e-05,1.8003936982527842e-07,4.805625154956163e-08,4.805625154956163e-08
1867,2.551636472552283e-05,2.487449017556693e-07,4.872828134645195e-08,4.872828134645195e-08
1868,2.5035599329774933e-05,2.7357456998190954e-07,4.737055243302686e-08,4.737055243302686e-08
1869,2.495509995372101e-05,2.9116987881090086e-07,4.8347759827395616e-08,4.8347759827395616e-08
1870,2.5258224143596764e-05,3.1866030423900936e-07,4.435694123117173e-08,4.435694123117173e-08
1871,2.465605887534496e-05,4.6903917702171126e-07,4.6076541946961565e-08,4.6076541946961565e-08
1872,2.4870432753232308e-05,5.320745251375618e-07,4.910709807047299e-08,4.910709807047299e-08
1873,2.4500496822708685e-05,5.338041810481238e-07,4.504723426025846e-08,4.504723426025846e-08
1874,2.437081275274977e-05,5.498763329114809e-07,4.637537617416651e-08,4.637537617416651e-08
1875,2.4341773626344677e-05,5.963227940648202e-07,4.400267655008909e-08,4.400267655008909e-08
1876,2.4073279876444887e-05,6.299216295246879e-07,3.976232295802415e-08,3.976232295802415e-08
1877,2.3769228521684583e-05,6.779117102593903e-07,4.215322313427805e-08,4.215322313427805e-08
1878,2.3501204071050908e-05,6.760589233830874e-07,3.934107769712877e-08,3.934107769712877e-08
1879,2.281582575441072e-05,6.453336019213956e-07,3.873097423731256e-08,3.873097423731256e-08
1880,2.3475162899038488e-05,6.663438512077846e-07,3.9483918357063885e-08,3.9483918357063885e-08
1881,2.323164153494872e-05,6.175803670365505e-07,4.121346768621541e-08,4.121346768621541e-08
1882,2.342155520247096e-05,5.975293301422166e-07,4.286299315481301e-08,4.286299315481301e-08
1883,2.337747641182172e-05,6.007056835447397e-07,5.0407659760561985e-08,5.0407659760561985e-08
1884,2.265652489898327e-05,5.982700161309497e-07,4.8067156857963967e-08,4.8067156857963967e-08
1885,2.2420297162690466e-05,5.504751275761269e-07,4.835683853343653e-08,4.835683853343653e-08
1886,2.1943943595813054e-05,5.680125484884359e-07,4.562443451610372e-08,4.562443451610372e-08
1887,2.1429418536302235e-05,6.727903415334627e-07,4.483127443880416e-08,4.483127443880416e-08
1888,2.121858337237167e-05,9.11973066714771e-07,3.8278276548453505e-08,3.8278276548453505e-08
1889,2.1023122566735504e-05,1.0659655020260419e-06,3.579807561493453e-08,3.579807561493453e-08
1890,2.1244482403354986e-05,1.1985566499918474e-06,2.8152319079107916e-08,2.8152319079107916e-08
1891,2.1524591699874562e-05,1.2806889182164532e-06,3.520360409530505e-08,3.520360409530505e-08
1892,2.2093456209404394e-05,1.2905984882698768e-06,3.574322399962122e-08,3.574322399962122e-08
1893,2.2803305910201743e-05,1.3705701625050487e-06,3.532238806209469e-08,3.532238806209469e-08
1894,2.2962690698997384e-05,1.3170923125471745e-06,3.6429592802684444e-08,3.6429592802684444e-08
1895,2.3478460726827116e-05,1.203442780349308e-06,3.609465209259659e-08,3.609465209259659e-08
1896,2.326819854455867e-05,1.2915232332488813e-06,3.537556051266425e-08,3.537556051266425e-08
1897,2.3017699277261272e-05,1.2827903463273418e-06,3.5100527690750434e-08,3.5100527690750434e-08
1898,2.2578599652790998e-05,1.5753113546322441e-06,2.4512110817300125e-08,2.4512110817300125e-08
1899,2.2035908321933156e-05,1.709334258391339e-06,2.3513206239199136e-08,2.3513206239199136e-08
1900,2.1563348907095913e-05,1.9880465548080143e-06,2.2371293769854868e-08,2.2371293769854868e-08
1901,2.1626737569541937e-05,1.9822012892031386e-06,1.9541905998161317e-08,1.9541905998161317e-08
1902,2.1136319576596308e-05,1.9276525985592992e-06,2.1764061663986922e-08,2.1764061663986922e-08
1903,2.076530368607824e-05,1.8456942955578728e-06,2.2151692163114537e-08,2.2151692163114537e-08
1904,2.053911885013804e-05,1.8663415143497071e-06,1.9399544447042316e-08,1.9399544447042316e-08
1905,2.059960050766157e-05,1.615384202783129e-06,2.047909626006523e-08,2.047909626006523e-08
1906,2.0377099125263548e-05,1.5814714840546782e-06,1.889848138298638e-08,1.889848138298638e-08
1907,2.044716763651065e-05,1.2976835088401067e-06,1.903150792514907e-08,1.903150792514907e-08
1908,1.974031666967286e-05,1.2943919419480413e-06,1.8474936374397137e-08,1.8474936374397137e-08
1909,1.9631973243251976e-05,1.3537452007637642e-06,1.9551991264117012e-08,1.9551991264117012e-08
1910,1.9465511546254026e-05,1.3158615794444423e-06,1.7738785551557612e-08,1.7738785551557612e-08
1911,1.9146738590539565e-05,1.271370316706972e-06,1.740749259023947e-08,1.740749259023947e-08
1912,1.9069087232180338e-05,1.264700553552497e-06,1.651722339853937e-08,1.651722339853937e-08
1913,1.9129454293371445e-05,1.1941460797970649e-06,1.6032290288998345e-08,1.6032290288998345e-08
1914,1.8763752190612388e-05,1.1291301201968703e-06,1.4900656454740004e-08,1.4900656454740004e-08
1915,1.9015855286852457e-05,1.2187746278868872e-06,1.4345534538051652e-08,1.4345534538051652e-08
1916,1.8608669051900506e-05,1.1155220412157568e-06,1.2266424574493482e-08,1.2266424574493482e-08
1917,1.828054415195116e-05,1.0293707971089004e-06,1.277747926512315e-08,1.277747926512315e-08
1918,1.7984028870289747e-05,1.0015498089290174e-06,1.4000510465247577e-08,1.4000510465247577e-08
1919,1.7578516625300316e-05,9.6006874628074e-07,1.306696446284101e-08,1.306696446284101e-08
1920,1.725167411288047e-05,1.082784478967369e-06,1.4939605679537797e-08,1.4939605679537797e-08
1921,1.6907667876304394e-05,1.1868382573863658e-06,1.5217512266169867e-08,1.5217512266169867e-08
1922,1.643064700017151e-05,1.1628327456492116e-06,1.60281249225339e-08,1.60281249225339e-08
1923,1.6433794631406533e-05,1.359525794798953e-06,1.4257186352141713e-08,1.4257186352141713e-08
1924,1.6413287085015327e-05,1.487383704963057e-06,1.3735759894574682e-08,1.3735759894574682e-08
1925,1.6370958941739184e-05,1.4479272587258102e-06,1.2231413532808638e-08,1.2231413532808638e-08
1926,1.6305292384848663e-05,1.4071273345247652e-06,1.381665106135545e-08,1.381665106135545e-08
1927,1.622277003272237e-05,1.2457027521252582e-06,1.4715143262630396e-08,1.4715143262630396e-08
1928,1.605747131959236e-05,1.160100924023157e-06,1.519164692455531e-08,1.519164692455531e-08
1929,1.59091649558312e-05,1.1138005626370223e-06,1.4306471436092189e-08,1.4306471436092189e-08
1930,1.5623602329079794e-05,1.1445882250882278e-06,1.3281784814824147e-08,1.3281784814824147e-08
1931,1.5595188415318262e-05,9.900358090167823e-07,1.3897958339725847e-08,1.3897958339725847e-08
1932,1.5606890234006903e-05,1.0239769494546636e-06,1.362505200727274e-08,1.362505200727274e-08
1933,1.568667214866894e-05,1.061480198976434e-06,1.2329432015028324e-08,1.2329432015028324e-08
1934,1.5467702594053533e-05,1.135700512934688e-06,9.881006933300438e-09,9.881006933300438e-09
1935,1.5509403315913266e-05,1.1905739743919445e-06,8.510586711553612e-09,8.510586711553612e-09
1936,1.538234677614777e-05,1.1663553810389464e-06,8.753791913562736e-09,8.753791913562736e-09
1937,1.54782098564153e-05,9.60422905141708e-07,1.348024695043851e-08,1.348024695043851e-08
1938,1.5143622996609857e-05,1.0397503972723956e-06,1.1929241531102467e-08,1.1929241531102467e-08
1939,1.4974412936550965e-05,1.0208187778256876e-06,1.1308384799996979e-08,1.1308384799996979e-08
1940,1.4903333846762377e-05,9.464997999332679e-07,1.106545379135428e-08,1.106545379135428e-08
1941,1.5212636234147275e-05,8.237659260755339e-07,1.0446670544490238e-08,1.0446670544490238e-08
1942,1.4975223816041502e-05,8.165781569654687e-07,1.0011493475506735e-08,1.0011493475506735e-08
1943,1.49141624206095e-05,8.414997572409837e-07,1.024171769614668e-08,1.024171769614668e-08
1944,1.4491876754618715e-05,8.648177803089701e-07,5.8746629148588775e-09,5.8746629148588775e-09
1945,1.4484493086846279e-05,8.228984955037179e-07,6.404568938681418e-09,6.404568938681418e-09
1946,1.455149556152589e-05,8.319329854852445e-07,9.597346822027525e-09,9.597346822027525e-09
1947,1.4253459604723112e-05,9.395240567755536e-07,1.0039528859045227e-08,1.0039528859045227e-08
1948,1.3772380823086547e-05,1.0262720999370295e-06,1.0660143149162797e-08,1.0660143149162797e-08
1949,1.3791982772610417e-05,1.0746929157383939e-06,1.1080315014717307e-08,1.1080315014717307e-08
1950,1.3664840350559513e-05,1.0658445554716828e-06,1.1017673313367432e-08,1.1017673313367432e-08
1951,1.3902637225068507e-05,1.089250401621809e-06,1.0768200807222326e-08,1.0768200807222326e-08
1952,1.3942818960848463e-05,1.1563114656252895e-06,1.0856127171824222e-08,1.0856127171824222e-08
1953,1.3723756897629105e-05,1.2054895088502754e-06,8.444457958286681e-09,8.444457958286681e-09
1954,1.356400610217991e-05,1.2384508149157876e-06,8.262349598148994e-09,8.262349598148994e-09
1955,1.3495908336023734e-05,1.290826795801487e-06,8.269838084170748e-09,8.269838084170748e-09
1956,1.3246461094240658e-05,1.2647073097988532e-06,8.630965783343721e-09,8.630965783343721e-09
1957,1.3284668576878695e-05,1.283203817235647e-06,8.53611023135922e-09,8.53611023135922e-09
1958,1.3052731057021966e-05,1.3787868380989364e-06,8.716228818071516e-09,8.716228818071516e-09
1959,1.2974687186735017e-05,1.4252586229953782e-06,1.0901774276967607e-08,1.0901774276967607e-08
1960,1.280235262259209e-05,1.4330036037790705e-06,1.1572085575498444e-08,1.1572085575498444e-08
1961,1.2860192587790412e-05,1.4306316740788004e-06,1.2650978804223151e-08,1.2650978804223151e-08
1962,1.2843837534351873e-05,1.4665117272930469e-06,1.2972867859316141e-08,1.2972867859316141e-08
1963,1.2787945706804749e-05,1.54173432877412e-06,1.3050235685747274e-08,1.3050235685747274e-08
1964,1.2489059372455813e-05,1.5778549270960087e-06,1.325968236796728e-08,1.325968236796728e-08
1965,1.2526507946729129e-05,1.5621217244188301e-06,1.511468169671356e-08,1.511468169671356e-08
1966,1.230544447545461e-05,1.5674912187283293e-06,1.2705111819753614e-08,1.2705111819753614e-08
1967,1.2154975982931709e-05,1.5795016646994294e-06,1.2010760322819384e-08,1.2010760322819384e-08
1968,1.1744032625366735e-05,1.6154318375681344e-06,1.1058978812071376e-08,1.1058978812071376e-08
1969,1.1336817156656512e-05,1.5347278252063136e-06,1.1924721718007244e-08,1.1924721718007244e-08
1970,1.1032661599788948e-05,1.444319926641973e-06,1.1602695502789726e-08,1.1602695502789726e-08
1971,1.0765808838186786e-05,1.4376308529660622e-06,1.105720194770145e-08,1.105720194770145e-08
1972,1.0419692443974782e-05,1.3741201883021859e-06,9.330087750011477e-09,9.330087750011477e-09
1973,1.02931695177436e-05,1.2931841573455522e-06,9.315474360148203e-09,9.315474360148203e-09
1974,1.0199332531815994e-05,1.2585187018235696e-06,8.926869783059438e-09,8.926869783059438e-09
1975,1.0206459592154715e-05,1.1384180912240742e-06,8.307758290828003e-09,8.307758290828003e-09
1976,1.0389936245961248e-05,1.1151230572587728e-06,6.5775260159130406e-09,6.5775260159130406e-09
1977,1.0629247169293063e-05,1.0995758949710371e-06,7.46906251133542e-09,7.46906251133542e-09
1978,1.1095383602618572e-05,1.0742881256321977e-06,7.1877588960132604e-09,7.1877588960132604e-09
1979,1.1318092999447669e-05,1.0505028090587335e-06,6.7251372090229975e-09,6.7251372090229975e-09
1980,1.1840426590684469e-05,1.0406117455983934e-06,7.629071533240709e-09,7.629071533240709e-09
1981,1.2188741753301916e-05,1.0531821966911333e-06,7.484326174684547e-09,7.484326174684547e-09
1982,1.2531077248110836e-05,1.0550795975307535e-06,8.213672789533381e-09,8.213672789533381e-09
1983,1.2826831672490308e-05,1.0441973147732954e-06,8.287962823974989e-09,8.287962823974989e-09
1984,1.3175922893943997e-05,1.0500046495768141e-06,7.0893329936641945e-09,7.0893329936641945e-09
1985,1.3208822435574672e-05,1.010944101510956e-06,7.059657112863858e-09,7.059657112863858e-09
1986,1.3636246486774845e-05,9.94856707490856e-07,7.240906160380486e-09,7.240906160380486e-09
1987,1.366888981075525e-05,9.702290445342702e-07,5.8000823191913955e-09,5.8000823191913955e-09
1988,1.3942202063585033e-05,9.499468254554293e-07,5.879399951019033e-09,5.879399951019033e-09
1989,1.4184500417156545e-05,9.257111303538425e-07,5.546930026412156e-09,5.546930026412156e-09
1990,1.4239944253599138e-05,9.075750101926263e-07,5.996827225272585e-09,5.996827225272585e-09
1991,1.4372687344023558e-05,8.76160064373315e-07,6.1165541203373715e-09,6.1165541203373715e-09
1992,1.4638096867461822e-05,8.916611266483545e-07,5.9850140716426785e-09,5.9850140716426785e-09
1993,1.4603551660132195e-05,8.809887503957725e-07,5.630679858878043e-09,5.630679858878043e-09
1994,1.4833190367166285e-05,8.68420434991484e-07,6.891652391617851e-09,6.891652391617851e-09
1995,1.4838984627983467e-05,8.230305184042663e-07,7.147072521109164e-09,7.147072521109164e-09
1996,1.4969907169870567e-05,8.10790871647831e-07,7.0711183575156156e-09,7.0711183575156156e-09
1997,1.5469179743377026e-05,8.030475312027972e-07,6.4093106060576184e-09,6.4093106060576184e-09
1998,1.557305365297777e-05,7.73156053972863e-07,6.029875741577127e-09,6.029875741577127e-09
1999,1.545363855776876e-05,7.346720362225565e-07,5.721735339493859e-09,5.721735339493859e-09
2000,1.5510000464148887e-05,7.420719368513216e-07,6.19752186078618e-09,6.19752186078618e-09
2001,1.538542905369208e-05,7.292594302400955e-07,5.734712895031992e-09,5.734712895031992e-09
2002,1.5430847400109216e-05,7.30862528338808e-07,5.842396915462749e-09,5.842396915462749e-09
2003,1.530948312782649e-05,7.553540919096642e-07,6.181446021713555e-09,6.181446021713555e-09
2004,1.4993549354715339e-05,7.521294865650166e-07,6.646592673068394e-09,6.646592673068394e-09
2005,1.5107120556682016e-05,7.601916779874176e-07,7.594641011315112e-09,7.594641011315112e-09
2006,1.5452114504504217e-05,7.509990902170622e-07,8.140733357261557e-09,8.140733357261557e-09
2007,1.5703634874496076e-05,7.246085017089042e-07,7.967583481871543e-09,7.967583481871543e-09
2008,1.601260425689231e-05,7.363342271154189e-07,7.542284384344709e-09,7.542284384344709e-09
2009,1.6116419179265256e-05,7.192514723491123e-07,7.261943935077397e-09,7.261943935077397e-09
2010,1.6236260697561583e-05,6.895437374104014e-07,6.812147544467604e-09,6.812147544467604e-09
2011,1.6340969523298554e-05,6.808803862311054e-07,6.651785535081802e-09,6.651785535081802e-09
2012,1.6266782300330567e-05,6.773288500231242e-07,5.668264873343836e-09,5.668264873343836e-09
2013,1.5914395979572354e-05,6.680894395166044e-07,5.2814820770765076e-09,5.2814820770765076e-09
2014,1.5813750776162904e-05,6.618499891633942e-07,5.502081108182162e-09,5.502081108182162e-09
2015,1.572012193459419e-05,6.781636362315371e-07,5.7259089850500035e-09,5.7259089850500035e-09
2016,1.5673778242281905e-05,6.894595685480454e-07,5.899073198177364e-09,5.899073198177364e-09
2017,1.572733375117726e-05,6.916699912077698e-07,5.9747717514232095e-09,5.9747717514232095e-09
2018,1.5696467744419352e-05,6.905213126628951e-07,5.889352960863903e-09,5.889352960863903e-09
2019,1.568697734910529e-05,6.96796391252974e-07,6.604766400464257e-09,6.604766400464257e-09
