ngram,establishment,establishent,estblishment,establishent
1914,4.888774128630757e-05,1.7336514366940646e-09,1.6312674703097434e-09,1.7336514366940646e-09
1915,4.955530000318374e-05,1.6437842277815052e-09,1.74860364283396e-09,1.6437842277815052e-09
1916,5.097788224312743e-05,1.5926711299003265e-09,1.7763640399895815e-09,1.5926711299003265e-09
1917,5.14939305763359e-05,1.5685765464290569e-09,1.7530368585332618e-09,1.5685765464290569e-09
1918,5.215827228052409e-05,1.6584787432272208e-09,1.7479096900022535e-09,1.6584787432272208e-09
1919,5.234515317299936e-05,1.8130750551697312e-09,1.7878182426552973e-09,1.8130750551697312e-09
1920,5.248607132151457e-05,1.6447498759778308e-09,1.784048987905708e-09,1.6447498759778308e-09
1921,5.242481919205082e-05,1.7167496154816116e-09,1.7874517580348685e-09,1.7167496154816116e-09
1922,5.2214715002004854e-05,1.742360176772349e-09,1.6300102378963288e-09,1.742360176772349e-09
1923,5.1073751819785684e-05,1.8753823414842584e-09,1.6363138621855455e-09,1.8753823414842584e-09
1924,5.060152865813247e-05,1.7949498395556214e-09,1.7442337257073908e-09,1.7949498395556214e-09
1925,5.009278746521366e-05,1.9013187215120654e-09,1.6809253988725459e-09,1.9013187215120654e-09
1926,5.026527287554927e-05,1.7689473219562046e-09,1.7745549315709548e-09,1.7689473219562046e-09
1927,5.0298158644831604e-05,1.8780064487649336e-09,1.908205530095789e-09,1.8780064487649336e-09
1928,5.001551835448481e-05,1.5756818786246844e-09,1.7867558543827045e-09,1.5756818786246844e-09
1929,4.963340325048193e-05,1.7353381826750486e-09,1.745260269636617e-09,1.7353381826750486e-09
1930,4.989116808116835e-05,1.6910912590896642e-09,1.6822957233613473e-09,1.6910912590896642e-09
1931,4.991858336974734e-05,1.8349366708620656e-09,1.2933627046336176e-09,1.8349366708620656e-09
1932,5.024742495152168e-05,2.0093723748385426e-09,1.2294517487410062e-09,2.0093723748385426e-09
1933,5.0223729756128576e-05,2.1266733532928785e-09,1.0938675382154983e-09,2.1266733532928785e-09
1934,5.081794941881006e-05,2.167551543014972e-09,9.3334638628928e-10,2.167551543014972e-09
1935,5.1440018848682356e-05,2.431870926855595e-09,9.070139738482602e-10,2.431870926855595e-09
1936,5.2381215417491535e-05,2.5428416198077943e-09,9.227986490025129e-10,2.5428416198077943e-09
1937,5.2431697570552516e-05,2.512649326697718e-09,8.587739111102063e-10,2.512649326697718e-09
1938,5.309372032310681e-05,2.5458892137310484e-09,9.195499044751492e-10,2.5458892137310484e-09
1939,5.339768436637574e-05,2.597049622973405e-09,9.54450161762464e-10,2.597049622973405e-09
1940,5.4385470970633575e-05,3.167595265450375e-09,9.496657349394866e-10,3.167595265450375e-09
1941,5.501132233933147e-05,3.254477100510046e-09,1.1131120707703295e-09,3.254477100510046e-09
1942,5.698019750915202e-05,3.2725404608413555e-09,1.1292263552802645e-09,3.2725404608413555e-09
1943,5.8236248150933534e-05,3.6695340734281346e-09,1.2620734378211905e-09,3.6695340734281346e-09
1944,6.0433571239367924e-05,4.215991936514943e-09,1.3879305006879251e-09,4.215991936514943e-09
1945,6.149875844130293e-05,4.524885672501406e-09,1.5636933811283678e-09,4.524885672501406e-09
1946,6.293962620215357e-05,4.738429902419381e-09,1.5878687253945145e-09,4.738429902419381e-09
1947,6.300471743868132e-05,4.691223409736267e-09,1.5397716911026903e-09,4.691223409736267e-09
1948,6.269740437606483e-05,4.803787716818013e-09,1.3323859793246129e-09,4.803787716818013e-09
1949,6.0923938560465884e-05,5.5695799083821385e-09,1.35299931575921e-09,5.5695799083821385e-09
1950,5.989471121990521e-05,5.5958189827874455e-09,1.3741323158709763e-09,5.5958189827874455e-09
1951,5.8114055199049676e-05,5.392368710285414e-09,1.4350778026234983e-09,5.392368710285414e-09
1952,5.74725802705091e-05,5.566688253212857e-09,1.2350417157223704e-09,5.566688253212857e-09
1953,5.679111252123091e-05,5.401666415748098e-09,1.1594017452447908e-09,5.401666415748098e-09
1954,5.675792064201752e-05,5.479929906674183e-09,1.2592012313802518e-09,5.479929906674183e-09
1955,5.686616142546492e-05,5.666725247773943e-09,1.422709263890606e-09,5.666725247773943e-09
1956,5.7735977731811416e-05,5.146840604502196e-09,1.4816037404877643e-09,5.146840604502196e-09
1957,5.8438190275670164e-05,5.074032876401751e-09,1.3385363571506913e-09,5.074032876401751e-09
1958,5.947179670329206e-05,5.604289794141388e-09,1.4043941684186274e-09,5.604289794141388e-09
1959,5.9861520899825594e-05,5.5523222844807864e-09,1.53365532971707e-09,5.5523222844807864e-09
1960,6.0268101931017425e-05,5.771396630446393e-09,1.689297432097955e-09,5.771396630446393e-09
1961,6.063083804162618e-05,5.5227559668326515e-09,1.772198070832636e-09,5.5227559668326515e-09
1962,6.156863569880702e-05,5.315657184265124e-09,1.825939193495734e-09,5.315657184265124e-09
1963,6.203858200543826e-05,5.2309372071996614e-09,1.8742910874130256e-09,5.2309372071996614e-09
1964,6.24885355396795e-05,5.043377969217642e-09,2.064604645976179e-09,5.043377969217642e-09
1965,6.237431651762953e-05,4.667716562473905e-09,2.110847623677208e-09,4.667716562473905e-09
1966,6.277419535243618e-05,4.688604298459203e-09,2.1914358898961997e-09,4.688604298459203e-09
1967,6.328400922939181e-05,4.669360073198245e-09,2.09317384060524e-09,4.669360073198245e-09
1968,6.392086964167123e-05,4.628377998321704e-09,2.167705745062928e-09,4.628377998321704e-09
1969,6.356900121318176e-05,5.000877553332625e-09,2.1423862683889183e-09,5.000877553332625e-09
1970,6.333817457613935e-05,5.2640946205225905e-09,2.2246281325014448e-09,5.2640946205225905e-09
1971,6.282897967529217e-05,5.574534675137752e-09,2.187085750599798e-09,5.574534675137752e-09
1972,6.2436745793093e-05,5.564126302561232e-09,2.1302472801616138e-09,5.564126302561232e-09
1973,6.190841096603046e-05,5.638891068368171e-09,2.2868751019850767e-09,5.638891068368171e-09
1974,6.0899916466691396e-05,5.739095294237424e-09,2.4561410841680444e-09,5.739095294237424e-09
1975,5.9578478872676245e-05,6.283278215184802e-09,2.4800377465946812e-09,6.283278215184802e-09
1976,5.8668164586249206e-05,6.241725929762814e-09,2.541165309923242e-09,6.241725929762814e-09
1977,5.785749194079212e-05,6.583450990709545e-09,2.655173699953447e-09,6.583450990709545e-09
1978,5.684239399020693e-05,6.723089957765589e-09,2.6993470950539435e-09,6.723089957765589e-09
1979,5.576026628010108e-05,6.982548824855225e-09,2.8756763319799053e-09,6.982548824855225e-09
1980,5.425528537931054e-05,7.048033839091821e-09,2.759936374679179e-09,7.048033839091821e-09
1981,5.360441666977879e-05,7.319167684625784e-09,2.635381500328192e-09,7.319167684625784e-09
1982,5.318258731027267e-05,7.230952408272222e-09,2.547902777649824e-09,7.230952408272222e-09
1983,5.197466400984142e-05,7.049549134917145e-09,2.700205900144478e-09,7.049549134917145e-09
1984,5.075313986578424e-05,6.269977806791108e-09,3.1454718512386695e-09,6.269977806791108e-09
1985,5.0194085945674616e-05,5.557348517878527e-09,3.3777774228432075e-09,5.557348517878527e-09
1986,5.0124626536022075e-05,5.024984745765388e-09,3.2322920213394876e-09,5.024984745765388e-09
1987,5.024952822298344e-05,4.3386892174217854e-09,3.1996925743880767e-09,4.3386892174217854e-09
1988,4.921543638504643e-05,3.4000665774921603e-09,3.1537563354484225e-09,3.4000665774921603e-09
1989,4.853155509668535e-05,2.623404715684785e-09,3.699064102643693e-09,2.623404715684785e-09
1990,4.832851430234898e-05,2.059228327538116e-09,3.3917403013156947e-09,2.059228327538116e-09
1991,4.853043927661409e-05,1.9092658565256215e-09,2.66342489333279e-09,1.9092658565256215e-09
1992,4.841993722948246e-05,1.8619322591665162e-09,2.1830095191838997e-09,1.8619322591665162e-09
1993,4.739046146694038e-05,1.5071606026698499e-09,1.9553950125761332e-09,1.5071606026698499e-09
1994,4.635853526581611e-05,1.3505837797340397e-09,1.7655651861149734e-09,1.3505837797340397e-09
1995,4.588264138354654e-05,1.2432027550270318e-09,1.6901198218732816e-09,1.2432027550270318e-09
1996,4.51265685634488e-05,1.1735354196343702e-09,8.880287061252545e-10,1.1735354196343702e-09
1997,4.433873826721018e-05,1.1133591112536374e-09,8.02127483482248e-10,1.1133591112536374e-09
1998,4.2848037992371246e-05,1.1053650772474555e-09,6.520632129485599e-10,1.1053650772474555e-09
1999,4.1218969792160874e-05,9.048923039450025e-10,5.844719708214541e-10,9.048923039450025e-10
2000,4.0210390579886734e-05,8.072196918832272e-10,5.202550870267838e-10,8.072196918832272e-10
2001,3.929001572292431e-05,8.060166145629211e-10,4.849893007038578e-10,8.060166145629211e-10
2002,3.836775223524975e-05,8.027692994477015e-10,3.47803804605957e-10,8.027692994477015e-10
2003,3.726096110767685e-05,6.830517064658283e-10,4.1259293898088245e-10,6.830517064658283e-10
2004,3.6365595795879404e-05,6.573223909622783e-10,3.421506907162554e-10,6.573223909622783e-10
2005,3.551474115478673e-05,4.849113967507281e-10,3.762350768234311e-10,4.849113967507281e-10
2006,3.4455673293060886e-05,4.1330253703580107e-10,3.680451122438961e-10,4.1330253703580107e-10
2007,3.325563167371521e-05,4.1435092856811906e-10,3.68918770532467e-10,4.1435092856811906e-10
2008,3.159378424503042e-05,3.391713774915571e-10,3.3959613890807306e-10,3.391713774915571e-10
2009,2.9946174306262818e-05,2.584013082872007e-10,3.2349047746071946e-10,2.584013082872007e-10
2010,2.88174698133454e-05,2.3441296721176437e-10,2.139422914620199e-10,2.3441296721176437e-10
2011,2.7310637441197677e-05,2.0635119605102607e-10,2.177763901751411e-10,2.0635119605102607e-10
2012,2.610186701141564e-05,1.9255920667506287e-10,1.4858734877419367e-10,1.9255920667506287e-10
2013,2.5606623239582404e-05,1.9337700885024844e-10,1.0247265090040131e-10,1.9337700885024844e-10
2014,2.5031251945100458e-05,1.7676129211124143e-10,1.0681134498694408e-10,1.7676129211124143e-10
2015,2.4856854776901726e-05,4.76006577408507e-10,8.578661888001906e-11,4.76006577408507e-10
2016,2.483082841666016e-05,4.5118543623434704e-10,9.830359046622154e-11,4.5118543623434704e-10
2017,2.4480567844875623e-05,4.881733119595685e-10,8.60302488969733e-11,4.881733119595685e-10
2018,2.4675054010003806e-05,5.403124836433904e-10,8.373823162655114e-11,5.403124836433904e-10
2019,2.4695392312423792e-05,6.473563525510873e-10,9.532803886547203e-11,6.473563525510873e-10
