ngram,cup,cup,cup,cupp
1815,1.617242846155672e-05,1.617242846155672e-05,1.617242846155672e-05,2.1802868177545065e-08
1816,1.655109800984584e-05,1.655109800984584e-05,1.655109800984584e-05,1.7182054096969475e-08
1817,1.7087279697339648e-05,1.7087279697339648e-05,1.7087279697339648e-05,1.6047327498571107e-08
1818,1.80591290960105e-05,1.80591290960105e-05,1.80591290960105e-05,1.6994452289864626e-08
1819,1.8692467944804647e-05,1.8692467944804647e-05,1.8692467944804647e-05,2.9601751240702712e-08
1820,2.0185824853667456e-05,2.0185824853667456e-05,2.0185824853667456e-05,4.1431753615230246e-08
1821,2.089866081535417e-05,2.089866081535417e-05,2.089866081535417e-05,4.046644730415494e-08
1822,2.1265603988597703e-05,2.1265603988597703e-05,2.1265603988597703e-05,4.414114242377666e-08
1823,2.165977327552225e-05,2.165977327552225e-05,2.165977327552225e-05,5.380707232153067e-08
1824,2.1871992690388913e-05,2.1871992690388913e-05,2.1871992690388913e-05,5.512633930290381e-08
1825,2.1625356436873388e-05,2.1625356436873388e-05,2.1625356436873388e-05,7.225838061231116e-08
1826,2.1456677391792516e-05,2.1456677391792516e-05,2.1456677391792516e-05,6.023159038193171e-08
1827,2.0932511168731643e-05,2.0932511168731643e-05,2.0932511168731643e-05,4.65376030410271e-08
1828,2.1152818590053357e-05,2.1152818590053357e-05,2.1152818590053357e-05,4.508901563227141e-08
1829,2.0337467503850348e-05,2.0337467503850348e-05,2.0337467503850348e-05,4.30483110111116e-08
1830,2.0611748498465333e-05,2.0611748498465333e-05,2.0611748498465333e-05,3.395813579538347e-08
1831,2.042033780266398e-05,2.042033780266398e-05,2.042033780266398e-05,3.3041284438642804e-08
1832,2.02299787425935e-05,2.02299787425935e-05,2.02299787425935e-05,1.5214891632301227e-08
1833,2.017567047524998e-05,2.017567047524998e-05,2.017567047524998e-05,1.4200598982431042e-08
1834,2.02281914555767e-05,2.02281914555767e-05,2.02281914555767e-05,1.4234675406653099e-08
1835,2.0123093885818628e-05,2.0123093885818628e-05,2.0123093885818628e-05,1.3474807301707057e-08
1836,2.0825503660099847e-05,2.0825503660099847e-05,2.0825503660099847e-05,1.322396084698799e-08
1837,2.0806936975402224e-05,2.0806936975402224e-05,2.0806936975402224e-05,1.2872686916409748e-08
1838,2.1215177964352604e-05,2.1215177964352604e-05,2.1215177964352604e-05,1.58534659685675e-08
1839,2.176753540490089e-05,2.176753540490089e-05,2.176753540490089e-05,1.4606839801193213e-08
1840,2.1980599350562053e-05,2.1980599350562053e-05,2.1980599350562053e-05,1.4881385140037245e-08
1841,2.221720699578457e-05,2.221720699578457e-05,2.221720699578457e-05,2.0589431112430897e-08
1842,2.2296201288034873e-05,2.2296201288034873e-05,2.2296201288034873e-05,2.1286862558359384e-08
1843,2.2263936573706034e-05,2.2263936573706034e-05,2.2263936573706034e-05,2.3907347720556312e-08
1844,2.2138311708528947e-05,2.2138311708528947e-05,2.2138311708528947e-05,2.2973055394511936e-08
1845,2.19208824481549e-05,2.19208824481549e-05,2.19208824481549e-05,2.202505485929659e-08
1846,2.1451593316409605e-05,2.1451593316409605e-05,2.1451593316409605e-05,2.588048410499612e-08
1847,2.1445310267154127e-05,2.1445310267154127e-05,2.1445310267154127e-05,2.921720192767501e-08
1848,2.126072675829554e-05,2.126072675829554e-05,2.126072675829554e-05,2.642157381771426e-08
1849,2.131675449033667e-05,2.131675449033667e-05,2.131675449033667e-05,2.7459457882120627e-08
1850,2.124196440230922e-05,2.124196440230922e-05,2.124196440230922e-05,2.8294498363326933e-08
1851,2.1443019379928175e-05,2.1443019379928175e-05,2.1443019379928175e-05,3.119275758324745e-08
1852,2.144654640038165e-05,2.144654640038165e-05,2.144654640038165e-05,2.9119920950750255e-08
1853,2.16721052441114e-05,2.16721052441114e-05,2.16721052441114e-05,2.6823891171748722e-08
1854,2.1892564421120498e-05,2.1892564421120498e-05,2.1892564421120498e-05,3.263134676753257e-08
1855,2.1879488745720925e-05,2.1879488745720925e-05,2.1879488745720925e-05,3.325930032969739e-08
1856,2.182123249180482e-05,2.182123249180482e-05,2.182123249180482e-05,3.2755030180250544e-08
1857,2.199953944779866e-05,2.199953944779866e-05,2.199953944779866e-05,3.657991776151448e-08
1858,2.163189726291291e-05,2.163189726291291e-05,2.163189726291291e-05,4.155085697732375e-08
1859,2.1466332587546537e-05,2.1466332587546537e-05,2.1466332587546537e-05,4.4284719129856446e-08
1860,2.1421530878537203e-05,2.1421530878537203e-05,2.1421530878537203e-05,4.956788528837868e-08
1861,2.1048093393411754e-05,2.1048093393411754e-05,2.1048093393411754e-05,4.162335314512282e-08
1862,2.100304923910049e-05,2.100304923910049e-05,2.100304923910049e-05,4.1293506011389325e-08
1863,2.1018719572956407e-05,2.1018719572956407e-05,2.1018719572956407e-05,4.096657502117296e-08
1864,2.0894384111410807e-05,2.0894384111410807e-05,2.0894384111410807e-05,3.540653548128603e-08
1865,2.115500111748198e-05,2.115500111748198e-05,2.115500111748198e-05,2.8702695204734548e-08
1866,2.1309156831453686e-05,2.1309156831453686e-05,2.1309156831453686e-05,3.245930115168351e-08
1867,2.130404313252906e-05,2.130404313252906e-05,2.130404313252906e-05,2.621787878861629e-08
1868,2.158438837795984e-05,2.158438837795984e-05,2.158438837795984e-05,2.6195220088303424e-08
1869,2.14727567384086e-05,2.14727567384086e-05,2.14727567384086e-05,2.6219774922659715e-08
1870,2.1256062349753586e-05,2.1256062349753586e-05,2.1256062349753586e-05,2.6379846243937014e-08
1871,2.0995111169343416e-05,2.0995111169343416e-05,2.0995111169343416e-05,2.592351209886244e-08
1872,2.0942752598784864e-05,2.0942752598784864e-05,2.0942752598784864e-05,2.736016150147894e-08
1873,2.0645172948466745e-05,2.0645172948466745e-05,2.0645172948466745e-05,2.273519873950493e-08
1874,2.0475478647443068e-05,2.0475478647443068e-05,2.0475478647443068e-05,2.2739484581027876e-08
1875,2.0269739252398722e-05,2.0269739252398722e-05,2.0269739252398722e-05,2.3259985049151055e-08
1876,2.0095552047548282e-05,2.0095552047548282e-05,2.0095552047548282e-05,2.2050014258923056e-08
1877,1.9952408755281275e-05,1.9952408755281275e-05,1.9952408755281275e-05,2.1553253023601623e-08
1878,2.0152777973895093e-05,2.0152777973895093e-05,2.0152777973895093e-05,2.1398045367350604e-08
1879,2.002140848032598e-05,2.002140848032598e-05,2.002140848032598e-05,1.960981320183107e-08
1880,2.0144884079594965e-05,2.0144884079594965e-05,2.0144884079594965e-05,1.7870198527296973e-08
1881,2.0059643117877257e-05,2.0059643117877257e-05,2.0059643117877257e-05,2.062277256901065e-08
1882,2.0024357062149128e-05,2.0024357062149128e-05,2.0024357062149128e-05,1.955260258463503e-08
1883,1.9994254606509848e-05,1.9994254606509848e-05,1.9994254606509848e-05,2.75300183919366e-08
1884,1.9877791471247163e-05,1.9877791471247163e-05,1.9877791471247163e-05,2.885572936150993e-08
1885,1.9590100886749235e-05,1.9590100886749235e-05,1.9590100886749235e-05,3.061117442066623e-08
1886,1.941239575639234e-05,1.941239575639234e-05,1.941239575639234e-05,3.141657473853294e-08
1887,1.9353341485839337e-05,1.9353341485839337e-05,1.9353341485839337e-05,3.087280424957888e-08
1888,1.930543736047444e-05,1.930543736047444e-05,1.930543736047444e-05,2.7775265516132615e-08
1889,1.907162628153206e-05,1.907162628153206e-05,1.907162628153206e-05,3.063487393920436e-08
1890,1.914980696580772e-05,1.914980696580772e-05,1.914980696580772e-05,2.4788774969205666e-08
1891,1.9381314424598323e-05,1.9381314424598323e-05,1.9381314424598323e-05,2.4245903570577606e-08
1892,1.9451791169038707e-05,1.9451791169038707e-05,1.9451791169038707e-05,2.3153607539175677e-08
1893,1.9528264082120067e-05,1.9528264082120067e-05,1.9528264082120067e-05,2.274660967519334e-08
1894,1.953786808631516e-05,1.953786808631516e-05,1.953786808631516e-05,2.286083957057729e-08
1895,1.9637691106514206e-05,1.9637691106514206e-05,1.9637691106514206e-05,2.3343336914243603e-08
1896,2.0112481641782714e-05,2.0112481641782714e-05,2.0112481641782714e-05,2.1348662266567383e-08
1897,2.042349634783542e-05,2.042349634783542e-05,2.042349634783542e-05,1.8564586312663778e-08
1898,2.0344999159403543e-05,2.0344999159403543e-05,2.0344999159403543e-05,1.7850394686190285e-08
1899,2.0570521103633966e-05,2.0570521103633966e-05,2.0570521103633966e-05,1.7197787067451438e-08
1900,2.0608707148182604e-05,2.0608707148182604e-05,2.0608707148182604e-05,1.7513750957423975e-08
1901,2.07100721516846e-05,2.07100721516846e-05,2.07100721516846e-05,1.7678109896581062e-08
1902,2.0919239302332115e-05,2.0919239302332115e-05,2.0919239302332115e-05,1.833621407091154e-08
1903,2.0352302921570038e-05,2.0352302921570038e-05,2.0352302921570038e-05,1.7292762777287862e-08
1904,1.9957704353146255e-05,1.9957704353146255e-05,1.9957704353146255e-05,1.7504059408273472e-08
1905,1.991825203211712e-05,1.991825203211712e-05,1.991825203211712e-05,1.939985822778973e-08
1906,1.9793255497851142e-05,1.9793255497851142e-05,1.9793255497851142e-05,1.859702842515227e-08
1907,1.985753052784795e-05,1.985753052784795e-05,1.985753052784795e-05,1.785446508100514e-08
1908,1.9681665695056188e-05,1.9681665695056188e-05,1.9681665695056188e-05,1.6406181556151622e-08
1909,1.9500555416535853e-05,1.9500555416535853e-05,1.9500555416535853e-05,1.778921847923292e-08
1910,1.960199317961399e-05,1.960199317961399e-05,1.960199317961399e-05,1.67102326261873e-08
1911,1.965542807218818e-05,1.965542807218818e-05,1.965542807218818e-05,1.62832733328701e-08
1912,1.9554818988711175e-05,1.9554818988711175e-05,1.9554818988711175e-05,1.3509948969060912e-08
1913,1.935262246531368e-05,1.935262246531368e-05,1.935262246531368e-05,1.1988866629611802e-08
1914,1.9378983519605493e-05,1.9378983519605493e-05,1.9378983519605493e-05,1.0932369834800885e-08
1915,1.9251131951542838e-05,1.9251131951542838e-05,1.9251131951542838e-05,1.0400248186469087e-08
1916,1.881044123105572e-05,1.881044123105572e-05,1.881044123105572e-05,6.83596940958304e-09
1917,1.8710898595080444e-05,1.8710898595080444e-05,1.8710898595080444e-05,7.392911140412041e-09
1918,1.8496678291869883e-05,1.8496678291869883e-05,1.8496678291869883e-05,6.608846263895478e-09
1919,1.8516831135327395e-05,1.8516831135327395e-05,1.8516831135327395e-05,6.910329610119805e-09
1920,1.8702618555315504e-05,1.8702618555315504e-05,1.8702618555315504e-05,8.209102921240076e-09
1921,1.8804557320046505e-05,1.8804557320046505e-05,1.8804557320046505e-05,9.052528504582824e-09
1922,1.8775951632830713e-05,1.8775951632830713e-05,1.8775951632830713e-05,9.906093088675659e-09
1923,1.906060684372538e-05,1.906060684372538e-05,1.906060684372538e-05,1.0537148804295221e-08
1924,1.9249731329702107e-05,1.9249731329702107e-05,1.9249731329702107e-05,1.0588391496924032e-08
1925,1.9378049338618958e-05,1.9378049338618958e-05,1.9378049338618958e-05,1.1252463468939108e-08
1926,1.952320417331066e-05,1.952320417331066e-05,1.952320417331066e-05,1.2502251678370158e-08
1927,1.9403280800491173e-05,1.9403280800491173e-05,1.9403280800491173e-05,1.2855448134579156e-08
1928,1.904190711294567e-05,1.904190711294567e-05,1.904190711294567e-05,1.3128766518377688e-08
1929,1.91015112380098e-05,1.91015112380098e-05,1.91015112380098e-05,1.2625473745840412e-08
1930,1.9100604082008692e-05,1.9100604082008692e-05,1.9100604082008692e-05,1.2643937960124925e-08
1931,1.9015222278540023e-05,1.9015222278540023e-05,1.9015222278540023e-05,1.1967447921534813e-08
1932,1.886219615698792e-05,1.886219615698792e-05,1.886219615698792e-05,1.093856110452001e-08
1933,1.8762544901359695e-05,1.8762544901359695e-05,1.8762544901359695e-05,9.31835662600276e-09
1934,1.8726584780129736e-05,1.8726584780129736e-05,1.8726584780129736e-05,8.215823830783262e-09
1935,1.8723305661946404e-05,1.8723305661946404e-05,1.8723305661946404e-05,7.523816744229147e-09
1936,1.8977295829764834e-05,1.8977295829764834e-05,1.8977295829764834e-05,7.3866042806157245e-09
1937,1.9282556552622865e-05,1.9282556552622865e-05,1.9282556552622865e-05,6.551317710545845e-09
1938,1.910238565220165e-05,1.910238565220165e-05,1.910238565220165e-05,6.7169456663407345e-09
1939,1.9415427232161164e-05,1.9415427232161164e-05,1.9415427232161164e-05,6.351283055039403e-09
1940,1.945031129123111e-05,1.945031129123111e-05,1.945031129123111e-05,6.043167204745308e-09
1941,1.9746716653961422e-05,1.9746716653961422e-05,1.9746716653961422e-05,5.259877184598289e-09
1942,1.9558238169078584e-05,1.9558238169078584e-05,1.9558238169078584e-05,5.274993981301585e-09
1943,1.9533807842110817e-05,1.9533807842110817e-05,1.9533807842110817e-05,6.029685718976298e-09
1944,1.9349050489836372e-05,1.9349050489836372e-05,1.9349050489836372e-05,5.802927487736602e-09
1945,1.9555316352385228e-05,1.9555316352385228e-05,1.9555316352385228e-05,5.405928228872727e-09
1946,1.945571888687222e-05,1.945571888687222e-05,1.945571888687222e-05,5.3790218787089626e-09
1947,1.95758218199314e-05,1.95758218199314e-05,1.95758218199314e-05,5.935870572848501e-09
1948,1.9191473776507856e-05,1.9191473776507856e-05,1.9191473776507856e-05,6.37937772448741e-09
1949,1.9523242631943765e-05,1.9523242631943765e-05,1.9523242631943765e-05,6.110026199276522e-09
1950,1.9302468250056597e-05,1.9302468250056597e-05,1.9302468250056597e-05,4.9046794562254294e-09
1951,1.9094403147132004e-05,1.9094403147132004e-05,1.9094403147132004e-05,5.023335271557374e-09
1952,1.90975237533816e-05,1.90975237533816e-05,1.90975237533816e-05,5.194312789415432e-09
1953,1.889481219612727e-05,1.889481219612727e-05,1.889481219612727e-05,4.7346309729943775e-09
1954,1.843821831114058e-05,1.843821831114058e-05,1.843821831114058e-05,4.081202487071778e-09
1955,1.8293764566936132e-05,1.8293764566936132e-05,1.8293764566936132e-05,4.0360898115717905e-09
1956,1.781130049494095e-05,1.781130049494095e-05,1.781130049494095e-05,3.5118673366188855e-09
1957,1.7261803934941e-05,1.7261803934941e-05,1.7261803934941e-05,3.5992618726713286e-09
1958,1.702606004982954e-05,1.702606004982954e-05,1.702606004982954e-05,3.2949193215106985e-09
1959,1.6347034943464678e-05,1.6347034943464678e-05,1.6347034943464678e-05,3.2874897724712225e-09
1960,1.6002226532561637e-05,1.6002226532561637e-05,1.6002226532561637e-05,3.7085986345378583e-09
1961,1.5507985023889758e-05,1.5507985023889758e-05,1.5507985023889758e-05,4.566347554048531e-09
1962,1.4990513201545192e-05,1.4990513201545192e-05,1.4990513201545192e-05,4.856402454781314e-09
1963,1.4499798323543342e-05,1.4499798323543342e-05,1.4499798323543342e-05,5.677664909648732e-09
1964,1.417105522705242e-05,1.417105522705242e-05,1.417105522705242e-05,6.013248597471131e-09
1965,1.3737925265948953e-05,1.3737925265948953e-05,1.3737925265948953e-05,7.635610746855751e-09
1966,1.3499266320390494e-05,1.3499266320390494e-05,1.3499266320390494e-05,7.82227635046492e-09
1967,1.3224363751110754e-05,1.3224363751110754e-05,1.3224363751110754e-05,7.970694707434437e-09
1968,1.3174616859552251e-05,1.3174616859552251e-05,1.3174616859552251e-05,7.265453730706131e-09
1969,1.3216719707997981e-05,1.3216719707997981e-05,1.3216719707997981e-05,7.094424127527889e-09
1970,1.327711522338047e-05,1.327711522338047e-05,1.327711522338047e-05,6.729160879308844e-09
1971,1.3339467321722104e-05,1.3339467321722104e-05,1.3339467321722104e-05,6.5185827212234565e-09
1972,1.350798018912818e-05,1.350798018912818e-05,1.350798018912818e-05,5.229748285222919e-09
1973,1.3794195443292015e-05,1.3794195443292015e-05,1.3794195443292015e-05,5.015789085658997e-09
1974,1.4009954611537978e-05,1.4009954611537978e-05,1.4009954611537978e-05,4.553118453693677e-09
1975,1.4180895440014346e-05,1.4180895440014346e-05,1.4180895440014346e-05,4.410342884548462e-09
1976,1.4468634877370537e-05,1.4468634877370537e-05,1.4468634877370537e-05,4.13274252914724e-09
1977,1.4900188294372388e-05,1.4900188294372388e-05,1.4900188294372388e-05,3.516352256990477e-09
1978,1.5507641754603746e-05,1.5507641754603746e-05,1.5507641754603746e-05,2.9897907165883045e-09
1979,1.6107433891322997e-05,1.6107433891322997e-05,1.6107433891322997e-05,2.443471742401877e-09
1980,1.689122200332349e-05,1.689122200332349e-05,1.689122200332349e-05,2.156390843666145e-09
1981,1.7652439185310088e-05,1.7652439185310088e-05,1.7652439185310088e-05,2.180426061926255e-09
1982,1.8533888058820075e-05,1.8533888058820075e-05,1.8533888058820075e-05,2.1027194112883355e-09
1983,1.909805048074174e-05,1.909805048074174e-05,1.909805048074174e-05,2.0581198808703303e-09
1984,1.9567991850116024e-05,1.9567991850116024e-05,1.9567991850116024e-05,2.003119844598952e-09
1985,1.9888047193359982e-05,1.9888047193359982e-05,1.9888047193359982e-05,1.9300880734921375e-09
1986,1.9973331550967748e-05,1.9973331550967748e-05,1.9973331550967748e-05,1.9304947640463865e-09
1987,1.9792038334084543e-05,1.9792038334084543e-05,1.9792038334084543e-05,1.7134682244497007e-09
1988,1.9787302205388967e-05,1.9787302205388967e-05,1.9787302205388967e-05,1.5898372142584905e-09
1989,1.9808185762875447e-05,1.9808185762875447e-05,1.9808185762875447e-05,1.7599610499122571e-09
1990,2.0098654983615105e-05,2.0098654983615105e-05,2.0098654983615105e-05,1.6665169403192896e-09
1991,2.0417407150879236e-05,2.0417407150879236e-05,2.0417407150879236e-05,2.030345368021967e-09
1992,2.0810836888683427e-05,2.0810836888683427e-05,2.0810836888683427e-05,2.1031156181651666e-09
1993,2.1454053109794457e-05,2.1454053109794457e-05,2.1454053109794457e-05,2.0039604896128692e-09
1994,2.213804561636477e-05,2.213804561636477e-05,2.213804561636477e-05,2.0500867194326945e-09
1995,2.249817537501388e-05,2.249817537501388e-05,2.249817537501388e-05,2.458974753974782e-09
1996,2.2882272397899734e-05,2.2882272397899734e-05,2.2882272397899734e-05,2.369003961254025e-09
1997,2.3413445887854323e-05,2.3413445887854323e-05,2.3413445887854323e-05,2.5205069935958183e-09
1998,2.3904327723097856e-05,2.3904327723097856e-05,2.3904327723097856e-05,2.3011882399615047e-09
1999,2.430025363407497e-05,2.430025363407497e-05,2.430025363407497e-05,2.539270524007772e-09
2000,2.4906416001613252e-05,2.4906416001613252e-05,2.4906416001613252e-05,2.74795123164243e-09
2001,2.5459929020144045e-05,2.5459929020144045e-05,2.5459929020144045e-05,2.9188380918603637e-09
2002,2.62918666911511e-05,2.62918666911511e-05,2.62918666911511e-05,2.6646236962944515e-09
2003,2.6893473009944762e-05,2.6893473009944762e-05,2.6893473009944762e-05,2.697404712291375e-09
2004,2.747279462969995e-05,2.747279462969995e-05,2.747279462969995e-05,2.7553756419353347e-09
2005,2.8464957462607083e-05,2.8464957462607083e-05,2.8464957462607083e-05,3.1298502519864056e-09
2006,3.056499995831733e-05,3.056499995831733e-05,3.056499995831733e-05,3.2845264603358667e-09
2007,3.267559363199065e-05,3.267559363199065e-05,3.267559363199065e-05,3.859435945433429e-09
2008,3.635570283222478e-05,3.635570283222478e-05,3.635570283222478e-05,3.624193833928757e-09
2009,3.922049108950887e-05,3.922049108950887e-05,3.922049108950887e-05,3.4550982075387537e-09
2010,4.1952271463482506e-05,4.1952271463482506e-05,4.1952271463482506e-05,3.3736408428757566e-09
2011,4.5285741569906736e-05,4.5285741569906736e-05,4.5285741569906736e-05,3.212326864827324e-09
2012,4.8288635818088164e-05,4.8288635818088164e-05,4.8288635818088164e-05,2.948138415932127e-09
2013,4.931566581944935e-05,4.931566581944935e-05,4.931566581944935e-05,2.6209361189292022e-09
2014,5.015793586997981e-05,5.015793586997981e-05,5.015793586997981e-05,1.9371317407289114e-09
2015,4.8930364885433975e-05,4.8930364885433975e-05,4.8930364885433975e-05,2.3224436500919e-09
2016,4.8753658899970886e-05,4.8753658899970886e-05,4.8753658899970886e-05,2.457258476061343e-09
2017,4.9087910156231374e-05,4.9087910156231374e-05,4.9087910156231374e-05,2.5706764124796186e-09
2018,4.832227932638489e-05,4.832227932638489e-05,4.832227932638489e-05,2.681851629660059e-09
2019,4.70655631943373e-05,4.70655631943373e-05,4.70655631943373e-05,2.6234239780542623e-09
