ngram,pain,pin,pain,pain
1794,7.436452038486355e-05,6.182438872721312e-06,7.436452038486355e-05,7.436452038486355e-05
1795,7.271152104034886e-05,6.564607831803317e-06,7.271152104034886e-05,7.271152104034886e-05
1796,7.128428894377845e-05,7.102106987336551e-06,7.128428894377845e-05,7.128428894377845e-05
1797,7.180122390439334e-05,7.132518086499269e-06,7.180122390439334e-05,7.180122390439334e-05
1798,7.380500807942423e-05,7.4000840868393425e-06,7.380500807942423e-05,7.380500807942423e-05
1799,7.19897668334722e-05,7.551229763131622e-06,7.19897668334722e-05,7.19897668334722e-05
1800,6.952628453810965e-05,7.414995317438817e-06,6.952628453810965e-05,6.952628453810965e-05
1801,6.883632938427451e-05,7.042538722349231e-06,6.883632938427451e-05,6.883632938427451e-05
1802,7.005447904313249e-05,6.909910618040678e-06,7.005447904313249e-05,7.005447904313249e-05
1803,6.90953477585156e-05,6.801995823479956e-06,6.90953477585156e-05,6.90953477585156e-05
1804,6.73886773126599e-05,7.045334509062481e-06,6.73886773126599e-05,6.73886773126599e-05
1805,6.536419927475176e-05,6.792772572745369e-06,6.536419927475176e-05,6.536419927475176e-05
1806,6.66647995655824e-05,7.223704609974188e-06,6.66647995655824e-05,6.66647995655824e-05
1807,6.767963246342592e-05,7.390207429125439e-06,6.767963246342592e-05,6.767963246342592e-05
1808,6.703620913737853e-05,7.448823972871261e-06,6.703620913737853e-05,6.703620913737853e-05
1809,6.437413113807062e-05,7.181802045254569e-06,6.437413113807062e-05,6.437413113807062e-05
1810,6.372515209867353e-05,7.0731599797519654e-06,6.372515209867353e-05,6.372515209867353e-05
1811,6.314842435780779e-05,6.6411480474926066e-06,6.314842435780779e-05,6.314842435780779e-05
1812,6.192290155533036e-05,6.7072147170880015e-06,6.192290155533036e-05,6.192290155533036e-05
1813,6.034304117617596e-05,6.020874544836781e-06,6.034304117617596e-05,6.034304117617596e-05
1814,5.8695267008650785e-05,5.516459558358682e-06,5.8695267008650785e-05,5.8695267008650785e-05
1815,5.964736036340972e-05,5.501530072901265e-06,5.964736036340972e-05,5.964736036340972e-05
1816,6.227730461562584e-05,6.035903295144505e-06,6.227730461562584e-05,6.227730461562584e-05
1817,6.34824952742617e-05,5.717327829708145e-06,6.34824952742617e-05,6.34824952742617e-05
1818,6.413251893328769e-05,5.933126431045821e-06,6.413251893328769e-05,6.413251893328769e-05
1819,6.524553048490946e-05,6.004471288179047e-06,6.524553048490946e-05,6.524553048490946e-05
1820,6.701823076582514e-05,6.451629555418289e-06,6.701823076582514e-05,6.701823076582514e-05
1821,6.909312235490818e-05,6.715774166618108e-06,6.909312235490818e-05,6.909312235490818e-05
1822,6.909528123547457e-05,7.015418434873157e-06,6.909528123547457e-05,6.909528123547457e-05
1823,6.926114916236006e-05,6.7079626465523944e-06,6.926114916236006e-05,6.926114916236006e-05
1824,6.898653997008555e-05,7.002999479612169e-06,6.898653997008555e-05,6.898653997008555e-05
1825,6.968886737013236e-05,7.011988795316679e-06,6.968886737013236e-05,6.968886737013236e-05
1826,6.980245754155996e-05,6.930648721338782e-06,6.980245754155996e-05,6.980245754155996e-05
1827,6.971277616685256e-05,6.804620300369736e-06,6.971277616685256e-05,6.971277616685256e-05
1828,6.893336935068614e-05,6.701594819397931e-06,6.893336935068614e-05,6.893336935068614e-05
1829,6.548091498968591e-05,6.69835701825962e-06,6.548091498968591e-05,6.548091498968591e-05
1830,6.49556698460531e-05,6.554300983095475e-06,6.49556698460531e-05,6.49556698460531e-05
1831,6.473647226812318e-05,6.460125600174901e-06,6.473647226812318e-05,6.473647226812318e-05
1832,6.503426474020151e-05,6.3389393289980944e-06,6.503426474020151e-05,6.503426474020151e-05
1833,6.391487321317462e-05,6.2350355360000065e-06,6.391487321317462e-05,6.391487321317462e-05
1834,6.246348597674764e-05,6.112687710161221e-06,6.246348597674764e-05,6.246348597674764e-05
1835,6.1666765499727e-05,6.1979842160196445e-06,6.1666765499727e-05,6.1666765499727e-05
1836,6.455462010178183e-05,5.84792243379135e-06,6.455462010178183e-05,6.455462010178183e-05
1837,6.350941631743419e-05,5.9248325539686316e-06,6.350941631743419e-05,6.350941631743419e-05
1838,6.21427123925449e-05,6.104170032423488e-06,6.21427123925449e-05,6.21427123925449e-05
1839,6.0448018172922146e-05,6.381776464487692e-06,6.0448018172922146e-05,6.0448018172922146e-05
1840,6.0302790058943045e-05,6.391467520318526e-06,6.0302790058943045e-05,6.0302790058943045e-05
1841,6.066483547328971e-05,6.316233274057075e-06,6.066483547328971e-05,6.066483547328971e-05
1842,6.07755256558968e-05,6.3965820637739464e-06,6.07755256558968e-05,6.07755256558968e-05
1843,6.1047788871552e-05,6.464148035385213e-06,6.1047788871552e-05,6.1047788871552e-05
1844,6.265431199738356e-05,6.504998964373954e-06,6.265431199738356e-05,6.265431199738356e-05
1845,6.572832249470853e-05,6.327596500861026e-06,6.572832249470853e-05,6.572832249470853e-05
1846,6.590388303655865e-05,6.2331574294408454e-06,6.590388303655865e-05,6.590388303655865e-05
1847,6.59696213136028e-05,6.368835524231794e-06,6.59696213136028e-05,6.59696213136028e-05
1848,6.505863192225141e-05,6.5829465581503295e-06,6.505863192225141e-05,6.505863192225141e-05
1849,6.508029244806883e-05,6.8119989009574056e-06,6.508029244806883e-05,6.508029244806883e-05
1850,6.481654106339972e-05,6.976673505830279e-06,6.481654106339972e-05,6.481654106339972e-05
1851,6.380640219763986e-05,7.298016043932876e-06,6.380640219763986e-05,6.380640219763986e-05
1852,6.145808583823964e-05,7.810514099609073e-06,6.145808583823964e-05,6.145808583823964e-05
1853,6.143446911924652e-05,8.450738213079084e-06,6.143446911924652e-05,6.143446911924652e-05
1854,6.14208765910007e-05,9.278906353366828e-06,6.14208765910007e-05,6.14208765910007e-05
1855,6.196841007165079e-05,9.67105987521271e-06,6.196841007165079e-05,6.196841007165079e-05
1856,6.209148393411721e-05,9.909977377122101e-06,6.209148393411721e-05,6.209148393411721e-05
1857,6.223303145296606e-05,1.0289791004782143e-05,6.223303145296606e-05,6.223303145296606e-05
1858,6.165017111925408e-05,1.0398486145796987e-05,6.165017111925408e-05,6.165017111925408e-05
1859,6.105763012393644e-05,1.028404819537952e-05,6.105763012393644e-05,6.105763012393644e-05
1860,6.049255482918982e-05,1.0318495437136985e-05,6.049255482918982e-05,6.049255482918982e-05
1861,6.0769185698258556e-05,1.0135459888260812e-05,6.0769185698258556e-05,6.0769185698258556e-05
1862,6.062644284351596e-05,1.0153029247054032e-05,6.062644284351596e-05,6.062644284351596e-05
1863,6.057896825950593e-05,1.0505437655540715e-05,6.057896825950593e-05,6.057896825950593e-05
1864,6.037577259121463e-05,1.1097749977904772e-05,6.037577259121463e-05,6.037577259121463e-05
1865,6.122450473152899e-05,1.16624205475091e-05,6.122450473152899e-05,6.122450473152899e-05
1866,6.186307135586893e-05,1.2077083738404326e-05,6.186307135586893e-05,6.186307135586893e-05
1867,6.29575370112434e-05,1.2183136147671445e-05,6.29575370112434e-05,6.29575370112434e-05
1868,6.364893800179874e-05,1.2120907740609255e-05,6.364893800179874e-05,6.364893800179874e-05
1869,6.371636534043188e-05,1.281547455229364e-05,6.371636534043188e-05,6.371636534043188e-05
1870,6.390608801406675e-05,1.2985688564575476e-05,6.390608801406675e-05,6.390608801406675e-05
1871,6.371096657988216e-05,1.2914947676888136e-05,6.371096657988216e-05,6.371096657988216e-05
1872,6.31823116106846e-05,1.2787855926684902e-05,6.31823116106846e-05,6.31823116106846e-05
1873,6.393011270639753e-05,1.2903241310725986e-05,6.393011270639753e-05,6.393011270639753e-05
1874,6.393655816542118e-05,1.2831104998310496e-05,6.393655816542118e-05,6.393655816542118e-05
1875,6.326268287791339e-05,1.3158557002108345e-05,6.326268287791339e-05,6.326268287791339e-05
1876,6.462136713837805e-05,1.2786876270963279e-05,6.462136713837805e-05,6.462136713837805e-05
1877,6.468163389529633e-05,1.2618381463523423e-05,6.468163389529633e-05,6.468163389529633e-05
1878,6.524876984518155e-05,1.241837370408965e-05,6.524876984518155e-05,6.524876984518155e-05
1879,6.585542204058064e-05,1.2463909765106759e-05,6.585542204058064e-05,6.585542204058064e-05
1880,6.528013597874503e-05,1.2519185085173895e-05,6.528013597874503e-05,6.528013597874503e-05
1881,6.564471342634144e-05,1.2826366011203e-05,6.564471342634144e-05,6.564471342634144e-05
1882,6.543716777481936e-05,1.3107596714689862e-05,6.543716777481936e-05,6.543716777481936e-05
1883,6.40381092255536e-05,1.3204349410703539e-05,6.40381092255536e-05,6.40381092255536e-05
1884,6.341784007547955e-05,1.347834833203316e-05,6.341784007547955e-05,6.341784007547955e-05
1885,6.292722849009027e-05,1.3897922404534516e-05,6.292722849009027e-05,6.292722849009027e-05
1886,6.277922927568267e-05,1.409723063261481e-05,6.277922927568267e-05,6.277922927568267e-05
1887,6.333951439176287e-05,1.4570261555491015e-05,6.333951439176287e-05,6.333951439176287e-05
1888,6.235174909566663e-05,1.4634447195151421e-05,6.235174909566663e-05,6.235174909566663e-05
1889,6.216259394672566e-05,1.4604183499094298e-05,6.216259394672566e-05,6.216259394672566e-05
1890,6.12323492532596e-05,1.5404480888849192e-05,6.12323492532596e-05,6.12323492532596e-05
1891,6.109847007402485e-05,1.5391461342265495e-05,6.109847007402485e-05,6.109847007402485e-05
1892,5.986512509740091e-05,1.5487645214307122e-05,5.986512509740091e-05,5.986512509740091e-05
1893,5.9141935448029214e-05,1.5734995161307908e-05,5.9141935448029214e-05,5.9141935448029214e-05
1894,5.7395444725573596e-05,1.58719211477936e-05,5.7395444725573596e-05,5.7395444725573596e-05
1895,5.6811048645093774e-05,1.6144377046397756e-05,5.6811048645093774e-05,5.6811048645093774e-05
1896,5.603187102159219e-05,1.6403499362890477e-05,5.603187102159219e-05,5.603187102159219e-05
1897,5.657417880554151e-05,1.5833614400305252e-05,5.657417880554151e-05,5.657417880554151e-05
1898,5.571469072102835e-05,1.5830410250470906e-05,5.571469072102835e-05,5.571469072102835e-05
1899,5.589088011350084e-05,1.588612511633463e-05,5.589088011350084e-05,5.589088011350084e-05
1900,5.488839971284116e-05,1.6214376565975336e-05,5.488839971284116e-05,5.488839971284116e-05
1901,5.443622025528124e-05,1.6362778556607998e-05,5.443622025528124e-05,5.443622025528124e-05
1902,5.375431698796872e-05,1.6792721388420822e-05,5.375431698796872e-05,5.375431698796872e-05
1903,5.2768141488611165e-05,1.6684003510038436e-05,5.2768141488611165e-05,5.2768141488611165e-05
1904,5.1083922049396536e-05,1.7125513815179666e-05,5.1083922049396536e-05,5.1083922049396536e-05
1905,4.994362929470039e-05,1.753125512290613e-05,4.994362929470039e-05,4.994362929470039e-05
1906,4.857584281126037e-05,1.766515898842564e-05,4.857584281126037e-05,4.857584281126037e-05
1907,4.77750067407864e-05,1.7430379427553688e-05,4.77750067407864e-05,4.77750067407864e-05
1908,4.647279638447799e-05,1.7169197495344895e-05,4.647279638447799e-05,4.647279638447799e-05
1909,4.537974122545815e-05,1.6750943229583625e-05,4.537974122545815e-05,4.537974122545815e-05
1910,4.4018261438135854e-05,1.6601762061847175e-05,4.4018261438135854e-05,4.4018261438135854e-05
1911,4.312367985091571e-05,1.6270759780517047e-05,4.312367985091571e-05,4.312367985091571e-05
1912,4.189500915734763e-05,1.6167181586622193e-05,4.189500915734763e-05,4.189500915734763e-05
1913,4.082303972349369e-05,1.6130421110054677e-05,4.082303972349369e-05,4.082303972349369e-05
1914,3.938597936732029e-05,1.617520021162428e-05,3.938597936732029e-05,3.938597936732029e-05
1915,3.8438478700949675e-05,1.617773718213097e-05,3.8438478700949675e-05,3.8438478700949675e-05
1916,3.6894802698433136e-05,1.583679282443232e-05,3.6894802698433136e-05,3.6894802698433136e-05
1917,3.630281727445046e-05,1.567960732375338e-05,3.630281727445046e-05,3.630281727445046e-05
1918,3.549547753729192e-05,1.543271784092732e-05,3.549547753729192e-05,3.549547753729192e-05
1919,3.5302872545019325e-05,1.4981867674837954e-05,3.5302872545019325e-05,3.5302872545019325e-05
1920,3.39992724808066e-05,1.4565114335190238e-05,3.39992724808066e-05,3.39992724808066e-05
1921,3.277399887987745e-05,1.4103709093303354e-05,3.277399887987745e-05,3.277399887987745e-05
1922,3.1802796002011746e-05,1.3500309770669056e-05,3.1802796002011746e-05,3.1802796002011746e-05
1923,3.130750779486594e-05,1.3130056946205773e-05,3.130750779486594e-05,3.130750779486594e-05
1924,3.036482771027035e-05,1.2860336287953292e-05,3.036482771027035e-05,3.036482771027035e-05
1925,2.9368966871905805e-05,1.248134659752915e-05,2.9368966871905805e-05,2.9368966871905805e-05
1926,2.8093050527136904e-05,1.2144342430734209e-05,2.8093050527136904e-05,2.8093050527136904e-05
1927,2.7767431415018757e-05,1.1874408171154624e-05,2.7767431415018757e-05,2.7767431415018757e-05
1928,2.780069943193147e-05,1.1470738692358801e-05,2.780069943193147e-05,2.780069943193147e-05
1929,2.7731573676906658e-05,1.1270872814098506e-05,2.7731573676906658e-05,2.7731573676906658e-05
1930,2.7306560306377442e-05,1.1084018816680847e-05,2.7306560306377442e-05,2.7306560306377442e-05
1931,2.7478502878303906e-05,1.0849696471788256e-05,2.7478502878303906e-05,2.7478502878303906e-05
1932,2.741503807815856e-05,1.0873310722152902e-05,2.741503807815856e-05,2.741503807815856e-05
1933,2.7544360169226172e-05,1.0806352552858048e-05,2.7544360169226172e-05,2.7544360169226172e-05
1934,2.7509523663736347e-05,1.061594165158957e-05,2.7509523663736347e-05,2.7509523663736347e-05
1935,2.7281625859489266e-05,1.0652394069308815e-05,2.7281625859489266e-05,2.7281625859489266e-05
1936,2.6780983327106306e-05,1.0657044185791165e-05,2.6780983327106306e-05,2.6780983327106306e-05
1937,2.6894661849447793e-05,1.1176070854292317e-05,2.6894661849447793e-05,2.6894661849447793e-05
1938,2.610163599976139e-05,1.1399812787463556e-05,2.610163599976139e-05,2.610163599976139e-05
1939,2.6246667403029278e-05,1.1789152527593874e-05,2.6246667403029278e-05,2.6246667403029278e-05
1940,2.6343390865284683e-05,1.2360540495137684e-05,2.6343390865284683e-05,2.6343390865284683e-05
1941,2.6865240735267954e-05,1.3178814437456562e-05,2.6865240735267954e-05,2.6865240735267954e-05
1942,2.7304071669017764e-05,1.3482173406893188e-05,2.7304071669017764e-05,2.7304071669017764e-05
1943,2.79316464002477e-05,1.3614584271895832e-05,2.79316464002477e-05,2.79316464002477e-05
1944,2.8156850021332502e-05,1.3199711377507941e-05,2.8156850021332502e-05,2.8156850021332502e-05
1945,2.8627397374033796e-05,1.314787550654728e-05,2.8627397374033796e-05,2.8627397374033796e-05
1946,2.8383577435826218e-05,1.2880469902094254e-05,2.8383577435826218e-05,2.8383577435826218e-05
1947,2.8286054397800138e-05,1.2528946431952395e-05,2.8286054397800138e-05,2.8286054397800138e-05
1948,2.7610076878253104e-05,1.2004101595916186e-05,2.7610076878253104e-05,2.7610076878253104e-05
1949,2.7995228655137388e-05,1.1998948398935941e-05,2.7995228655137388e-05,2.7995228655137388e-05
1950,2.7586391297518276e-05,1.2137220697435883e-05,2.7586391297518276e-05,2.7586391297518276e-05
1951,2.7343362099989982e-05,1.2410086648222724e-05,2.7343362099989982e-05,2.7343362099989982e-05
1952,2.7310724492833416e-05,1.253755090147024e-05,2.7310724492833416e-05,2.7310724492833416e-05
1953,2.7110131538522963e-05,1.2634862546942063e-05,2.7110131538522963e-05,2.7110131538522963e-05
1954,2.710901623816296e-05,1.2595858217017459e-05,2.710901623816296e-05,2.710901623816296e-05
1955,2.743326123371454e-05,1.2459326821304525e-05,2.743326123371454e-05,2.743326123371454e-05
1956,2.6914584200962315e-05,1.2279822710427521e-05,2.6914584200962315e-05,2.6914584200962315e-05
1957,2.701217558101884e-05,1.2045429035164748e-05,2.701217558101884e-05,2.701217558101884e-05
1958,2.699443419779917e-05,1.1658430464324607e-05,2.699443419779917e-05,2.699443419779917e-05
1959,2.6871967877793524e-05,1.1347489947054004e-05,2.6871967877793524e-05,2.6871967877793524e-05
1960,2.6858344426727854e-05,1.0940416359517258e-05,2.6858344426727854e-05,2.6858344426727854e-05
1961,2.6686525026369573e-05,1.0683411996329337e-05,2.6686525026369573e-05,2.6686525026369573e-05
1962,2.6554444827654932e-05,1.0416797782194667e-05,2.6554444827654932e-05,2.6554444827654932e-05
1963,2.638015471997538e-05,1.0087297856184055e-05,2.638015471997538e-05,2.638015471997538e-05
1964,2.6475031648130554e-05,9.793607724921977e-06,2.6475031648130554e-05,2.6475031648130554e-05
1965,2.689840247122837e-05,9.604683977418712e-06,2.689840247122837e-05,2.689840247122837e-05
1966,2.6905823688139208e-05,9.311850070454447e-06,2.6905823688139208e-05,2.6905823688139208e-05
1967,2.7078068472162287e-05,9.06911762805456e-06,2.7078068472162287e-05,2.7078068472162287e-05
1968,2.687347140246337e-05,8.893481598144198e-06,2.687347140246337e-05,2.687347140246337e-05
1969,2.6896200194771935e-05,8.757609066378791e-06,2.6896200194771935e-05,2.6896200194771935e-05
1970,2.6827580898368198e-05,8.624830375733186e-06,2.6827580898368198e-05,2.6827580898368198e-05
1971,2.691882374555072e-05,8.629016519989818e-06,2.691882374555072e-05,2.691882374555072e-05
1972,2.686177582030983e-05,8.673120126851635e-06,2.686177582030983e-05,2.686177582030983e-05
1973,2.7129438032196568e-05,8.824108460560507e-06,2.7129438032196568e-05,2.7129438032196568e-05
1974,2.7518106955020422e-05,9.056472273576738e-06,2.7518106955020422e-05,2.7518106955020422e-05
1975,2.821517045958899e-05,9.142433295242622e-06,2.821517045958899e-05,2.821517045958899e-05
1976,2.9051061314281208e-05,9.286841954495425e-06,2.9051061314281208e-05,2.9051061314281208e-05
1977,3.036936193114213e-05,9.54362141263638e-06,3.036936193114213e-05,3.036936193114213e-05
1978,3.133100108243525e-05,9.781307198863942e-06,3.133100108243525e-05,3.133100108243525e-05
1979,3.2888929906351094e-05,9.964048461240185e-06,3.2888929906351094e-05,3.2888929906351094e-05
1980,3.448891792296698e-05,1.0248114969207173e-05,3.448891792296698e-05,3.448891792296698e-05
1981,3.586066252734911e-05,1.0423798422769842e-05,3.586066252734911e-05,3.586066252734911e-05
1982,3.7464685842028954e-05,1.0668991697977098e-05,3.7464685842028954e-05,3.7464685842028954e-05
1983,3.901879764660927e-05,1.0825328510171467e-05,3.901879764660927e-05,3.901879764660927e-05
1984,4.042733572922381e-05,1.0998128995457332e-05,4.042733572922381e-05,4.042733572922381e-05
1985,4.2011663546353315e-05,1.0895523701037746e-05,4.2011663546353315e-05,4.2011663546353315e-05
1986,4.298952054731282e-05,1.0875670081337116e-05,4.298952054731282e-05,4.298952054731282e-05
1987,4.418444119177626e-05,1.0765534820425923e-05,4.418444119177626e-05,4.418444119177626e-05
1988,4.5457889167924547e-05,1.062306065640379e-05,4.5457889167924547e-05,4.5457889167924547e-05
1989,4.6236483155683216e-05,1.0466083170155929e-05,4.6236483155683216e-05,4.6236483155683216e-05
1990,4.7367148259322024e-05,1.0234681472606358e-05,4.7367148259322024e-05,4.7367148259322024e-05
1991,4.816007068646806e-05,9.870929716271348e-06,4.816007068646806e-05,4.816007068646806e-05
1992,4.9135280278278515e-05,9.758533581459363e-06,4.9135280278278515e-05,4.9135280278278515e-05
1993,5.082494213378855e-05,9.555273209116422e-06,5.082494213378855e-05,5.082494213378855e-05
1994,5.2284017458857435e-05,9.288526858394367e-06,5.2284017458857435e-05,5.2284017458857435e-05
1995,5.4299311679122706e-05,9.113328685219e-06,5.4299311679122706e-05,5.4299311679122706e-05
1996,5.647938814945519e-05,8.89236356930009e-06,5.647938814945519e-05,5.647938814945519e-05
1997,5.867815967316606e-05,9.067528351027119e-06,5.867815967316606e-05,5.867815967316606e-05
1998,6.116288100851566e-05,9.006138498079963e-06,6.116288100851566e-05,6.116288100851566e-05
1999,6.426751393259369e-05,8.829082617012318e-06,6.426751393259369e-05,6.426751393259369e-05
2000,6.644966093257867e-05,8.774134844965634e-06,6.644966093257867e-05,6.644966093257867e-05
2001,6.924693194118195e-05,8.64795674715424e-06,6.924693194118195e-05,6.924693194118195e-05
2002,7.269044830796442e-05,8.5356351909078e-06,7.269044830796442e-05,7.269044830796442e-05
2003,7.566931162727997e-05,8.442685092242236e-06,7.566931162727997e-05,7.566931162727997e-05
2004,7.790329047046336e-05,8.115562325526429e-06,7.790329047046336e-05,7.790329047046336e-05
2005,8.119799375500796e-05,8.119422480896382e-06,8.119799375500796e-05,8.119799375500796e-05
2006,8.445932430082134e-05,8.26097649613595e-06,8.445932430082134e-05,8.445932430082134e-05
2007,8.918275541093732e-05,8.458290202335255e-06,8.918275541093732e-05,8.918275541093732e-05
2008,9.490559334933226e-05,8.86600667269834e-06,9.490559334933226e-05,9.490559334933226e-05
2009,9.863587703356253e-05,9.176438262719394e-06,9.863587703356253e-05,9.863587703356253e-05
2010,0.00010219039540970698,9.49929757812892e-06,0.00010219039540970698,0.00010219039540970698
2011,0.0001072646482498385,9.744378985487856e-06,0.0001072646482498385,0.0001072646482498385
2012,0.0001116650237236172,9.954681575306625e-06,0.0001116650237236172,0.0001116650237236172
2013,0.00011336240485044462,1.0017798558692448e-05,0.00011336240485044462,0.00011336240485044462
2014,0.00011367598822939076,9.944688177451358e-06,0.00011367598822939076,0.00011367598822939076
2015,0.00011263879423495382,9.697487647437291e-06,0.00011263879423495382,0.00011263879423495382
2016,0.00011263762904231303,9.570257783967204e-06,0.00011263762904231303,0.00011263762904231303
2017,0.00011334724816454884,9.489695609469587e-06,0.00011334724816454884,0.00011334724816454884
2018,0.00011240189924137667,9.375538138556293e-06,0.00011240189924137667,0.00011240189924137667
2019,0.00010996297169185709,9.211422366206534e-06,0.00010996297169185709,0.00010996297169185709
