ngram,west,wet,westt,west
1827,7.938416300541056e-05,1.637718326362249e-05,9.559507233422186e-10,7.938416300541056e-05
1828,7.924008241388947e-05,1.5990826016474913e-05,1.2869386588145103e-09,7.924008241388947e-05
1829,8.288528416804703e-05,1.555625229749629e-05,1.1621697572548685e-09,8.288528416804703e-05
1830,8.371670368692971e-05,1.59107708636189e-05,1.1621697572548685e-09,8.371670368692971e-05
1831,8.36737869706537e-05,1.6105163922475185e-05,1.3067337370894653e-09,8.36737869706537e-05
1832,8.426079148193821e-05,1.6322917092890877e-05,1.6473315727389653e-09,8.426079148193821e-05
1833,8.112639729266189e-05,1.6159412552951835e-05,1.4672317012147979e-09,8.112639729266189e-05
1834,8.178369586987953e-05,1.63739849605398e-05,1.4457212887159748e-09,8.178369586987953e-05
1835,8.385651640959882e-05,1.6737327574186827e-05,1.198516754095737e-09,8.385651640959882e-05
1836,8.363473586671586e-05,1.7309842015882687e-05,1.3486391130841063e-09,8.363473586671586e-05
1837,8.441659156233072e-05,1.750200317474082e-05,1.5035219339384502e-09,8.441659156233072e-05
1838,8.546104488362159e-05,1.7616186596569605e-05,1.3774894320433312e-09,8.546104488362159e-05
1839,8.844080314572369e-05,1.829977294879167e-05,1.0368915963938313e-09,8.844080314572369e-05
1840,8.92690960816773e-05,1.8795574370804908e-05,8.512581671306561e-10,8.92690960816773e-05
1841,8.879562769184954e-05,1.912773119069503e-05,7.681979734870075e-10,8.879562769184954e-05
1842,8.942223420100553e-05,1.9221768785168285e-05,7.452300126204697e-10,8.942223420100553e-05
1843,8.940332086889871e-05,1.9420314856688492e-05,9.229803032972939e-10,8.940332086889871e-05
1844,8.994379147355045e-05,1.978930491272227e-05,9.016631964873869e-10,8.994379147355045e-05
1845,8.846912429102563e-05,2.0145437052373643e-05,7.490117018679346e-10,8.846912429102563e-05
1846,8.559927560522087e-05,1.9997984314354005e-05,8.794527011397285e-10,8.559927560522087e-05
1847,8.537592449491578e-05,2.0211672952947473e-05,9.557221204912837e-10,8.537592449491578e-05
1848,8.596708981453307e-05,2.0385898096719757e-05,1.0650974705380838e-09,8.596708981453307e-05
1849,8.413949918966474e-05,2.066471175307275e-05,1.2192401770733901e-09,8.413949918966474e-05
1850,8.342015020649082e-05,2.0711792395949097e-05,9.863073453202681e-10,8.342015020649082e-05
1851,8.381010515482299e-05,2.051786265967946e-05,1.084884602788248e-09,8.381010515482299e-05
1852,8.488061160148521e-05,2.0706576313906616e-05,1.1860077443946538e-09,8.488061160148521e-05
1853,8.580010450844253e-05,2.0826530349690336e-05,1.15208542705858e-09,8.580010450844253e-05
1854,8.566288722379665e-05,2.0995851757886286e-05,8.995599701641258e-10,8.566288722379665e-05
1855,8.473671810601704e-05,2.112224137817975e-05,9.47689867057479e-10,8.473671810601704e-05
1856,8.597905668596338e-05,2.1206027148374623e-05,8.818281382882986e-10,8.597905668596338e-05
1857,8.606618523897071e-05,2.170418779964426e-05,1.027559454191973e-09,8.606618523897071e-05
1858,8.515665103914216e-05,2.2192003338464667e-05,1.1410375699849595e-09,8.515665103914216e-05
1859,8.416876101234396e-05,2.252319609397091e-05,1.2227025939345486e-09,8.416876101234396e-05
1860,8.22709355686259e-05,2.2604950572713278e-05,1.248174329766221e-09,8.22709355686259e-05
1861,8.007595689767706e-05,2.256420521007385e-05,1.480105879129009e-09,8.007595689767706e-05
1862,7.986468491643401e-05,2.277905774202996e-05,1.4340371747221882e-09,7.986468491643401e-05
1863,7.923038148354473e-05,2.2876376533531584e-05,1.905533223275516e-09,7.923038148354473e-05
1864,7.891529302079496e-05,2.294650974883033e-05,1.900337696726849e-09,7.891529302079496e-05
1865,7.86483391753531e-05,2.279492764500901e-05,1.7316228133929761e-09,7.86483391753531e-05
1866,7.885809359972232e-05,2.2782358947941767e-05,1.7257931274526429e-09,7.885809359972232e-05
1867,8.036178457717012e-05,2.2766501258177285e-05,1.6038027096852504e-09,8.036178457717012e-05
1868,8.287296597180622e-05,2.28240829268803e-05,1.6798628837173218e-09,8.287296597180622e-05
1869,8.369379585409271e-05,2.2689016467276296e-05,1.6871839956879496e-09,8.369379585409271e-05
1870,8.551171984955934e-05,2.275179576827213e-05,1.2355373708266321e-09,8.551171984955934e-05
1871,8.745513644368787e-05,2.2673113042921094e-05,1.0406378259109061e-09,8.745513644368787e-05
1872,8.96887358976528e-05,2.277662575319742e-05,1.0684901812536246e-09,8.96887358976528e-05
1873,9.291507012676448e-05,2.259834660175589e-05,1.00855796333502e-09,9.291507012676448e-05
1874,9.467304854687037e-05,2.258054882986471e-05,1.2470022435286309e-09,9.467304854687037e-05
1875,9.715427794227642e-05,2.2734302027466974e-05,8.885086595038822e-10,9.715427794227642e-05
1876,9.914326593778762e-05,2.2895838940582636e-05,9.230789426479496e-10,9.914326593778762e-05
1877,0.00010091505724371277,2.2904212788229677e-05,8.589881147650199e-10,0.00010091505724371277
1878,0.0001027601579802909,2.2759096931882334e-05,1.0361242181693748e-09,0.0001027601579802909
1879,0.00010397567010451374,2.2878450181451626e-05,8.662794727585878e-10,0.00010397567010451374
1880,0.00010382538831826034,2.3250676219634314e-05,8.479132594464898e-10,0.00010382538831826034
1881,0.00010515957339001554,2.3673455351464717e-05,8.935593495288227e-10,0.00010515957339001554
1882,0.00010571107746467792,2.3567016406949343e-05,1.0880168155313896e-09,0.00010571107746467792
1883,0.00010752315159022276,2.3543034071086106e-05,1.0310567598116803e-09,0.00010752315159022276
1884,0.00010662457914025123,2.3432807211065665e-05,9.567126535436898e-10,0.00010662457914025123
1885,0.0001055381664108219,2.357887907627238e-05,7.68023765616656e-10,0.0001055381664108219
1886,0.00010520566866034642,2.368487418737329e-05,8.158758014425211e-10,0.00010520566866034642
1887,0.00010527155973250046,2.3508769247980255e-05,7.724836901098645e-10,0.00010527155973250046
1888,0.0001047196492436342,2.3260897640804095e-05,6.234075259982572e-10,0.0001047196492436342
1889,0.00010380983128145869,2.3437111459705712e-05,1.0308806288764468e-09,0.00010380983128145869
1890,0.00010189638643558803,2.3407659422706013e-05,1.2886524169181917e-09,0.00010189638643558803
1891,0.00010140236658376775,2.3573199151931995e-05,1.3861667666878068e-09,0.00010140236658376775
1892,0.0001006575153691561,2.3390605097769628e-05,1.379615070993902e-09,0.0001006575153691561
1893,9.975917678925075e-05,2.315367081402136e-05,1.4352192668447878e-09,9.975917678925075e-05
1894,9.900620560594169e-05,2.3020018228895163e-05,1.600869058347522e-09,9.900620560594169e-05
1895,9.814012550383009e-05,2.308378965868282e-05,1.5717108904038974e-09,9.814012550383009e-05
1896,9.7090848222641e-05,2.3003581580789095e-05,1.1442041619735832e-09,9.7090848222641e-05
1897,9.663937401325841e-05,2.318318677550581e-05,9.386785337112918e-10,9.663937401325841e-05
1898,9.610649639008833e-05,2.291597229486797e-05,1.099263967550636e-09,9.610649639008833e-05
1899,9.621088143571146e-05,2.3131327387610717e-05,1.1496480117096602e-09,9.621088143571146e-05
1900,9.727021512974585e-05,2.3342499064580936e-05,1.2823370460728662e-09,9.727021512974585e-05
1901,9.76412816921116e-05,2.357524109746529e-05,1.0785560044286007e-09,9.76412816921116e-05
1902,9.831947889844222e-05,2.38053009005463e-05,1.024354837064756e-09,9.831947889844222e-05
1903,0.00010079347911024732,2.3827934325838995e-05,9.455658617207874e-10,0.00010079347911024732
1904,0.00010358005446115775,2.395585397607647e-05,8.920742616824739e-10,0.00010358005446115775
1905,0.0001056858995330653,2.442938083342077e-05,6.79697883294266e-10,0.0001056858995330653
1906,0.00010662107108925869,2.474920126717604e-05,7.619921182128969e-10,0.00010662107108925869
1907,0.00010700368459635814,2.504939038772136e-05,5.495337339939915e-10,0.00010700368459635814
1908,0.00010968684676169817,2.5321008641705184e-05,6.833660462898397e-10,0.00010968684676169817
1909,0.00011037302465410903,2.551323866230502e-05,7.970832882620016e-10,0.00011037302465410903
1910,0.00010935924469127453,2.5757105894237092e-05,7.978656544972904e-10,0.00010935924469127453
1911,0.00010791467086944197,2.5976562548229204e-05,8.285445980098822e-10,0.00010791467086944197
1912,0.00010701254047619711,2.6177467329294552e-05,8.67623147929716e-10,0.00010701254047619711
1913,0.00010593325506696212,2.6231248869277935e-05,1.255794230508351e-09,0.00010593325506696212
1914,0.0001033313715847076,2.6277489398905474e-05,1.2410430024914883e-09,0.0001033313715847076
1915,9.829640579742513e-05,2.605711701367649e-05,1.4247871810939878e-09,9.829640579742513e-05
1916,9.466161178092339e-05,2.588592672379621e-05,2.3280973537875838e-09,9.466161178092339e-05
1917,9.145537894385467e-05,2.5797521759938847e-05,2.4272004049498618e-09,9.145537894385467e-05
1918,8.770239219302312e-05,2.5492933023737612e-05,2.358919976019891e-09,8.770239219302312e-05
1919,8.465712952394304e-05,2.512747206700234e-05,2.300430100378646e-09,8.465712952394304e-05
1920,8.403666288359091e-05,2.557817060733214e-05,1.873117431002872e-09,8.403666288359091e-05
1921,8.418458829899984e-05,2.556073091649783e-05,2.026049221250302e-09,8.418458829899984e-05
1922,8.523072652418964e-05,2.5960159681354916e-05,1.7396386355260164e-09,8.523072652418964e-05
1923,8.691585701723983e-05,2.6185687342409176e-05,6.955097945983622e-10,8.691585701723983e-05
1924,8.780608706209543e-05,2.64443333435338e-05,5.488325726427895e-10,8.780608706209543e-05
1925,8.956925843709282e-05,2.702877541845997e-05,5.833323169739707e-10,8.956925843709282e-05
1926,9.086696289679301e-05,2.7300429272664977e-05,5.494322933127397e-10,9.086696289679301e-05
1927,9.039078473246523e-05,2.7175383625685106e-05,5.016391508532487e-10,9.039078473246523e-05
1928,8.926390000851825e-05,2.711878213241497e-05,3.960958386680805e-10,8.926390000851825e-05
1929,8.795684802212886e-05,2.6841110021840514e-05,3.730790438487881e-10,8.795684802212886e-05
1930,8.620293582290677e-05,2.6522383060572402e-05,4.029803851723912e-10,8.620293582290677e-05
1931,8.57689228723757e-05,2.6164413481767822e-05,4.590693638720619e-10,8.57689228723757e-05
1932,8.60984021398638e-05,2.5590544672533205e-05,5.089081398354115e-10,8.60984021398638e-05
1933,8.49480545314561e-05,2.539079962714043e-05,5.554866527075169e-10,8.49480545314561e-05
1934,8.436902031202667e-05,2.4941409979614298e-05,5.097393955346061e-10,8.436902031202667e-05
1935,8.439735081213127e-05,2.4907193229799824e-05,4.407237828653519e-10,8.439735081213127e-05
1936,8.274790785175615e-05,2.4610575824876184e-05,5.410625756953533e-10,8.274790785175615e-05
1937,8.224618587909e-05,2.463046335573641e-05,5.763774576664612e-10,8.224618587909e-05
1938,8.063336385280959e-05,2.451662190391549e-05,5.584544215953002e-10,8.063336385280959e-05
1939,7.786404603393748e-05,2.4856526059530942e-05,9.642635222041817e-10,7.786404603393748e-05
1940,7.655541204647826e-05,2.5003988152353225e-05,1.6169734162740923e-09,7.655541204647826e-05
1941,7.5387886941566e-05,2.5406507120351307e-05,1.6220841118709727e-09,7.5387886941566e-05
1942,7.400418066286616e-05,2.5446423023822717e-05,1.6496778704982213e-09,7.400418066286616e-05
1943,7.353252398648433e-05,2.5746553416995865e-05,1.566959930857489e-09,7.353252398648433e-05
1944,7.232642695141424e-05,2.5841470882629176e-05,1.5151329080254072e-09,7.232642695141424e-05
1945,7.203230260139597e-05,2.616419988044072e-05,1.4656627459316444e-09,7.203230260139597e-05
1946,7.447404225656231e-05,2.6230787625536323e-05,1.0172827937169971e-09,7.447404225656231e-05
1947,7.516514701170049e-05,2.6228109293567415e-05,3.116283996724383e-10,7.516514701170049e-05
1948,7.472288520407997e-05,2.5895433282130398e-05,3.5244982924239766e-10,7.472288520407997e-05
1949,7.444592068038349e-05,2.5958868458734026e-05,3.536522245685601e-10,7.444592068038349e-05
1950,7.535168801301293e-05,2.5938187328782597e-05,3.6150550212063083e-10,7.535168801301293e-05
1951,7.524828106397763e-05,2.5963290681829676e-05,3.235628570630311e-10,7.524828106397763e-05
1952,7.470969493234796e-05,2.5785471474851613e-05,3.1739191433796266e-10,7.470969493234796e-05
1953,7.186532145299549e-05,2.5379813710709902e-05,2.965494754520697e-10,7.186532145299549e-05
1954,7.091476852240573e-05,2.5089595770363564e-05,3.090244112190023e-10,7.091476852240573e-05
1955,7.020470885826009e-05,2.504623392139495e-05,3.5657842749931794e-10,7.020470885826009e-05
1956,7.008461398072541e-05,2.4721335908647495e-05,3.5943196236803184e-10,7.008461398072541e-05
1957,6.892823668230059e-05,2.4584344438543277e-05,3.3415948579624503e-10,6.892823668230059e-05
1958,6.83493199176155e-05,2.4249220327224714e-05,3.936685263486847e-10,6.83493199176155e-05
1959,6.800833943998441e-05,2.4035078500414136e-05,4.0747638398373557e-10,6.800833943998441e-05
1960,6.766187600857978e-05,2.4296746102793675e-05,3.713816417093087e-10,6.766187600857978e-05
1961,6.69671395111696e-05,2.407073459055807e-05,3.761164375980032e-10,6.69671395111696e-05
1962,6.650648096443288e-05,2.352682245795482e-05,3.213729580072869e-10,6.650648096443288e-05
1963,6.582172084433426e-05,2.3204927596712617e-05,3.368279326089661e-10,6.582172084433426e-05
1964,6.47612515812008e-05,2.2565176030704087e-05,3.6530034156331427e-10,6.47612515812008e-05
1965,6.401922031987592e-05,2.232185449559308e-05,3.322365458143953e-10,6.401922031987592e-05
1966,6.297466357604467e-05,2.197574914524531e-05,3.0464693268061893e-10,6.297466357604467e-05
1967,6.163165068885843e-05,2.1281740503452185e-05,3.15363562645007e-10,6.163165068885843e-05
1968,6.052649613203747e-05,2.1096573358850685e-05,3.8787534890299165e-10,6.052649613203747e-05
1969,5.933115400174367e-05,2.1127256331965327e-05,3.7154924177012257e-10,5.933115400174367e-05
1970,5.824604262930474e-05,2.0968540671414564e-05,3.6360880774553653e-10,5.824604262930474e-05
1971,5.732789889277358e-05,2.1237252180331518e-05,3.812561516491897e-10,5.732789889277358e-05
1972,5.622553050800759e-05,2.134087273069391e-05,3.8959268747592747e-10,5.622553050800759e-05
1973,5.544327203616766e-05,2.1455641867110637e-05,4.2153112746388746e-10,5.544327203616766e-05
1974,5.4221280671689396e-05,2.1549367634829002e-05,4.0105306575721755e-10,5.4221280671689396e-05
1975,5.292367911481831e-05,2.1692195722217938e-05,3.27212572513526e-10,5.292367911481831e-05
1976,5.1816821464204364e-05,2.1790308112810764e-05,3.1447386758135364e-10,5.1816821464204364e-05
1977,5.054885956009717e-05,2.2048021492082626e-05,2.6914012685175237e-10,5.054885956009717e-05
1978,4.963781507935242e-05,2.2207797883311287e-05,2.220127078210256e-10,4.963781507935242e-05
1979,4.844670183956623e-05,2.226471068362506e-05,1.9535862808403185e-10,4.844670183956623e-05
1980,4.761454848838704e-05,2.252391147651776e-05,1.7718135490531394e-10,4.761454848838704e-05
1981,4.7203514051424076e-05,2.248597801164059e-05,1.827403347690445e-10,4.7203514051424076e-05
1982,4.668813770487239e-05,2.2517530461690122e-05,2.021827982812141e-10,4.668813770487239e-05
1983,4.577785771938839e-05,2.239925977067157e-05,2.2185461206231897e-10,4.577785771938839e-05
1984,4.5300330904345696e-05,2.2318857060911667e-05,2.646065370783189e-10,4.5300330904345696e-05
1985,4.4701439557164644e-05,2.199473653620641e-05,2.7629712803392946e-10,4.4701439557164644e-05
1986,4.4558850536954454e-05,2.1777281809980714e-05,3.027122005442148e-10,4.4558850536954454e-05
1987,4.394583655604427e-05,2.156216318586043e-05,2.981147610516187e-10,4.394583655604427e-05
1988,4.358169878417227e-05,2.1571273724215905e-05,3.223484554678738e-10,4.358169878417227e-05
1989,4.338293001637794e-05,2.1382276567497422e-05,2.904240260979764e-10,4.338293001637794e-05
1990,4.34556433382178e-05,2.1230654965620488e-05,2.6523633686207203e-10,4.34556433382178e-05
1991,4.3295436106356124e-05,2.105309977196157e-05,2.2613939490831062e-10,4.3295436106356124e-05
1992,4.3136895068788105e-05,2.100651545333676e-05,1.9633136485611554e-10,4.3136895068788105e-05
1993,4.358537158363366e-05,2.0992723875679076e-05,2.970571338515146e-10,4.358537158363366e-05
1994,4.383869184364032e-05,2.0868077626801096e-05,2.898166538105913e-10,4.383869184364032e-05
1995,4.4079467313297626e-05,2.0780046855049606e-05,2.529824930890585e-10,4.4079467313297626e-05
1996,4.410869795330135e-05,2.0717970983241685e-05,2.582346152389471e-10,4.410869795330135e-05
1997,4.439183196934339e-05,2.0988530845248272e-05,2.603673893549921e-10,4.439183196934339e-05
1998,4.4547433520035285e-05,2.1067735880413757e-05,2.5799294744206184e-10,4.4547433520035285e-05
1999,4.4500638718350925e-05,2.115900757157111e-05,2.5163060127627746e-10,4.4500638718350925e-05
2000,4.389603574444274e-05,2.1289705858050312e-05,1.5270906364836127e-10,4.389603574444274e-05
2001,4.355079831189609e-05,2.146217957488261e-05,1.534825936978988e-10,4.355079831189609e-05
2002,4.2776692030851594e-05,2.1631227614956776e-05,1.3330262191698798e-10,4.2776692030851594e-05
2003,4.223499282878558e-05,2.1919272902388392e-05,1.3388515197292657e-10,4.223499282878558e-05
2004,4.1551410374397945e-05,2.2083904176335117e-05,1.4044835037038287e-10,4.1551410374397945e-05
2005,4.086235224219438e-05,2.2630039633700756e-05,1.5292654939999143e-10,4.086235224219438e-05
2006,4.046770793917988e-05,2.3406489032952648e-05,1.6836626636524647e-10,4.046770793917988e-05
2007,4.05323958797713e-05,2.442762446922383e-05,1.4275358375551558e-10,4.05323958797713e-05
2008,4.0083176177826575e-05,2.5761303602069218e-05,1.4363498188460103e-10,4.0083176177826575e-05
2009,3.928130224397007e-05,2.6950169090663883e-05,1.42415107236877e-10,3.928130224397007e-05
2010,3.852853842545301e-05,2.817912406629018e-05,1.1662442019055863e-10,3.852853842545301e-05
2011,3.798901681355866e-05,2.972012979236232e-05,8.1298598557576e-11,3.798901681355866e-05
2012,3.7493086503153404e-05,3.0755746203275134e-05,6.216675165720315e-11,3.7493086503153404e-05
2013,3.683184383719761e-05,3.115065166119686e-05,5.742908009262074e-11,3.683184383719761e-05
2014,3.581417175675077e-05,3.157659973242387e-05,4.66947579313188e-11,3.581417175675077e-05
2015,3.495616536903461e-05,3.139689787141313e-05,3.639178219684767e-11,3.495616536903461e-05
2016,3.489562888197335e-05,3.176298715905952e-05,4.4760074614989624e-11,3.489562888197335e-05
2017,3.490583306605307e-05,3.190228744642809e-05,5.222008705082123e-11,3.490583306605307e-05
2018,3.457438579062e-05,3.140501576126553e-05,6.266410446098547e-11,3.457438579062e-05
2019,3.421679139137268e-05,3.117458345514024e-05,5.964062924079805e-11,3.421679139137268e-05
