ngram,egg,eg,eggg
1953,2.4840528307582383e-05,4.505533419368086e-07,5.387887883861226e-10
1954,2.4593161080182263e-05,4.707899360515252e-07,5.616976457369281e-10
1955,2.441775541228708e-05,4.892196443506691e-07,4.880861498698533e-10
1956,2.3856449323440237e-05,4.964235894736444e-07,5.518880223852132e-10
1957,2.3470967270051396e-05,5.064105193598932e-07,5.310067772395272e-10
1958,2.3105631303873713e-05,4.983242831713142e-07,6.003775641321469e-10
1959,2.2521498457146144e-05,5.242409234337433e-07,3.920962086757994e-10
1960,2.2074584973909494e-05,5.610682316208633e-07,3.975826939498336e-10
1961,2.161202818180235e-05,6.099671736592427e-07,3.362584793942247e-10
1962,2.0912170709509936e-05,6.288415111807158e-07,3.378752436563762e-10
1963,2.0231160046283287e-05,6.880975027862795e-07,2.768749217991433e-10
1964,1.9451678391695687e-05,7.462448365913588e-07,2.311429123499512e-10
1965,1.8912468866411863e-05,8.254920008507074e-07,1.2975499444741904e-10
1966,1.822164943275441e-05,9.006185531948827e-07,1.2725412687883012e-10
1967,1.7644882193833056e-05,1.030327812908841e-06,1.5030179977599493e-10
1968,1.727234121062793e-05,1.1880365734993705e-06,1.833289393309607e-10
1969,1.7004652233611394e-05,1.4378451364141905e-06,1.6170055671433607e-10
1970,1.6825437601905185e-05,1.6448194141308444e-06,1.7697087941906783e-10
1971,1.683239159839494e-05,1.8585293446449214e-06,1.6793515982589062e-10
1972,1.6646793613160427e-05,2.0937045844350777e-06,1.5900044178110814e-10
1973,1.6786506811123608e-05,2.3493520789738146e-06,2.327483364769226e-10
1974,1.6844315073935183e-05,2.5384925785536846e-06,2.3740996073812985e-10
1975,1.675577576471759e-05,2.772200722184997e-06,2.17455751818006e-10
1976,1.667555469404241e-05,2.893377151329852e-06,2.6473388263305505e-10
1977,1.667747918483136e-05,3.166927724253453e-06,2.938671339999413e-10
1978,1.670098988272782e-05,3.3906583537048263e-06,3.4203573306967883e-10
1979,1.666712757599141e-05,3.666757655602331e-06,3.495956896986436e-10
1980,1.6606201565342156e-05,3.847172755350974e-06,3.297493429104443e-10
1981,1.6619927399525685e-05,3.9897201661785535e-06,3.647921092182165e-10
1982,1.6742198567953892e-05,4.21986000479332e-06,3.701095898010566e-10
1983,1.6767716910440606e-05,4.360997731315105e-06,4.100871507452451e-10
1984,1.667577115378143e-05,4.5395410909675e-06,3.899794257363912e-10
1985,1.6573845641687512e-05,4.721194467752607e-06,4.196688274671345e-10
1986,1.652855904207432e-05,4.684654348758548e-06,4.724989724877052e-10
1987,1.6274819634937948e-05,4.78676344885441e-06,4.63304093502513e-10
1988,1.6029032719546065e-05,4.849031743755664e-06,4.556218180518101e-10
1989,1.5596629184853684e-05,4.77491838475024e-06,5.12451989572885e-10
1990,1.5347840807018137e-05,4.854509370488813e-06,4.894514991717256e-10
1991,1.514230890669361e-05,4.704422735812841e-06,5.307484253678853e-10
1992,1.4906293992161019e-05,4.708021346492128e-06,5.075629876711523e-10
1993,1.4662130914595245e-05,4.999529794856374e-06,4.964496750200656e-10
1994,1.4606565595646056e-05,4.992134043797185e-06,5.274906265752475e-10
1995,1.4521613853243512e-05,5.209570125381495e-06,4.959550349768551e-10
1996,1.4534279606388217e-05,5.37660058138759e-06,4.5359315906498155e-10
1997,1.4449324226006866e-05,5.337378037698467e-06,4.1487621671443264e-10
1998,1.4342960379768296e-05,5.4623088934541945e-06,3.525868783446232e-10
1999,1.4193903682878175e-05,5.4919169737591545e-06,3.106563914842145e-10
2000,1.4210361249362385e-05,5.525324013433419e-06,2.6826144480399504e-10
2001,1.4132981959846802e-05,5.646475593883744e-06,2.1414513416497171e-10
2002,1.4087802810536232e-05,5.517122644960182e-06,1.962779859278539e-10
2003,1.3983971257403027e-05,5.354614326539117e-06,2.811171454350106e-10
2004,1.3975320533583207e-05,5.365366567795198e-06,2.6678818479794076e-10
2005,1.420175937840083e-05,5.181867501440658e-06,2.6852000186864243e-10
2006,1.4602054371997447e-05,4.9588048308838296e-06,2.622667420539214e-10
2007,1.5152569695991197e-05,4.505181193183359e-06,2.8425958412522535e-10
2008,1.58931230284257e-05,4.271206275266845e-06,2.6970844208789353e-10
2009,1.6556531071338603e-05,4.347048648664245e-06,2.4701435118576077e-10
2010,1.714027257548878e-05,4.256727054650712e-06,1.2624870816427666e-10
2011,1.7579209400407437e-05,4.1558462271495955e-06,1.0606252409078071e-10
2012,1.783943922159129e-05,4.0753796903507985e-06,9.723912969471029e-11
2013,1.7753932947276292e-05,4.320315968340895e-06,8.715043542979156e-11
2014,1.730795819249969e-05,4.684206585027693e-06,4.958030588269364e-11
2015,1.6844904296574115e-05,4.743049073242998e-06,3.370706665173362e-11
2016,1.655171256840861e-05,4.417183780398253e-06,2.955838748367309e-11
2017,1.635389905156141e-05,4.473291483009234e-06,2.4932361152492828e-11
2018,1.620057755644666e-05,4.584458929457469e-06,2.991883338299139e-11
2019,1.5948669670251547e-05,4.86591324033725e-06,9.36428972558856e-12
