ngram,son,sonn,sonn,soan
1785,0.00020666098030882755,1.2217630488261681e-07,1.2217630488261681e-07,1.661326898272364e-08
1786,0.00020108397750716125,1.3593282080900542e-07,1.3593282080900542e-07,1.807187821611933e-08
1787,0.00021030494826845825,1.4412595662958795e-07,1.4412595662958795e-07,1.8301021142974605e-08
1788,0.00021571714231478318,1.4689007343804406e-07,1.4689007343804406e-07,1.638850426794696e-08
1789,0.00022547600383404642,1.8212889228509865e-07,1.8212889228509865e-07,1.5393755603554382e-08
1790,0.00022956220241862217,1.888983740221712e-07,1.888983740221712e-07,1.3254254328996597e-08
1791,0.00022727280364571406,1.5597430141107387e-07,1.5597430141107387e-07,1.484768105289699e-08
1792,0.00022938935684838465,1.3985015913574118e-07,1.3985015913574118e-07,1.4317820706821749e-08
1793,0.00022513039168968265,1.3024085124665623e-07,1.3024085124665623e-07,1.7199680536959605e-08
1794,0.00022056191145176335,1.2233936276727165e-07,1.2233936276727165e-07,2.1607296142787747e-08
1795,0.0002118321426678449,9.34553635748411e-08,9.34553635748411e-08,2.4347112389680855e-08
1796,0.00021062996945277388,7.001902499074017e-08,7.001902499074017e-08,2.602821234733353e-08
1797,0.00020737432350870222,1.6736895450516647e-07,1.6736895450516647e-07,2.495236284261182e-08
1798,0.000210953364980274,1.7025435791343364e-07,1.7025435791343364e-07,2.3430434100849392e-08
1799,0.00020995224934137826,1.7513940824593582e-07,1.7513940824593582e-07,2.2942941641750688e-08
1800,0.00021631459614062415,1.8389033787765845e-07,1.8389033787765845e-07,1.8099106340636288e-08
1801,0.0002265525233399655,2.1093990249758982e-07,2.1093990249758982e-07,1.3434909946446233e-08
1802,0.00023359379182303592,2.0975651945523817e-07,2.0975651945523817e-07,1.1997474125280405e-08
1803,0.0002443729089074103,2.0627377088950588e-07,2.0627377088950588e-07,1.0907989178576827e-08
1804,0.0002508861403579691,1.0138797991641826e-07,1.0138797991641826e-07,1.2824917508932491e-08
1805,0.0002566000808396244,1.6745841741843443e-07,1.6745841741843443e-07,1.2647012453166034e-08
1806,0.0002565022046577984,1.7052260048444623e-07,1.7052260048444623e-07,1.3856093542382756e-08
1807,0.0002620658404859049,1.610281305123148e-07,1.610281305123148e-07,1.2006995286917288e-08
1808,0.00025508441571478864,1.511127786711443e-07,1.511127786711443e-07,1.062674559459964e-08
1809,0.00026310938535191653,1.5350209941240272e-07,1.5350209941240272e-07,1.0771763687371966e-08
1810,0.0002552505091963602,1.4544279127091742e-07,1.4544279127091742e-07,1.0106452072048252e-08
1811,0.0002491144280481551,1.736059032404163e-07,1.736059032404163e-07,1.0337051611511835e-08
1812,0.00024335881503897587,1.1529770052983882e-07,1.1529770052983882e-07,9.733819607480955e-09
1813,0.00024279509255263423,1.1536734995892012e-07,1.1536734995892012e-07,9.08784528582832e-09
1814,0.00023900504415256104,1.1347278316975462e-07,1.1347278316975462e-07,1.0759247334338592e-08
1815,0.00023398384135881706,1.3577100688166865e-07,1.3577100688166865e-07,1.1169779514018176e-08
1816,0.00021816291388989027,1.8408294520457146e-07,1.8408294520457146e-07,1.086341734029312e-08
1817,0.0002214246737172029,1.974977489486004e-07,1.974977489486004e-07,1.1144509696034025e-08
1818,0.0002245855617469975,1.9327082765942449e-07,1.9327082765942449e-07,9.295413454830331e-09
1819,0.00022620069129126414,1.9452620847459912e-07,1.9452620847459912e-07,8.941770181434907e-09
1820,0.00022846152881226902,1.8749499730574826e-07,1.8749499730574826e-07,9.10446619682505e-09
1821,0.0002297909834721525,1.912848190954719e-07,1.912848190954719e-07,7.738059938842769e-09
1822,0.00023422847568456615,1.6969516281051256e-07,1.6969516281051256e-07,6.7603817147495906e-09
1823,0.0002393440081505105,1.3092083962971758e-07,1.3092083962971758e-07,6.602584764639882e-09
1824,0.00023390085594395975,1.880365547078457e-07,1.880365547078457e-07,5.634164246259843e-09
1825,0.0002309790745909725,1.714889807301136e-07,1.714889807301136e-07,5.341436499455605e-09
1826,0.0002316481903627781,1.6227406364675646e-07,1.6227406364675646e-07,4.9772432207463774e-09
1827,0.00022683571816222475,1.5935792672751502e-07,1.5935792672751502e-07,4.487235694128344e-09
1828,0.00022525436777089323,1.7230133459682812e-07,1.7230133459682812e-07,4.7453238164304625e-09
1829,0.00021411248391294585,1.543175517529757e-07,1.543175517529757e-07,5.846776935618842e-09
1830,0.00021134814804619445,1.4823642148696437e-07,1.4823642148696437e-07,5.721278403417582e-09
1831,0.00020705974020529538,8.697051662969508e-08,8.697051662969508e-08,5.783391638607733e-09
1832,0.00020325292384118905,9.021246530746144e-08,9.021246530746144e-08,5.410185601105257e-09
1833,0.00019934992555395832,9.236306805096969e-08,9.236306805096969e-08,5.997971770049e-09
1834,0.0001991167602162542,9.955650881465772e-08,9.955650881465772e-08,5.493647695483819e-09
1835,0.0001988883242509993,9.080471739610272e-08,9.080471739610272e-08,5.307826368903891e-09
1836,0.00020386336421194886,9.458782760215659e-08,9.458782760215659e-08,4.432555973059899e-09
1837,0.00020168157061561942,1.1900066608307367e-07,1.1900066608307367e-07,4.1943463940136945e-09
1838,0.000202703258504958,1.2004288204739817e-07,1.2004288204739817e-07,4.1878276085023054e-09
1839,0.00020098674992498542,1.1102876129598371e-07,1.1102876129598371e-07,3.7246082091562424e-09
1840,0.00019909556015461151,1.1496268419770267e-07,1.1496268419770267e-07,3.2777553687119668e-09
1841,0.00020013112225569785,1.240214656052428e-07,1.240214656052428e-07,3.3653802601816908e-09
1842,0.0001967701661799635,2.3966678648028914e-07,2.3966678648028914e-07,3.022158206229213e-09
1843,0.0001981972059833684,2.6736303888290944e-07,2.6736303888290944e-07,3.077414069606123e-09
1844,0.00019793577874744578,2.5640418194987955e-07,2.5640418194987955e-07,2.992145642366495e-09
1845,0.00019807530458950038,2.5319994583534413e-07,2.5319994583534413e-07,3.0681012651103045e-09
1846,0.0001989223383134231,2.7247894658038216e-07,2.7247894658038216e-07,3.0910780284593945e-09
1847,0.00019767338276973793,2.676851309502126e-07,2.676851309502126e-07,3.622230166604774e-09
1848,0.00019443306207124676,2.573318350787953e-07,2.573318350787953e-07,4.4054933986562415e-09
1849,0.0001926249429483765,1.375696255325108e-07,1.375696255325108e-07,4.860845630767179e-09
1850,0.00019131139561068267,1.3114738095509892e-07,1.3114738095509892e-07,4.869679072681623e-09
1851,0.00019051131468066678,1.4981666599364223e-07,1.4981666599364223e-07,4.799702159528709e-09
1852,0.00018737400283238718,1.569462863163348e-07,1.569462863163348e-07,4.973653996590396e-09
1853,0.00019034869287029972,1.7309652885647404e-07,1.7309652885647404e-07,5.371441577243072e-09
1854,0.00019262885325588286,1.839638546893444e-07,1.839638546893444e-07,4.967378223038768e-09
