ngram,Qt,Q,Q,Q
1798,1.462154323965998e-07,1.3047853177080729e-05,1.3047853177080729e-05,1.3047853177080729e-05
1799,1.3568276711696724e-07,1.1286502480548474e-05,1.1286502480548474e-05,1.1286502480548474e-05
1800,1.4542957517603229e-07,1.152871508176239e-05,1.152871508176239e-05,1.152871508176239e-05
1801,1.4139604839361448e-07,1.1562535681670333e-05,1.1562535681670333e-05,1.1562535681670333e-05
1802,1.3275537469326082e-07,1.1264707479443001e-05,1.1264707479443001e-05,1.1264707479443001e-05
1803,1.3394046253064777e-07,1.2083231792660496e-05,1.2083231792660496e-05,1.2083231792660496e-05
1804,1.259937028359153e-07,1.1803942860361921e-05,1.1803942860361921e-05,1.1803942860361921e-05
1805,1.328208410557506e-07,1.556373691918062e-05,1.556373691918062e-05,1.556373691918062e-05
1806,1.2627271165196623e-07,1.5530987833959182e-05,1.5530987833959182e-05,1.5530987833959182e-05
1807,1.1225671719168012e-07,1.5614176455918433e-05,1.5614176455918433e-05,1.5614176455918433e-05
1808,1.1174220507622782e-07,1.5861140127526596e-05,1.5861140127526596e-05,1.5861140127526596e-05
1809,1.0928524472676924e-07,1.5234468654463334e-05,1.5234468654463334e-05,1.5234468654463334e-05
1810,1.036736309499377e-07,1.4303717892159642e-05,1.4303717892159642e-05,1.4303717892159642e-05
1811,9.9763179304903e-08,1.4385589955574168e-05,1.4385589955574168e-05,1.4385589955574168e-05
1812,9.159857837305805e-08,1.0519095147693796e-05,1.0519095147693796e-05,1.0519095147693796e-05
1813,9.632373324361002e-08,9.709879252893319e-06,9.709879252893319e-06,9.709879252893319e-06
1814,9.568238924982455e-08,1.0323358245451736e-05,1.0323358245451736e-05,1.0323358245451736e-05
1815,9.153744124595115e-08,1.0256728533672036e-05,1.0256728533672036e-05,1.0256728533672036e-05
1816,8.619174707291677e-08,1.0951588072722579e-05,1.0951588072722579e-05,1.0951588072722579e-05
1817,8.828725433269418e-08,1.1258563712804712e-05,1.1258563712804712e-05,1.1258563712804712e-05
1818,8.474831198717376e-08,1.1064370093143744e-05,1.1064370093143744e-05,1.1064370093143744e-05
1819,8.198988155072584e-08,1.1528246691990976e-05,1.1528246691990976e-05,1.1528246691990976e-05
1820,7.457767635189936e-08,1.1806670434972538e-05,1.1806670434972538e-05,1.1806670434972538e-05
1821,7.219643346648549e-08,1.0689867719650334e-05,1.0689867719650334e-05,1.0689867719650334e-05
1822,7.140996517916522e-08,1.0458680662850384e-05,1.0458680662850384e-05,1.0458680662850384e-05
1823,7.183314311630187e-08,1.0208155669845706e-05,1.0208155669845706e-05,1.0208155669845706e-05
1824,6.943629366722754e-08,9.758179203345207e-06,9.758179203345207e-06,9.758179203345207e-06
1825,6.849204632024858e-08,9.374020594675261e-06,9.374020594675261e-06,9.374020594675261e-06
1826,6.558691215527038e-08,8.554522212632167e-06,8.554522212632167e-06,8.554522212632167e-06
1827,6.142881149782755e-08,8.401791546930326e-06,8.401791546930326e-06,8.401791546930326e-06
1828,6.000530662829209e-08,8.244245236710412e-06,8.244245236710412e-06,8.244245236710412e-06
1829,5.7634883786152254e-08,1.4960914800862416e-05,1.4960914800862416e-05,1.4960914800862416e-05
1830,5.33251649821003e-08,1.404504239742112e-05,1.404504239742112e-05,1.404504239742112e-05
1831,4.7395854859847275e-08,1.4123420312119248e-05,1.4123420312119248e-05,1.4123420312119248e-05
1832,4.5119580452787234e-08,1.418175660156911e-05,1.418175660156911e-05,1.418175660156911e-05
1833,4.375758270011179e-08,1.4289982443317837e-05,1.4289982443317837e-05,1.4289982443317837e-05
1834,4.359934584791907e-08,1.3797678678071992e-05,1.3797678678071992e-05,1.3797678678071992e-05
1835,4.265445850494741e-08,1.3749802292295499e-05,1.3749802292295499e-05,1.3749802292295499e-05
1836,4.1569695241605586e-08,6.890877622416676e-06,6.890877622416676e-06,6.890877622416676e-06
1837,4.198116850976216e-08,6.68804750603158e-06,6.68804750603158e-06,6.68804750603158e-06
1838,4.22117771847752e-08,6.685597132413282e-06,6.685597132413282e-06,6.685597132413282e-06
1839,4.452002246223076e-08,7.146267762436764e-06,7.146267762436764e-06,7.146267762436764e-06
1840,4.484143799134342e-08,6.930672108345399e-06,6.930672108345399e-06,6.930672108345399e-06
1841,4.492360261565409e-08,7.092919076967519e-06,7.092919076967519e-06,7.092919076967519e-06
1842,4.567955867530925e-08,7.357191796992473e-06,7.357191796992473e-06,7.357191796992473e-06
1843,4.9503021110857455e-08,8.090886370025277e-06,8.090886370025277e-06,8.090886370025277e-06
1844,5.1195912017679545e-08,8.460152912448393e-06,8.460152912448393e-06,8.460152912448393e-06
1845,5.0762276921594614e-08,8.298748590667465e-06,8.298748590667465e-06,8.298748590667465e-06
1846,4.978196445547058e-08,7.917388237339245e-06,7.917388237339245e-06,7.917388237339245e-06
1847,5.335705870785594e-08,8.225269019541364e-06,8.225269019541364e-06,8.225269019541364e-06
1848,5.5643258381873495e-08,8.427757360810314e-06,8.427757360810314e-06,8.427757360810314e-06
1849,5.994893775047266e-08,8.695363963592431e-06,8.695363963592431e-06,8.695363963592431e-06
1850,6.13498762902509e-08,8.445111689070472e-06,8.445111689070472e-06,8.445111689070472e-06
1851,6.431091037484293e-08,8.411699971994885e-06,8.411699971994885e-06,8.411699971994885e-06
1852,6.953112016308946e-08,8.823484936978535e-06,8.823484936978535e-06,8.823484936978535e-06
1853,7.203356692083876e-08,9.459961932277241e-06,9.459961932277241e-06,9.459961932277241e-06
1854,7.142701211445715e-08,9.996047603116104e-06,9.996047603116104e-06,9.996047603116104e-06
1855,7.423615195583417e-08,1.0611891541754761e-05,1.0611891541754761e-05,1.0611891541754761e-05
1856,7.483694527568982e-08,1.0601606585883669e-05,1.0601606585883669e-05,1.0601606585883669e-05
1857,7.685767298783373e-08,1.0494518392079044e-05,1.0494518392079044e-05,1.0494518392079044e-05
1858,7.714957104911133e-08,1.0847812128693996e-05,1.0847812128693996e-05,1.0847812128693996e-05
1859,7.857875772288025e-08,1.0809255659946107e-05,1.0809255659946107e-05,1.0809255659946107e-05
1860,7.937448945735273e-08,1.0926287099469586e-05,1.0926287099469586e-05,1.0926287099469586e-05
1861,8.099604542621819e-08,1.0846935245873673e-05,1.0846935245873673e-05,1.0846935245873673e-05
1862,8.02111149563903e-08,1.089247611421992e-05,1.089247611421992e-05,1.089247611421992e-05
1863,8.04147057514066e-08,1.0998444200335403e-05,1.0998444200335403e-05,1.0998444200335403e-05
1864,7.991425832187815e-08,1.174853488399614e-05,1.174853488399614e-05,1.174853488399614e-05
1865,8.099102188907636e-08,1.2385682046962237e-05,1.2385682046962237e-05,1.2385682046962237e-05
1866,7.950450253702002e-08,1.2534539044801412e-05,1.2534539044801412e-05,1.2534539044801412e-05
1867,8.100593821122207e-08,1.2860991513922013e-05,1.2860991513922013e-05,1.2860991513922013e-05
1868,8.47340838764207e-08,1.3825742176517711e-05,1.3825742176517711e-05,1.3825742176517711e-05
1869,8.668156681324035e-08,1.5041439707731894e-05,1.5041439707731894e-05,1.5041439707731894e-05
1870,8.652556817066528e-08,1.5641948656203957e-05,1.5641948656203957e-05,1.5641948656203957e-05
1871,8.619423701767509e-08,1.6061970200098585e-05,1.6061970200098585e-05,1.6061970200098585e-05
1872,8.750011915026334e-08,1.645506108616246e-05,1.645506108616246e-05,1.645506108616246e-05
1873,8.52195764114835e-08,1.828543697359107e-05,1.828543697359107e-05,1.828543697359107e-05
1874,9.17812335338957e-08,2.006568164298577e-05,2.006568164298577e-05,2.006568164298577e-05
1875,9.159994160004966e-08,1.9784768093294197e-05,1.9784768093294197e-05,1.9784768093294197e-05
1876,9.288726943168513e-08,1.9702780783908175e-05,1.9702780783908175e-05,1.9702780783908175e-05
1877,9.76631042703957e-08,1.9569820194322218e-05,1.9569820194322218e-05,1.9569820194322218e-05
1878,9.990023589320377e-08,1.8958122642028945e-05,1.8958122642028945e-05,1.8958122642028945e-05
1879,1.0088406960611402e-07,1.896616491389328e-05,1.896616491389328e-05,1.896616491389328e-05
1880,1.0389733010437599e-07,1.763401087373495e-05,1.763401087373495e-05,1.763401087373495e-05
1881,1.0978290175346825e-07,1.6098955841568697e-05,1.6098955841568697e-05,1.6098955841568697e-05
1882,1.0909244504578705e-07,1.5943919866653493e-05,1.5943919866653493e-05,1.5943919866653493e-05
1883,1.0651746760816292e-07,1.536515199924387e-05,1.536515199924387e-05,1.536515199924387e-05
1884,1.0083832790996894e-07,1.5880312665623414e-05,1.5880312665623414e-05,1.5880312665623414e-05
1885,1.0216378143468319e-07,1.650120001223903e-05,1.650120001223903e-05,1.650120001223903e-05
1886,1.0152355705323706e-07,1.6655703932753697e-05,1.6655703932753697e-05,1.6655703932753697e-05
1887,1.0124859528559682e-07,1.6994199930715176e-05,1.6994199930715176e-05,1.6994199930715176e-05
1888,9.000902118876703e-08,1.717586837912677e-05,1.717586837912677e-05,1.717586837912677e-05
1889,9.108130224636365e-08,1.716688452039047e-05,1.716688452039047e-05,1.716688452039047e-05
1890,9.25166990636431e-08,1.7257502934496317e-05,1.7257502934496317e-05,1.7257502934496317e-05
1891,9.705924546616578e-08,1.7498649997703198e-05,1.7498649997703198e-05,1.7498649997703198e-05
1892,9.643602335732534e-08,1.7476164170407822e-05,1.7476164170407822e-05,1.7476164170407822e-05
1893,9.694772578378824e-08,1.7567846433459116e-05,1.7567846433459116e-05,1.7567846433459116e-05
1894,1.0047416968258663e-07,1.767547187877686e-05,1.767547187877686e-05,1.767547187877686e-05
1895,1.0248947087835144e-07,1.752546242122272e-05,1.752546242122272e-05,1.752546242122272e-05
1896,1.0291456829593568e-07,1.769432310538832e-05,1.769432310538832e-05,1.769432310538832e-05
1897,1.0399851849537559e-07,1.7565107555128634e-05,1.7565107555128634e-05,1.7565107555128634e-05
1898,1.0318006055903034e-07,1.6842273388257517e-05,1.6842273388257517e-05,1.6842273388257517e-05
1899,1.0835998308168979e-07,1.690888114223656e-05,1.690888114223656e-05,1.690888114223656e-05
1900,1.0928666378211866e-07,1.5944138275309732e-05,1.5944138275309732e-05,1.5944138275309732e-05
1901,1.1144657666558747e-07,1.5534313986011383e-05,1.5534313986011383e-05,1.5534313986011383e-05
1902,1.1255338299471467e-07,1.5218411525503533e-05,1.5218411525503533e-05,1.5218411525503533e-05
1903,1.1519593812181483e-07,1.4996166490683599e-05,1.4996166490683599e-05,1.4996166490683599e-05
1904,1.1698543797170455e-07,1.4819005757869621e-05,1.4819005757869621e-05,1.4819005757869621e-05
1905,1.1917098114671327e-07,1.4966217609721103e-05,1.4966217609721103e-05,1.4966217609721103e-05
1906,1.1436399814458906e-07,1.4303604335249734e-05,1.4303604335249734e-05,1.4303604335249734e-05
1907,1.1580340648314242e-07,1.4290031945815177e-05,1.4290031945815177e-05,1.4290031945815177e-05
1908,1.143747720025853e-07,1.4252792035612011e-05,1.4252792035612011e-05,1.4252792035612011e-05
1909,1.142131996597787e-07,1.4033516500993365e-05,1.4033516500993365e-05,1.4033516500993365e-05
1910,1.1195929618322355e-07,1.3919143124699726e-05,1.3919143124699726e-05,1.3919143124699726e-05
1911,1.1123918040669065e-07,1.3579658505997421e-05,1.3579658505997421e-05,1.3579658505997421e-05
1912,1.1095403960683012e-07,1.3721831237489823e-05,1.3721831237489823e-05,1.3721831237489823e-05
1913,1.1480088042097642e-07,1.4946988553024962e-05,1.4946988553024962e-05,1.4946988553024962e-05
1914,1.1835928250190721e-07,1.5816358037617257e-05,1.5816358037617257e-05,1.5816358037617257e-05
1915,1.2098628181839948e-07,1.686597001285658e-05,1.686597001285658e-05,1.686597001285658e-05
1916,1.2402527106912332e-07,1.7813504070675534e-05,1.7813504070675534e-05,1.7813504070675534e-05
1917,1.2990086365302238e-07,1.8086862707735107e-05,1.8086862707735107e-05,1.8086862707735107e-05
1918,1.3443433033444308e-07,1.8719810343879673e-05,1.8719810343879673e-05,1.8719810343879673e-05
1919,1.3680899054894065e-07,1.921849746265382e-05,1.921849746265382e-05,1.921849746265382e-05
1920,1.371631494099087e-07,2.014835679022196e-05,2.014835679022196e-05,2.014835679022196e-05
1921,1.3398750350493822e-07,2.0445820804785137e-05,2.0445820804785137e-05,2.0445820804785137e-05
1922,1.3037000355455219e-07,1.988257437395597e-05,1.988257437395597e-05,1.988257437395597e-05
1923,1.3028079795926066e-07,1.8613263819133863e-05,1.8613263819133863e-05,1.8613263819133863e-05
1924,1.3641515498160777e-07,1.8059626459684557e-05,1.8059626459684557e-05,1.8059626459684557e-05
1925,1.383562135970351e-07,1.7047934436829693e-05,1.7047934436829693e-05,1.7047934436829693e-05
1926,1.3410485471305427e-07,1.5712974865372026e-05,1.5712974865372026e-05,1.5712974865372026e-05
1927,1.3931999883912534e-07,1.3229989365624664e-05,1.3229989365624664e-05,1.3229989365624664e-05
1928,1.4221345168152766e-07,1.2529728857251549e-05,1.2529728857251549e-05,1.2529728857251549e-05
1929,1.7708362776147624e-07,1.2107533491091869e-05,1.2107533491091869e-05,1.2107533491091869e-05
1930,2.0626470233407546e-07,1.2682826828885091e-05,1.2682826828885091e-05,1.2682826828885091e-05
1931,1.9827711180856307e-07,1.3223125539038197e-05,1.3223125539038197e-05,1.3223125539038197e-05
1932,1.9552271522473218e-07,1.4869850929244421e-05,1.4869850929244421e-05,1.4869850929244421e-05
1933,2.0232797380361133e-07,1.6638124179735314e-05,1.6638124179735314e-05,1.6638124179735314e-05
1934,1.9729970647728935e-07,1.697992684057681e-05,1.697992684057681e-05,1.697992684057681e-05
1935,2.00687186488072e-07,1.6730419572143417e-05,1.6730419572143417e-05,1.6730419572143417e-05
1936,1.6629990032665125e-07,1.7065203142660073e-05,1.7065203142660073e-05,1.7065203142660073e-05
1937,1.429843255859201e-07,1.7217222583505126e-05,1.7217222583505126e-05,1.7217222583505126e-05
1938,1.4017139246139516e-07,1.8528652617533226e-05,1.8528652617533226e-05,1.8528652617533226e-05
1939,1.423161332273334e-07,1.845339297038403e-05,1.845339297038403e-05,1.845339297038403e-05
1940,1.3727048602569474e-07,1.891172450996237e-05,1.891172450996237e-05,1.891172450996237e-05
1941,1.3423374310507696e-07,2.0084533519236303e-05,2.0084533519236303e-05,2.0084533519236303e-05
1942,1.3109413288248106e-07,2.0336808250119376e-05,2.0336808250119376e-05,2.0336808250119376e-05
1943,1.3540391563537924e-07,2.0646039826845352e-05,2.0646039826845352e-05,2.0646039826845352e-05
1944,1.3579944026430114e-07,2.131006138889851e-05,2.131006138889851e-05,2.131006138889851e-05
1945,1.3765841292264929e-07,2.1272363872932537e-05,2.1272363872932537e-05,2.1272363872932537e-05
1946,1.3907600658415375e-07,2.1103710033847684e-05,2.1103710033847684e-05,2.1103710033847684e-05
1947,1.5441853459411243e-07,2.051727954364781e-05,2.051727954364781e-05,2.051727954364781e-05
1948,1.6008095014642875e-07,2.148299608961679e-05,2.148299608961679e-05,2.148299608961679e-05
1949,1.6217268442427928e-07,2.3454663148316157e-05,2.3454663148316157e-05,2.3454663148316157e-05
1950,1.688159727564198e-07,2.489921020501892e-05,2.489921020501892e-05,2.489921020501892e-05
1951,1.7282799547047034e-07,2.564324001598704e-05,2.564324001598704e-05,2.564324001598704e-05
1952,1.7854764727027422e-07,2.6480063232676393e-05,2.6480063232676393e-05,2.6480063232676393e-05
1953,1.7971797205973417e-07,2.784144895226096e-05,2.784144895226096e-05,2.784144895226096e-05
1954,1.7532222784666374e-07,2.8594450278822997e-05,2.8594450278822997e-05,2.8594450278822997e-05
1955,2.0163135973559421e-07,2.8268956157262437e-05,2.8268956157262437e-05,2.8268956157262437e-05
1956,2.113275862874226e-07,2.758181835815776e-05,2.758181835815776e-05,2.758181835815776e-05
1957,2.1254015588770665e-07,2.7061824896788623e-05,2.7061824896788623e-05,2.7061824896788623e-05
1958,2.1952099262177528e-07,2.696119164673811e-05,2.696119164673811e-05,2.696119164673811e-05
1959,2.250513720777495e-07,2.638716874311545e-05,2.638716874311545e-05,2.638716874311545e-05
1960,2.3956182206217947e-07,2.578780653753451e-05,2.578780653753451e-05,2.578780653753451e-05
1961,2.4763977332245955e-07,2.590818543727177e-05,2.590818543727177e-05,2.590818543727177e-05
1962,2.3477880363641036e-07,2.634629163367208e-05,2.634629163367208e-05,2.634629163367208e-05
1963,2.406705387362048e-07,2.648794881159639e-05,2.648794881159639e-05,2.648794881159639e-05
1964,2.448716855951716e-07,2.6628472759122296e-05,2.6628472759122296e-05,2.6628472759122296e-05
1965,2.442710049470926e-07,2.676507262679349e-05,2.676507262679349e-05,2.676507262679349e-05
1966,2.449534101905166e-07,2.680646347081555e-05,2.680646347081555e-05,2.680646347081555e-05
1967,2.4206604466923765e-07,2.7102366792470483e-05,2.7102366792470483e-05,2.7102366792470483e-05
1968,2.4218773018804184e-07,2.7020856318163817e-05,2.7020856318163817e-05,2.7020856318163817e-05
1969,2.458411825857963e-07,2.7423053325037472e-05,2.7423053325037472e-05,2.7423053325037472e-05
1970,2.4323172859957207e-07,2.8051009264475268e-05,2.8051009264475268e-05,2.8051009264475268e-05
1971,2.4464749718130664e-07,2.8679150740832222e-05,2.8679150740832222e-05,2.8679150740832222e-05
1972,3.3755160546076824e-07,2.9313784190370435e-05,2.9313784190370435e-05,2.9313784190370435e-05
1973,3.420136717327945e-07,2.9821759328894715e-05,2.9821759328894715e-05,2.9821759328894715e-05
1974,3.5710977337138114e-07,3.0100160074653104e-05,3.0100160074653104e-05,3.0100160074653104e-05
1975,3.592341093800704e-07,3.0463224123065758e-05,3.0463224123065758e-05,3.0463224123065758e-05
1976,3.715803700288234e-07,3.0448998586507514e-05,3.0448998586507514e-05,3.0448998586507514e-05
1977,3.928073064279098e-07,3.084847048739903e-05,3.084847048739903e-05,3.084847048739903e-05
1978,4.132130706174004e-07,3.167305164554689e-05,3.167305164554689e-05,3.167305164554689e-05
1979,3.230749509189731e-07,3.1916385653728086e-05,3.1916385653728086e-05,3.1916385653728086e-05
1980,3.4552593319858715e-07,3.1972122607320284e-05,3.1972122607320284e-05,3.1972122607320284e-05
1981,3.280908202896171e-07,3.216085419158584e-05,3.216085419158584e-05,3.216085419158584e-05
1982,3.540396745295636e-07,3.237874885339157e-05,3.237874885339157e-05,3.237874885339157e-05
1983,3.423010619079443e-07,3.272386311437003e-05,3.272386311437003e-05,3.272386311437003e-05
1984,3.435304835517984e-07,3.401370382302308e-05,3.401370382302308e-05,3.401370382302308e-05
1985,3.266946647175116e-07,3.4520085007118594e-05,3.4520085007118594e-05,3.4520085007118594e-05
1986,3.262802031096206e-07,3.526743395403693e-05,3.526743395403693e-05,3.526743395403693e-05
1987,3.131274602148031e-07,3.558515631344302e-05,3.558515631344302e-05,3.558515631344302e-05
1988,3.2344098599423887e-07,3.608944773856949e-05,3.608944773856949e-05,3.608944773856949e-05
1989,2.9529950649833025e-07,3.626753563626802e-05,3.626753563626802e-05,3.626753563626802e-05
1990,3.0261724402537637e-07,3.577738919245478e-05,3.577738919245478e-05,3.577738919245478e-05
1991,2.7648866713596884e-07,3.584150856892977e-05,3.584150856892977e-05,3.584150856892977e-05
1992,2.687427971587957e-07,3.50937713977016e-05,3.50937713977016e-05,3.50937713977016e-05
1993,2.639174730185394e-07,3.4603602086593e-05,3.4603602086593e-05,3.4603602086593e-05
1994,2.5355343983132374e-07,3.869571758384284e-05,3.869571758384284e-05,3.869571758384284e-05
1995,2.3600167407624083e-07,3.880776473254498e-05,3.880776473254498e-05,3.880776473254498e-05
1996,2.63261544627572e-07,3.9534539350175434e-05,3.9534539350175434e-05,3.9534539350175434e-05
1997,2.4873215360392873e-07,3.999107970490253e-05,3.999107970490253e-05,3.999107970490253e-05
1998,2.827457369189038e-07,3.881600787281059e-05,3.881600787281059e-05,3.881600787281059e-05
1999,3.050390883377726e-07,3.853623482947504e-05,3.853623482947504e-05,3.853623482947504e-05
2000,3.1437487280072673e-07,3.840967110591009e-05,3.840967110591009e-05,3.840967110591009e-05
2001,3.323982481008768e-07,3.4259207105995824e-05,3.4259207105995824e-05,3.4259207105995824e-05
2002,3.5844321644162846e-07,3.404154007772117e-05,3.404154007772117e-05,3.404154007772117e-05
2003,3.3733202542407525e-07,3.3247660862148874e-05,3.3247660862148874e-05,3.3247660862148874e-05
2004,3.5164068939203777e-07,3.278696593562407e-05,3.278696593562407e-05,3.278696593562407e-05
2005,3.2806419523824714e-07,3.199723089762431e-05,3.199723089762431e-05,3.199723089762431e-05
2006,3.0631336349935215e-07,3.140872338138122e-05,3.140872338138122e-05,3.140872338138122e-05
2007,2.9998574900348884e-07,3.112786102324857e-05,3.112786102324857e-05,3.112786102324857e-05
2008,2.826867334501263e-07,3.094945350312628e-05,3.094945350312628e-05,3.094945350312628e-05
2009,2.5605955045193696e-07,3.16052334840476e-05,3.16052334840476e-05,3.16052334840476e-05
2010,2.3689020370706464e-07,3.187206207907626e-05,3.187206207907626e-05,3.187206207907626e-05
2011,2.1323050093867225e-07,3.158494811421926e-05,3.158494811421926e-05,3.158494811421926e-05
2012,1.907902478543682e-07,3.136714050404927e-05,3.136714050404927e-05,3.136714050404927e-05
2013,1.9139324284164365e-07,3.177058143981932e-05,3.177058143981932e-05,3.177058143981932e-05
2014,1.7180011419830927e-07,3.174805923273587e-05,3.174805923273587e-05,3.174805923273587e-05
2015,2.0311577080584747e-07,3.176407621400098e-05,3.176407621400098e-05,3.176407621400098e-05
2016,2.3526795140631813e-07,3.090744394285139e-05,3.090744394285139e-05,3.090744394285139e-05
2017,2.4824354246296326e-07,3.0291881254621938e-05,3.0291881254621938e-05,3.0291881254621938e-05
2018,2.6581143117709873e-07,3.059308910451364e-05,3.059308910451364e-05,3.059308910451364e-05
2019,2.988007352655586e-07,3.1424449844053015e-05,3.1424449844053015e-05,3.1424449844053015e-05
