ngram,Vi,V,V,V
1795,1.3317102392258157e-06,3.545502061440077e-05,3.545502061440077e-05,3.545502061440077e-05
1796,1.295546845930013e-06,3.554357941279055e-05,3.554357941279055e-05,3.554357941279055e-05
1797,1.1486933837139596e-06,3.3595427989244596e-05,3.3595427989244596e-05,3.3595427989244596e-05
1798,1.101220764862124e-06,3.332999949634541e-05,3.332999949634541e-05,3.332999949634541e-05
1799,1.0287725444868556e-06,3.286784911844214e-05,3.286784911844214e-05,3.286784911844214e-05
1800,1.0093280837151854e-06,3.056143681793141e-05,3.056143681793141e-05,3.056143681793141e-05
1801,9.97303743588418e-07,2.9874628515764406e-05,2.9874628515764406e-05,2.9874628515764406e-05
1802,9.959534525348448e-07,2.8430976141992558e-05,2.8430976141992558e-05,2.8430976141992558e-05
1803,1.001258648817124e-06,2.838645429749574e-05,2.838645429749574e-05,2.838645429749574e-05
1804,9.758413739291427e-07,2.7689302442013286e-05,2.7689302442013286e-05,2.7689302442013286e-05
1805,9.630852641099149e-07,2.632781797728967e-05,2.632781797728967e-05,2.632781797728967e-05
1806,9.34776258938135e-07,2.5884011068098645e-05,2.5884011068098645e-05,2.5884011068098645e-05
1807,8.947911607849944e-07,2.5084674624460085e-05,2.5084674624460085e-05,2.5084674624460085e-05
1808,8.781889521612487e-07,2.4420569648749995e-05,2.4420569648749995e-05,2.4420569648749995e-05
1809,8.294435360767238e-07,2.29271494650415e-05,2.29271494650415e-05,2.29271494650415e-05
1810,7.736997369128013e-07,2.149172204164123e-05,2.149172204164123e-05,2.149172204164123e-05
1811,7.275531532156622e-07,2.139788245715733e-05,2.139788245715733e-05,2.139788245715733e-05
1812,6.933993534273344e-07,2.1225286348323736e-05,2.1225286348323736e-05,2.1225286348323736e-05
1813,6.594319594504279e-07,2.002710971282795e-05,2.002710971282795e-05,2.002710971282795e-05
1814,6.444722820171072e-07,1.9311393771204166e-05,1.9311393771204166e-05,1.9311393771204166e-05
1815,6.266678188434785e-07,1.9358587711134794e-05,1.9358587711134794e-05,1.9358587711134794e-05
1816,6.074675411582575e-07,1.937705694997151e-05,1.937705694997151e-05,1.937705694997151e-05
1817,6.006363751761715e-07,1.8981407785239363e-05,1.8981407785239363e-05,1.8981407785239363e-05
1818,5.928037499610841e-07,1.7928843070486827e-05,1.7928843070486827e-05,1.7928843070486827e-05
1819,5.81027287742992e-07,1.7921816834132187e-05,1.7921816834132187e-05,1.7921816834132187e-05
1820,5.643619504423571e-07,1.7973730791709386e-05,1.7973730791709386e-05,1.7973730791709386e-05
1821,5.486071919286977e-07,1.823245552908962e-05,1.823245552908962e-05,1.823245552908962e-05
1822,5.246917364079959e-07,1.7610724171390757e-05,1.7610724171390757e-05,1.7610724171390757e-05
1823,5.375483291507927e-07,1.7684058028472854e-05,1.7684058028472854e-05,1.7684058028472854e-05
1824,5.378439636517994e-07,1.776254378325705e-05,1.776254378325705e-05,1.776254378325705e-05
1825,5.300836635667241e-07,1.7764025480054052e-05,1.7764025480054052e-05,1.7764025480054052e-05
1826,5.162099431085412e-07,1.7275117508168997e-05,1.7275117508168997e-05,1.7275117508168997e-05
1827,5.020589242121787e-07,1.72855106939096e-05,1.72855106939096e-05,1.72855106939096e-05
1828,4.893833818186977e-07,1.732497029089635e-05,1.732497029089635e-05,1.732497029089635e-05
1829,4.88107653089693e-07,1.8338056699056843e-05,1.8338056699056843e-05,1.8338056699056843e-05
1830,4.5637691771714473e-07,1.810032050083724e-05,1.810032050083724e-05,1.810032050083724e-05
1831,4.464515289523011e-07,1.8093487856926265e-05,1.8093487856926265e-05,1.8093487856926265e-05
1832,4.537696765640119e-07,1.8630193673223922e-05,1.8630193673223922e-05,1.8630193673223922e-05
1833,4.5706774390704853e-07,1.9169705670459996e-05,1.9169705670459996e-05,1.9169705670459996e-05
1834,4.552144616809528e-07,1.9138128274270067e-05,1.9138128274270067e-05,1.9138128274270067e-05
1835,4.6243774980731747e-07,1.8942981893945087e-05,1.8942981893945087e-05,1.8942981893945087e-05
1836,4.563425071475129e-07,1.797607728803996e-05,1.797607728803996e-05,1.797607728803996e-05
1837,4.5995769174364144e-07,1.795151287556759e-05,1.795151287556759e-05,1.795151287556759e-05
1838,4.680419871354908e-07,1.8057800584106838e-05,1.8057800584106838e-05,1.8057800584106838e-05
1839,4.512348255047982e-07,1.7888150458540103e-05,1.7888150458540103e-05,1.7888150458540103e-05
1840,4.466206706053656e-07,1.7376039197967786e-05,1.7376039197967786e-05,1.7376039197967786e-05
1841,4.6494307883092135e-07,1.708804458238384e-05,1.708804458238384e-05,1.708804458238384e-05
1842,4.6450346807042866e-07,1.740304911176541e-05,1.740304911176541e-05,1.740304911176541e-05
1843,4.651266099894461e-07,1.70694688027392e-05,1.70694688027392e-05,1.70694688027392e-05
1844,4.6310319135045575e-07,1.670165888104488e-05,1.670165888104488e-05,1.670165888104488e-05
1845,4.4695774801896603e-07,1.610508934390964e-05,1.610508934390964e-05,1.610508934390964e-05
1846,4.57641013846504e-07,1.5560173648866892e-05,1.5560173648866892e-05,1.5560173648866892e-05
1847,4.934048912933317e-07,1.653720690748222e-05,1.653720690748222e-05,1.653720690748222e-05
1848,5.160927888222691e-07,1.7721762170757366e-05,1.7721762170757366e-05,1.7721762170757366e-05
1849,5.424442122148321e-07,1.8364719835517462e-05,1.8364719835517462e-05,1.8364719835517462e-05
1850,5.833524109480745e-07,1.920583326864289e-05,1.920583326864289e-05,1.920583326864289e-05
1851,6.155337725236418e-07,2.0554039500504067e-05,2.0554039500504067e-05,2.0554039500504067e-05
1852,6.636908226807594e-07,2.2089969206717797e-05,2.2089969206717797e-05,2.2089969206717797e-05
1853,6.807365642608991e-07,2.361601686321332e-05,2.361601686321332e-05,2.361601686321332e-05
1854,6.799838518288328e-07,2.393173417658545e-05,2.393173417658545e-05,2.393173417658545e-05
1855,6.673339742389674e-07,2.3951579091122506e-05,2.3951579091122506e-05,2.3951579091122506e-05
1856,6.81783514469966e-07,2.4179990370092647e-05,2.4179990370092647e-05,2.4179990370092647e-05
1857,6.759159824858736e-07,2.4425258223865448e-05,2.4425258223865448e-05,2.4425258223865448e-05
1858,6.742656475060877e-07,2.4347428344689043e-05,2.4347428344689043e-05,2.4347428344689043e-05
1859,7.02580799887593e-07,2.4077225264461178e-05,2.4077225264461178e-05,2.4077225264461178e-05
1860,7.148687229476179e-07,2.395224640037798e-05,2.395224640037798e-05,2.395224640037798e-05
1861,6.982718413642683e-07,2.3651526914493714e-05,2.3651526914493714e-05,2.3651526914493714e-05
1862,7.042456461801651e-07,2.3659123793809806e-05,2.3659123793809806e-05,2.3659123793809806e-05
1863,7.221119468730259e-07,2.340664026892877e-05,2.340664026892877e-05,2.340664026892877e-05
1864,7.209926025097957e-07,2.3546240169837673e-05,2.3546240169837673e-05,2.3546240169837673e-05
1865,7.283364555275642e-07,2.3446281764855875e-05,2.3446281764855875e-05,2.3446281764855875e-05
1866,7.015212060780738e-07,2.3812006994765917e-05,2.3812006994765917e-05,2.3812006994765917e-05
1867,7.108925095573275e-07,2.3692623082232395e-05,2.3692623082232395e-05,2.3692623082232395e-05
1868,7.320556148572775e-07,2.3858011055770995e-05,2.3858011055770995e-05,2.3858011055770995e-05
1869,7.415026418909422e-07,2.4395914286807446e-05,2.4395914286807446e-05,2.4395914286807446e-05
1870,7.549972857694749e-07,2.5023834106312798e-05,2.5023834106312798e-05,2.5023834106312798e-05
1871,8.709897006805736e-07,2.5317200197605416e-05,2.5317200197605416e-05,2.5317200197605416e-05
1872,9.378471840396482e-07,2.5762944330511217e-05,2.5762944330511217e-05,2.5762944330511217e-05
1873,9.55341363351181e-07,2.5677238746928716e-05,2.5677238746928716e-05,2.5677238746928716e-05
1874,9.79052604829381e-07,2.6273580910388512e-05,2.6273580910388512e-05,2.6273580910388512e-05
1875,1.006062112602584e-06,2.6980636123750757e-05,2.6980636123750757e-05,2.6980636123750757e-05
1876,1.0831553010705517e-06,2.7160958520003726e-05,2.7160958520003726e-05,2.7160958520003726e-05
1877,1.0797403108751626e-06,2.7254007623663972e-05,2.7254007623663972e-05,2.7254007623663972e-05
1878,9.877791496494735e-07,2.762268975077729e-05,2.762268975077729e-05,2.762268975077729e-05
1879,9.620818803211608e-07,2.7777873193762e-05,2.7777873193762e-05,2.7777873193762e-05
1880,9.72680368249712e-07,2.844340061918566e-05,2.844340061918566e-05,2.844340061918566e-05
1881,9.650042735691905e-07,2.8660953310983522e-05,2.8660953310983522e-05,2.8660953310983522e-05
1882,9.522477333640771e-07,2.876120171484737e-05,2.876120171484737e-05,2.876120171484737e-05
1883,9.52331780419107e-07,2.8428975773359915e-05,2.8428975773359915e-05,2.8428975773359915e-05
1884,9.421616969770444e-07,2.8403885413094292e-05,2.8403885413094292e-05,2.8403885413094292e-05
1885,9.447021917757021e-07,2.8407004720065743e-05,2.8407004720065743e-05,2.8407004720065743e-05
1886,9.409056523119424e-07,2.879347474455634e-05,2.879347474455634e-05,2.879347474455634e-05
1887,9.363781227226095e-07,2.8582269806065597e-05,2.8582269806065597e-05,2.8582269806065597e-05
1888,9.55864436491538e-07,2.8378019903487128e-05,2.8378019903487128e-05,2.8378019903487128e-05
1889,9.875239876626957e-07,2.8430766178644262e-05,2.8430766178644262e-05,2.8430766178644262e-05
1890,9.326878804521195e-07,2.8913541557683076e-05,2.8913541557683076e-05,2.8913541557683076e-05
1891,9.760764701890627e-07,2.9169090079709088e-05,2.9169090079709088e-05,2.9169090079709088e-05
1892,1.0079686895941059e-06,2.9711416833119335e-05,2.9711416833119335e-05,2.9711416833119335e-05
1893,1.0170665762286392e-06,2.9829155079953906e-05,2.9829155079953906e-05,2.9829155079953906e-05
1894,1.0792568657182398e-06,3.0413115902255023e-05,3.0413115902255023e-05,3.0413115902255023e-05
1895,1.1239267304777708e-06,3.096249877541725e-05,3.096249877541725e-05,3.096249877541725e-05
1896,1.1637816653222086e-06,3.151651149632276e-05,3.151651149632276e-05,3.151651149632276e-05
1897,1.235950776390382e-06,3.202408151992131e-05,3.202408151992131e-05,3.202408151992131e-05
1898,1.3009095027882722e-06,3.2637477748461864e-05,3.2637477748461864e-05,3.2637477748461864e-05
1899,1.3799856658027108e-06,3.318827033841184e-05,3.318827033841184e-05,3.318827033841184e-05
1900,1.472762180908051e-06,3.4060910755735154e-05,3.4060910755735154e-05,3.4060910755735154e-05
1901,1.512878205695805e-06,3.474092487262429e-05,3.474092487262429e-05,3.474092487262429e-05
1902,1.57921293261357e-06,3.581356733255754e-05,3.581356733255754e-05,3.581356733255754e-05
1903,1.6556387306211815e-06,3.631719768496363e-05,3.631719768496363e-05,3.631719768496363e-05
1904,1.706880133107396e-06,3.746503352886066e-05,3.746503352886066e-05,3.746503352886066e-05
1905,1.7441793228759446e-06,3.860554820026404e-05,3.860554820026404e-05,3.860554820026404e-05
1906,1.7760210572045513e-06,3.941020882588678e-05,3.941020882588678e-05,3.941020882588678e-05
1907,1.8253827452748998e-06,4.006614108220674e-05,4.006614108220674e-05,4.006614108220674e-05
1908,1.8625802015646644e-06,4.067491058127156e-05,4.067491058127156e-05,4.067491058127156e-05
1909,1.8983423940101472e-06,4.14337841253395e-05,4.14337841253395e-05,4.14337841253395e-05
1910,1.9294724649755935e-06,4.2426712752785534e-05,4.2426712752785534e-05,4.2426712752785534e-05
1911,1.985486554596199e-06,4.3022483753572616e-05,4.3022483753572616e-05,4.3022483753572616e-05
1912,2.045222312777436e-06,4.361699757282622e-05,4.361699757282622e-05,4.361699757282622e-05
1913,2.1090340526695528e-06,4.4288294053071044e-05,4.4288294053071044e-05,4.4288294053071044e-05
1914,2.1011015373265503e-06,4.520414378410871e-05,4.520414378410871e-05,4.520414378410871e-05
1915,2.1376135594307144e-06,4.595311267101871e-05,4.595311267101871e-05,4.595311267101871e-05
1916,2.1401500102261447e-06,4.600804771013957e-05,4.600804771013957e-05,4.600804771013957e-05
1917,2.130030030197564e-06,4.685775378935172e-05,4.685775378935172e-05,4.685775378935172e-05
1918,2.136726184939367e-06,4.760387154029948e-05,4.760387154029948e-05,4.760387154029948e-05
1919,2.1129399426302242e-06,4.821127835644542e-05,4.821127835644542e-05,4.821127835644542e-05
1920,2.095495606876544e-06,4.938253083050118e-05,4.938253083050118e-05,4.938253083050118e-05
1921,2.085805655432133e-06,4.9514153943164274e-05,4.9514153943164274e-05,4.9514153943164274e-05
1922,2.0220072656229604e-06,5.070713450550102e-05,5.070713450550102e-05,5.070713450550102e-05
1923,1.9355997145404606e-06,5.1247586920258724e-05,5.1247586920258724e-05,5.1247586920258724e-05
1924,1.8665143995479281e-06,5.145730756339617e-05,5.145730756339617e-05,5.145730756339617e-05
1925,1.7547318488401028e-06,5.126803184144332e-05,5.126803184144332e-05,5.126803184144332e-05
1926,1.6863933914074941e-06,5.1418642085211885e-05,5.1418642085211885e-05,5.1418642085211885e-05
1927,1.6141254458748984e-06,5.127445651201664e-05,5.127445651201664e-05,5.127445651201664e-05
1928,1.5890552244205277e-06,5.2324409937552575e-05,5.2324409937552575e-05,5.2324409937552575e-05
1929,1.5917761402306496e-06,5.258941486577636e-05,5.258941486577636e-05,5.258941486577636e-05
1930,1.6262642767677399e-06,5.431942450481334e-05,5.431942450481334e-05,5.431942450481334e-05
1931,1.6609566760702625e-06,5.5872857046779245e-05,5.5872857046779245e-05,5.5872857046779245e-05
1932,1.7158142619726796e-06,5.760837874342022e-05,5.760837874342022e-05,5.760837874342022e-05
1933,1.775641083310932e-06,5.9004051373839115e-05,5.9004051373839115e-05,5.9004051373839115e-05
1934,1.8136546974087002e-06,5.987716992551993e-05,5.987716992551993e-05,5.987716992551993e-05
1935,1.9141407067633864e-06,6.066930083241979e-05,6.066930083241979e-05,6.066930083241979e-05
1936,1.9892678925056577e-06,6.108365258634356e-05,6.108365258634356e-05,6.108365258634356e-05
1937,2.1418391692610124e-06,6.141874681426478e-05,6.141874681426478e-05,6.141874681426478e-05
1938,2.3322133821628606e-06,6.149826159734013e-05,6.149826159734013e-05,6.149826159734013e-05
1939,2.4612562096340947e-06,6.139544815856166e-05,6.139544815856166e-05,6.139544815856166e-05
1940,2.5795019869942086e-06,6.197517047569687e-05,6.197517047569687e-05,6.197517047569687e-05
1941,2.7223110399583154e-06,6.298023072304204e-05,6.298023072304204e-05,6.298023072304204e-05
1942,2.9303523985748015e-06,6.442756732992296e-05,6.442756732992296e-05,6.442756732992296e-05
1943,3.0181146420155917e-06,6.58592876529188e-05,6.58592876529188e-05,6.58592876529188e-05
1944,3.0908524877304444e-06,6.655516751509692e-05,6.655516751509692e-05,6.655516751509692e-05
1945,3.1046966861530175e-06,6.733262645346778e-05,6.733262645346778e-05,6.733262645346778e-05
1946,3.2777060304007525e-06,6.897033433363373e-05,6.897033433363373e-05,6.897033433363373e-05
1947,3.4090904981504925e-06,6.978916956411143e-05,6.978916956411143e-05,6.978916956411143e-05
1948,3.5968988803298477e-06,7.02662198039304e-05,7.02662198039304e-05,7.02662198039304e-05
1949,3.6563051902963447e-06,7.055551707578291e-05,7.055551707578291e-05,7.055551707578291e-05
1950,3.7593866051923086e-06,7.182401272335223e-05,7.182401272335223e-05,7.182401272335223e-05
1951,3.8245381282259975e-06,7.295567047549412e-05,7.295567047549412e-05,7.295567047549412e-05
1952,3.887036655214615e-06,7.390601967927068e-05,7.390601967927068e-05,7.390601967927068e-05
1953,3.905832402649269e-06,7.518950483894773e-05,7.518950483894773e-05,7.518950483894773e-05
1954,3.957067487395502e-06,7.581978154900883e-05,7.581978154900883e-05,7.581978154900883e-05
1955,3.91209154518687e-06,7.695930565075417e-05,7.695930565075417e-05,7.695930565075417e-05
1956,3.890405423589982e-06,7.849148096283898e-05,7.849148096283898e-05,7.849148096283898e-05
1957,3.943339996632338e-06,7.904210880432012e-05,7.904210880432012e-05,7.904210880432012e-05
1958,3.9672880640344895e-06,8.033639980047675e-05,8.033639980047675e-05,8.033639980047675e-05
1959,3.965423567413902e-06,8.22584708138103e-05,8.22584708138103e-05,8.22584708138103e-05
1960,3.9251518891043295e-06,8.284147874551959e-05,8.284147874551959e-05,8.284147874551959e-05
1961,3.910491938898174e-06,8.469641241910202e-05,8.469641241910202e-05,8.469641241910202e-05
1962,3.8532461011137845e-06,8.645804025166268e-05,8.645804025166268e-05,8.645804025166268e-05
1963,3.73993728836857e-06,8.725144497085629e-05,8.725144497085629e-05,8.725144497085629e-05
1964,3.659231489499299e-06,8.84244852516401e-05,8.84244852516401e-05,8.84244852516401e-05
1965,3.5766817226041373e-06,8.885911354030083e-05,8.885911354030083e-05,8.885911354030083e-05
1966,3.5238962092470113e-06,8.86124959963906e-05,8.86124959963906e-05,8.86124959963906e-05
1967,3.520726197945935e-06,8.872763802563506e-05,8.872763802563506e-05,8.872763802563506e-05
1968,3.481097532390517e-06,8.877760306599416e-05,8.877760306599416e-05,8.877760306599416e-05
1969,3.4921075829125973e-06,8.829573198454455e-05,8.829573198454455e-05,8.829573198454455e-05
1970,3.5291060872363493e-06,8.790326787025801e-05,8.790326787025801e-05,8.790326787025801e-05
1971,3.7033751141279936e-06,8.737711427134595e-05,8.737711427134595e-05,8.737711427134595e-05
1972,3.8114148992463015e-06,8.717632278733487e-05,8.717632278733487e-05,8.717632278733487e-05
1973,3.927165283000379e-06,8.707795807692622e-05,8.707795807692622e-05,8.707795807692622e-05
1974,3.969178416290171e-06,8.755786257097498e-05,8.755786257097498e-05,8.755786257097498e-05
1975,4.001548924341998e-06,8.733313110756821e-05,8.733313110756821e-05,8.733313110756821e-05
1976,4.193061158730416e-06,8.759268530411646e-05,8.759268530411646e-05,8.759268530411646e-05
1977,4.4219033432974745e-06,8.791682505813827e-05,8.791682505813827e-05,8.791682505813827e-05
1978,4.50274761273509e-06,8.854839688865468e-05,8.854839688865468e-05,8.854839688865468e-05
1979,4.708997364234944e-06,8.884206285334326e-05,8.884206285334326e-05,8.884206285334326e-05
1980,5.052744264893201e-06,8.925009024096653e-05,8.925009024096653e-05,8.925009024096653e-05
1981,5.338931194793466e-06,8.89070745740485e-05,8.89070745740485e-05,8.89070745740485e-05
1982,5.566458444913483e-06,8.885810841872756e-05,8.885810841872756e-05,8.885810841872756e-05
1983,5.619743985464863e-06,8.878812410070427e-05,8.878812410070427e-05,8.878812410070427e-05
1984,5.6371873142779805e-06,8.850531490419858e-05,8.850531490419858e-05,8.850531490419858e-05
1985,5.599072535135617e-06,8.760853233980015e-05,8.760853233980015e-05,8.760853233980015e-05
1986,5.420804427558323e-06,8.71223705222032e-05,8.71223705222032e-05,8.71223705222032e-05
1987,5.105564663868531e-06,8.671886566194839e-05,8.671886566194839e-05,8.671886566194839e-05
1988,4.891017852060031e-06,8.64397017202074e-05,8.64397017202074e-05,8.64397017202074e-05
1989,4.747408703613993e-06,8.599385182606056e-05,8.599385182606056e-05,8.599385182606056e-05
1990,4.569577283421365e-06,8.515617290478466e-05,8.515617290478466e-05,8.515617290478466e-05
1991,4.5090231261773236e-06,8.487942977808416e-05,8.487942977808416e-05,8.487942977808416e-05
1992,4.47473907375492e-06,8.48430156890702e-05,8.48430156890702e-05,8.48430156890702e-05
1993,4.5095332877411106e-06,8.445013892404469e-05,8.445013892404469e-05,8.445013892404469e-05
1994,4.515984268696879e-06,8.349254078763937e-05,8.349254078763937e-05,8.349254078763937e-05
1995,4.447270124988531e-06,8.238197707604351e-05,8.238197707604351e-05,8.238197707604351e-05
1996,4.3216791384890844e-06,8.090608025668189e-05,8.090608025668189e-05,8.090608025668189e-05
1997,4.272993984549041e-06,7.973669562488794e-05,7.973669562488794e-05,7.973669562488794e-05
1998,4.1208523465944125e-06,7.814512874964359e-05,7.814512874964359e-05,7.814512874964359e-05
1999,3.9571328735681684e-06,7.640808014132614e-05,7.640808014132614e-05,7.640808014132614e-05
2000,3.873810231068221e-06,7.510490312207756e-05,7.510490312207756e-05,7.510490312207756e-05
2001,3.739934624848372e-06,7.383005452408855e-05,7.383005452408855e-05,7.383005452408855e-05
2002,3.7026064936591344e-06,7.285985338967294e-05,7.285985338967294e-05,7.285985338967294e-05
2003,3.603514284934915e-06,7.206405176215671e-05,7.206405176215671e-05,7.206405176215671e-05
2004,3.4820937214265413e-06,7.062147674982302e-05,7.062147674982302e-05,7.062147674982302e-05
2005,3.3105917996830873e-06,6.871350446350075e-05,6.871350446350075e-05,6.871350446350075e-05
2006,3.164306657968804e-06,6.71096017218328e-05,6.71096017218328e-05,6.71096017218328e-05
2007,2.8927480083699005e-06,6.539423858547317e-05,6.539423858547317e-05,6.539423858547317e-05
2008,2.603467448482531e-06,6.488243109613125e-05,6.488243109613125e-05,6.488243109613125e-05
2009,2.277607742533811e-06,6.576432185413848e-05,6.576432185413848e-05,6.576432185413848e-05
2010,2.038613599454818e-06,6.606180353888444e-05,6.606180353888444e-05,6.606180353888444e-05
2011,1.798972870606771e-06,6.526563395579745e-05,6.526563395579745e-05,6.526563395579745e-05
2012,1.5756830212662213e-06,6.504792327177711e-05,6.504792327177711e-05,6.504792327177711e-05
2013,1.4036170341569232e-06,6.560062164291074e-05,6.560062164291074e-05,6.560062164291074e-05
2014,1.4109505173109937e-06,6.660981983129335e-05,6.660981983129335e-05,6.660981983129335e-05
2015,1.5263805802793025e-06,6.788016357209667e-05,6.788016357209667e-05,6.788016357209667e-05
2016,1.4808064666535107e-06,6.674832288159191e-05,6.674832288159191e-05,6.674832288159191e-05
2017,1.502934518763747e-06,6.616769375492974e-05,6.616769375492974e-05,6.616769375492974e-05
2018,1.5589896520395996e-06,6.764148638467304e-05,6.764148638467304e-05,6.764148638467304e-05
2019,1.6746368487474683e-06,6.97296727594221e-05,6.97296727594221e-05,6.97296727594221e-05
